Gene	GSM4559630_Control1_1	GSM4559631_Control2_1	GSM4559632_Control3_1	GSM4559633_Ad5-hACE2-transduced1_1	GSM4559634_Ad5-hACE2-transduced2_1	GSM4559635_Ad5-hACE2-transduced3_1
Col4a3	0.75	0.66	1.19	1.52	11.14	8.6
Gm18853	0	0	0	0	0	0
Ermp1	0.6	0.7	0.9	1.75	3.33	3.48
Nsg2	0.12	0.2	0.19	0.62	0.41	0.84
Hs3st3a1	0.12	0.25	0.08	0.23	0.09	0.11
Tnfrsf19	0.61	0.71	2.08	1.04	4.03	2.38
Sprn	0.02	0.06	0.22	0.09	0.29	0.17
Gypa	0.17	0.09	0.04	0.62	0.35	0.43
AK082431	0.02	0.03	0.59	0.05	0.65	0.39
Slc44a3	0.38	0.3	0.16	0.69	2.19	1.42
DQ547675	0	0	0	0	0	0
Lrr1	0.17	0.31	0.22	0.18	0.12	0.16
Snx30	0.59	0.61	0.84	1.72	3.17	2.27
Abcf1	4.68	4.18	5.98	11.16	14.72	13.23
Mir1956	0	0	0	0	0	0
Gfral	0.02	0.02	0	0.03	0	0
Mmp13	0.29	0.11	0.23	0.89	1.15	1.02
Olfr742	0	0.37	0.55	0.1	0	0.08
Runx1t1	0.34	0.56	0.66	0.55	1.45	1.09
Olfr998	0	0.43	0	0.06	0	0
Gm4278	0	0.21	0.25	0.04	0.11	0.11
DQ698995	0	0	0	0	0	0
Olfr789	0	0.12	0.17	0.06	0	0
Exo1	0.07	0.15	0.03	0.24	0.28	0.21
Irx4	0.05	0.02	0.21	0.1	0.03	0.15
Siah2	0.59	0.87	1.17	2.27	3.7	3.01
Pcdhgc5	0.05	0.04	0.08	0.53	3.29	1.63
Stoml2	2.59	2.35	2.46	5.26	5.47	4.09
Arhgap11a	0.62	0.5	0.69	1.36	1.77	1.38
Wfdc21	1.02	0	0	0.54	0	0.27
DQ687587	0	0	0	0	0	0
Pdik1l	0.66	0.44	0.76	1.38	2.42	2.18
AK006037	0	0	0	0	0	0
AK216043	0	0.64	0	0	0	0
AK162911	0.06	0.04	0.1	0.08	0.15	0.24
Abcc8	0.01	0.06	0.16	0.05	0.23	0.15
4732414G09Rik	0.17	0.1	0.13	0.08	0.03	0.22
3110082J24Rik	0	0.2	0.22	0.09	0	0
Gm10677	0.05	0	0.15	0.02	0.19	0.22
Fnta	4	3.95	4.09	4.86	6.63	4.83
Camsap2	1.94	2.44	2.97	3.34	6.33	4.31
Tmem136	0.2	0.34	0.54	1.01	1.41	1.07
Spry1	2.12	2.18	4.06	5.07	9.59	6.55
Thoc6	1.43	0.92	1.63	3.53	3.51	3.35
Mir409	0	0	0	0	0	0
Mir6938	0	0	0	0	0	0
Ftx	0.46	0.3	0.33	0.87	2.22	1.72
Parg	2.75	2.54	2.17	5.72	10.32	8.41
AK078979	0.41	0	0.06	0.27	0.56	0
Zdhhc2	0.52	0.59	0.64	0.19	0.78	0.48
4930565N06Rik	0.09	0.14	0.13	0.35	2.06	1.7
Tmem72	0	0.2	0.04	0.04	0.02	0.2
Mir7683	0	0	0	0	0	0
Ccdc150	0.03	0.01	0.04	0.23	0.5	0.35
Misp	0.52	1.18	0.85	4.43	4.89	4.76
Gm2a	4.56	4.4	3.34	16.6	16.75	13.56
DQ708644	0	0	0	0	0	0
AB340533	0	0	0	0	0	0
Akr7a5	0.6	0.57	0.66	0.54	1.13	0.72
4933416E03Rik	0	0.09	0	0	0	0
Gm10486	0	0	0	0	0	0
Trim7	0.26	0.48	0.98	1.01	1.4	1.96
DQ698885	0	0	0	0	0	0
Col6a2	2.51	3.03	4.96	4.68	16.35	9.56
Gm10406	0.02	0	0	0.04	0.17	0.07
Ccdc167	0.91	1.61	1.92	5.6	6.24	7.51
Kcng1	0.01	0.01	0.18	0.04	0.27	0.1
AA543186	0.03	0.27	0	0.18	0	0.05
Trnau1ap	0.83	0.65	0.48	2.05	3.49	2.16
DQ564973	0	0	0	0	0	0
AK009639	0	0	0	0	0	0
Cog3	1.11	1.26	1.19	2.7	5.57	3.69
Ift172	0.7	1.47	1.62	5.68	10.46	8.73
AK005839	0	0	0	0	0	0
Rab4a	0.79	0.33	1.05	0.75	1.4	1.32
Pknox2	1.48	1.76	2.11	2.11	4.98	4.32
Apba2	0.03	0.23	0.09	0.06	0.02	0.07
DQ687891	0	0	0	0	0	0
Mthfd1	1.38	1.36	2.14	2.72	4.11	3.66
Sgsh	0.54	0.67	0.77	1.8	3.2	2.25
Olfr638	0	0.3	0.27	0.2	0.28	0.14
Clvs1	0.08	0.23	0.1	0	0.08	0.04
DQ688687	0	0	0	0	0	0
BC020402	0.13	0.07	0.13	0.28	0.32	0.25
DQ714716	0	0	0	0	0	0
AK137017	0.03	0.06	0	0.27	0.58	0.48
Tmem183a	2.2	2.78	2.69	3.83	6.38	5.93
Acp6	0.54	0.57	0.88	2.5	3.35	3.28
Mysm1	1.09	0.91	1.13	2.77	6.19	4.13
Ccdc32	0.48	1.67	1.34	1.88	2.64	2.8
Reg3g	2.21	6.16	2.38	8.77	7.06	6.91
Fmo5	0.47	0.6	0.68	0.52	0.74	0.82
DQ688656	0	0	0	0	0	0
AK037776	0.28	0	0.09	0.36	0.19	0
Dll4	0.7	0.95	1.08	3.12	11.85	7.55
DQ713034	0	0	0	0	0	0
AK219883	0	0.84	0	0	0	3.41
Smad1	1.65	2.54	3.38	4.53	6.91	6.32
DQ718858	0	0	0	0	0	0
Riiad1	0.32	0.34	0.67	0.42	0.49	0.16
Shmt2	1.17	1.8	2.77	4.26	5.15	4.2
Arsj	0.16	0.27	0.55	0.2	1.04	0.59
Tmprss5	0.01	0.23	0	0.09	0.05	0.19
Gipc1	2.08	3.67	2.35	4.01	4.46	4.15
TRNA_Gly	0	0	0	0	0	0
Smarca1	0.19	0.11	0.87	0.22	0.49	0.17
Epb41l5	1.4	1.51	2.02	2.79	6.8	4.33
AK002417	0	0.17	0	0.13	0.4	0.37
Flywch2	0.24	0.18	0.59	0.92	0.86	1.39
Gm53	0.04	0.07	0.05	0.1	0	0
DQ693105	0	0	0	0	0	0
Zfp955a	0.37	0.88	0.67	1.12	1.91	1.57
KY468169	0	0.24	0	0.19	0.4	0.1
Gm10413	0	0	0.08	0.06	0	0
Olfr1371	0.07	0	0	0.08	0.1	0.37
AK043564	0	0	0	0	0	0
Htr1b	0	0.24	0.1	0.38	0.24	0.07
2610507B11Rik	3.49	4.06	4.91	10.14	17.44	14.31
DQ687171	0	0	0	0	0	0
Zfp113	0.26	0.57	0.68	1.46	1.51	1.88
Ptgs1	1.22	0.68	1.52	4.65	10.77	7.89
Olfr1466	0.05	0	0	0	0	0
Olfr239	0.07	0	0	0.03	0.05	0
Scg2	0.25	0.16	0.18	0.08	0.09	0.16
DQ699981	0	0	0	0	0	0
DQ719435	0	0	0	0	0	0
Mfsd7a	0.21	0.14	0.08	1.22	2.13	2.07
Kcnc2	0.05	0.05	0.09	0.08	0.06	0.06
Wdr36	1.78	2.51	2.22	3.76	6.06	4.6
Mdga1	0.07	0.13	0.14	0.32	0.13	0.14
Mical2	1.97	2.55	2.48	4.47	14.59	11.82
1700019N19Rik	0	0	0.13	0.19	0	0.1
Klra8	0	0	0	0	0	0
Il3ra	1.32	1.2	2.19	8	10.89	7.37
DQ707024	0	0	0	0	0	0
Rnft2	0	0.01	0.08	0.18	0.24	0.31
Acot6	0.15	0.28	0.23	0.27	0.58	0.03
Bub1b	0.56	0.3	0.5	0.77	1.11	0.59
DQ549971	0	0	0	0	0	0
AK205936	0	0	0	0	0	0
Phkb	0.82	1.13	1.77	2.32	5.26	3.64
Prr14l	1.06	1.5	1.47	4.38	7.44	6.26
FJ541172	0	0	0	0	0	0
DQ551105	0	0	0	0	0	0
AK090061	0.04	0	0	0	0	0.06
4933425B07Rik	0	0.18	0.04	0.03	0	0
Coro1c	8.49	11.33	10.8	20.15	28.43	25.58
Med12	1.16	1.32	1.96	6.02	10.8	8.46
Bmpr1b	0.07	0.1	0.09	0.07	0.22	0.18
Tbc1d30	0.34	0.29	0.38	0.92	1.83	1.81
1600014C23Rik	0	0.19	0.2	0	0	0
Odf3l2	0	0.06	0.51	0.15	0	0
Pip4k2c	2.32	2.48	3.33	4.24	9.52	6.77
Frem2	0.06	0.08	0.12	0.09	0.15	0.19
Mier3	0.55	0.87	1.11	2.99	6.1	6.26
NR_033601	1.02	1.89	1.65	1.98	2.58	1.84
Defa-ps12	0	0	0	0	0	0
Cyp2c37	0.01	0	0	0	0.09	0
St8sia5	0.1	0.1	0.04	0.05	0.04	0
Carhsp1	6.39	8.31	8.33	19.18	26.57	23.36
4921531C22Rik	0.27	0.37	0.64	0.48	0.92	0.78
DQ694628	0	0	0	0	0	0
Fpr-rs6	0.25	0	0.19	0	0	0
Il17a	0	0.09	0.03	0	0.07	0.07
AK208554	2.55	2.51	0	6.94	0	1.56
DQ713011	0	0	0	0	0	0
4930444F02Rik	0.07	0.02	0.14	0.08	0.09	0.06
AK077074	0.02	0.28	0.55	0.18	0.07	0.08
Pck1	0.1	0.49	0.41	0.15	0.28	0.23
Sfrp4	0.2	0.59	0.21	0.18	0.09	0.4
Scgb1b3	0	0	0	0	0	0
Tstd3	0.47	1.34	1.06	1.85	2.05	1.06
Ndst3	0.03	0.05	0.04	0.01	0.04	0.04
Olfr881	0.11	0	0	0.06	0	0.09
Dcakd	3.45	4.02	3.21	8.09	9.19	8.83
AK053930	0.09	0.05	0.1	0.39	2.25	1.75
Polr2a	4.24	4.96	6.03	19.18	26.12	24.89
Olfr904	0	0	0.09	0	0	0
1700027I24Rik	0	0	0	0	0	0
Gm13030	0	0	0	0	0	0
Dmxl1	1.16	1.33	1.83	4.16	8.95	7.64
Olfr410	0	0.19	0.09	0	0	0.1
Uhmk1	3.77	5.24	4.17	5.06	8.57	6.73
Ckb	7.26	10.68	9.22	15.2	13.19	10.65
Syt1	0.01	0.02	0.04	0.02	0.05	0.02
Caml	0.8	1.69	1.37	2	6.44	4.11
AK009121	0.39	0.29	0.74	0.86	1.8	1.75
AK051768	0.03	0.03	0.24	0.33	2.36	1.77
Ace	10.09	14.21	14.2	41.4	86.58	62.77
KY468179	0.06	0.18	0.38	0	1.26	0
Abca1	1.02	0.9	1.13	2.82	7.1	4.95
Gm4262	0.39	1.01	0.98	1.43	1.59	2.44
Catsper4	0	0	0	0.1	0.11	0.11
Tial1	1.14	1.69	1.83	2.69	5.4	4.4
DQ687714	0	0	0	0	0	0
Hcls1	8.06	10.09	8.72	34.93	30.73	30.9
A630091E08Rik	0	0.05	0.1	0	0	0
Hrasls	0.01	0.13	0.06	0.02	0.03	0.05
DQ723826	0	0	0	0	0	0
Prpf8	4.09	4.5	5.71	14.82	20.56	15.02
Accsl	0	0	0.02	0.05	0.11	0
Lmbrd2	0.68	0.81	1.12	1.62	3.13	1.94
Ndufb5	6.46	5.69	6.14	10.38	7.75	9.94
Ubap2	3.26	2.67	3.56	7	8.42	7.94
Matk	0.32	0.28	0.29	0.62	0.98	0.95
DQ561800	0	0	0	0	0	0
Cybb	7.35	6.79	7.78	40.2	47.23	41.55
Vnn1	0.48	0.31	0.59	1.31	3.37	3.04
Exosc10	2.91	2.61	3.11	9.16	11.61	9.74
Tubg1	2.03	1.72	1.71	3.62	3.22	2.72
4930529L06Rik	0	0	0	0	0	0
Ano3	0.02	0.06	0.12	0.03	0.05	0.07
Hlcs	0.58	1.41	1.19	3.36	3.69	3.93
DQ720657	0	0	0	0	0	0
Gcnt2	2.03	1.63	2.86	9	14.26	11.64
Atp13a4	0.17	0.03	0.13	0.12	1.94	1.21
Zfp641	0.35	0.25	0.51	0.44	1.51	1.79
Pax1	0.22	0.33	0.01	0.17	0.06	0.38
Wnt3	0.03	0.09	0.07	0.14	0.12	0.1
Btnl4	0.03	0.04	0.04	0.15	0.09	0.04
AK136784	0	0.03	0.21	0.33	0.58	0.18
Ppid	1.63	1.03	1.05	1.95	3.76	2.52
Dok5	0.03	0.02	0.04	0.18	0.09	0.04
Sdc2	1.58	1.39	2.91	2.27	8.7	6.57
Gm4841	1.82	1.63	2.96	8.49	15.39	17.78
DQ696383	0	0	0	0	0	0
Uprt	1.29	1.35	1.5	2.69	2.4	1.6
AK041758	0.13	0.16	0.15	0.57	1.88	1.9
Olfr749	0	0	0.04	0	0.47	0
4930478P22Rik	0.03	0.02	0.12	0.02	0	0
AK045837	0.16	0.06	0.19	0.24	1.06	0.34
DQ714144	0	0	0	0	0	0
2700046G09Rik	0.07	0.06	0.11	0.16	0.49	0.34
Prps1l1	0.1	0.08	0.06	0.03	0.1	0.09
Snora75	0	0	0	0	0	0
Gpr101	0.02	0.04	0.33	0.07	0.01	0.05
Olfr551	0.15	0.26	0	0	0.08	0.08
AK150559	2.1	3.39	3.38	6.73	15.01	12.99
Iqsec3	0.08	0.11	0.25	0.18	0.1	0.18
Dusp2	0.79	1.25	0.27	6.2	5.9	5.32
Taok1	3.51	4.56	4.8	6.9	16.17	13.92
Nfyb	1.35	1.52	1.08	1.95	2.46	2.59
Agr2	1.03	0.41	0.17	0.56	0.5	0.98
Wdr20	0.58	1.29	2.22	3.62	5.26	5.19
Mirlet7g	0	0	0	0	0	0
2010010A06Rik	0	0.13	0	0.19	0	0
BC026600	0.06	0.43	0.53	0.42	1.02	0.52
Ubald2	3.68	3.62	5.94	27.05	21.09	19.23
AK134976	0.01	0	0.02	0.06	0.04	0
Mir7688	0	0	0	0	0	0
Papd5	1.2	1.89	2.1	4.2	7.74	7.03
Ndp	0.18	0.11	0.29	0.21	0.08	0.12
Ankrd52	1.18	1.52	1.52	5.97	11.74	9.57
Vash1	1.83	2.58	2.68	2.82	4.9	2.6
Aqp12	0	0	0.04	0	0.08	0.16
Adtrp	0.07	0.13	0.24	0.1	0.1	0.25
DQ555186	0	0	0	0	0	0
Mir6897	0	0	0	0	0	0
Trp73	0.08	0.07	0.13	0.23	0.22	0.43
Nek8	0.15	0.31	0.38	0.51	0.99	0.76
Il10rb	3.36	3.43	3.7	12.98	18.63	14.86
Ap3s1	4.41	4.76	5.25	11.61	12.61	11.74
Gpaa1	0.55	1.35	1.08	3.6	7.39	5.46
Pik3c2g	0.17	0.37	0.37	0.12	0.78	0.5
Spata3	0	0	0	0.48	0.25	0
Arl3	1.52	1.44	1.43	1.74	2.93	2.09
AB340911	0	0	0	0	0	0
DQ688306	0	0	0	0	0	0
Cyp2c66	0.05	0	0	0	0.06	0.06
Olfr1312	0	0	0	0	0	0
H2-M5	0.12	0.03	0.03	0.09	0.07	0.43
AK076848	0	0	0	0	0	0
Herc2	1	1.26	1.65	3.84	10.09	7.52
Vmn1r208	0	0	0.13	0.12	0	0.09
Hist2h3b	27.47	44.13	33.63	63.83	72.32	33.39
Zbtb12	0.79	1.16	1.31	1.24	1.32	1.31
AK171764	0.06	0.16	0.23	1.08	4.27	3.71
AK006119	0	0	0	0	0	0
Gm17026	0.09	0.32	0.27	0.53	0.06	0.58
Dthd1	0.09	0	0.01	0	0	0.06
Rnf213	5.42	6.5	11.31	51.4	139.54	123.7
DQ541469	0	0	0	0	0	0
Cdk1	0.27	0.31	0.61	0.48	0.4	0.21
En2	0.1	0.12	0.2	0.12	0.11	0
Lrrc17	0.03	0.21	0.46	0.14	0.32	0.28
DQ706720	0	0	0	0	0	0
Ptgs2	0.74	0.6	0.62	1.97	4.37	3
DQ714646	0	0	0	0	0	0
Tpra1	1.52	1.49	1.86	5.33	9.04	7.61
Gm20750	0.01	0.04	0.09	0.14	0.02	0.07
AK158431	0.25	0.61	1.5	1.41	1.67	1.66
Mir24-1	0	0	0	0	0	0
Abhd11os	0	0.07	0.08	0.15	0	0.17
0610043K17Rik	0	0	0	0.11	0.17	0
Olfr530	0	0.24	0.04	0	0	0
Mir675	0	0	0	0	0	0
Tmem170	0.52	0.21	0.92	0.92	1.18	0.84
Atcayos	0.05	0.13	0.29	0.31	0.27	0.53
DQ725680	0	0	0	0	0	0
DQ719307	0	0	0	0	0	0
Pi4kb	1.25	1.65	2.02	3.56	5.23	4.28
Rab28	3.08	4.51	5.49	6.47	9.64	9.44
Noxa1	0.23	0.18	0.02	0.13	0.39	0.43
Vmn1r219	0	0.04	0	0.18	0	0.28
Adra2b	0.1	0.11	0.09	0.2	0.1	0.15
4833415N18Rik	0.11	0.07	0	0	0.01	0.17
AK042300	0.01	0.07	0.1	0.22	0.17	0.46
Atl1	0	0.11	0.16	0.31	0.91	0.66
Lyplal1	0.28	0.12	0.51	0.4	0.82	0.1
Armc9	0.47	0.9	1.73	1.84	2.43	1.94
Gm2030	0	0	0	0	0	0
Fbxo43	0.04	0.09	0.12	0.16	0.2	0.29
AK089615	0	0	0	0.15	0	0.07
Fam81a	0.07	0.29	0.16	0.29	0.21	0.21
Metap1	1.46	1.46	1.62	4.79	7.94	5.9
Myb	0.62	0.22	2.68	1.3	2.91	2.31
AK216200	0	0	0	0	0	0
AK145129	6.34	18.06	20.71	23.21	34.22	32.2
KY468034	0	0	0	0	0	0
Fuca1	2.37	2.89	3.15	7.78	7.88	7.29
Vmn2r107	0.01	0.04	0	0.04	0	0
Mtap	1.71	2.08	1.47	2.85	3.26	2.83
Col16a1	0.3	0.45	0.8	1.46	6.77	4.71
Ubtfl1	0.01	0.7	0.05	0	0.07	0.07
DQ551727	0	0	0	0	0	0
Snord70	0	0	0	0	0	0
Xpo1	2.38	2.31	2.45	6.81	12.15	10.02
Ahnak	47.17	55.44	64.06	45	100.86	78.99
Hoxa11	0.13	0.08	0.4	0.08	0.1	0.08
Glul	10.53	11.71	11.76	18.23	22.35	25.3
Rbks	0.59	0.21	0.73	2.86	2.9	3.02
Mirlet7b	0	0	0	0	0	0
Mir7218	0	0	0	0	0	0
FJ541162	0	0	0	0	0	0
Cd52	60.93	61.17	53.83	320.79	262.26	251.53
4933402D24Rik	0	0.04	0.1	0.03	0.14	0.04
D16Ertd519e	0	0	0	0	0	0
AK172452	0.02	0.13	0.07	0.03	0	0
Tmem121b	0.02	0.2	0.13	0.13	0.34	0.47
Celrr	0.03	0.08	0.14	0	0	0.06
Snord43	0	0	0	0	0	0
Tsen15	1.22	0.58	1.4	0.97	1.29	1.71
AK033058	0	0	0	0.13	0.2	0.19
2810403A07Rik	1.36	1.23	2.15	6.41	14.51	9.64
Itgal	2.32	2	2.33	15.51	18.62	14.64
Gm11217	0	0.02	0	0.03	0	0.05
AK021383	0.17	0	0	0.31	1.88	1.51
AK085533	0	0	0	0	0	0
AB346318	0.9	1.51	1.37	3.68	6.7	7.46
Recql5	0.57	0.7	0.67	2.11	4.61	3.37
Pik3r4	1.19	0.72	1.36	3.23	5.4	4.55
Ralgps2	0.64	0.65	0.92	1.84	3.59	2.29
BC048080	0.14	0.25	0.43	0.19	0.58	0.7
DQ709135	0	0	0	0	0	0
Atad5	0.17	0.4	0.29	0.76	1.61	1.31
Hnrnpa0	3.9	5.93	4.02	8.19	11.38	10.96
Chil6	0	0.02	0	0.03	0	0
Glrp1	0.08	0.15	0.15	0.39	1.46	1.12
DQ693257	0	0	0	0	0	0
AK135004	0.03	0.2	0.1	0.13	0.3	0.38
Hist1h4j	19.64	21.12	19.47	35.91	45.28	29.41
Vmn1r4	0	0.21	0	0.09	0	0
Fam192a	2.74	2.94	2.4	7.91	11.36	8.93
Olfr1058	0	0.04	0	0.18	0	0.18
Usf1	3.67	5.21	4.04	13.57	15.95	15.18
Scgb2b26	0	0	0	0	0	0
Slc6a20a	0.02	0	0.06	0.05	0.5	0.45
Arid3a	0.44	0.55	0.55	2.41	3.26	2.96
Gm1993	0	0	0	0.08	0	0
Clca3a2	0	0.02	0.02	0.01	0.02	0.06
Socs1	7.67	8.91	6.91	33.39	40.88	36.44
Utp3	1.72	3.53	2.78	5.69	8.4	6.68
AU022252	1.2	0.48	0.82	1.95	3.49	2.23
Nars	4.18	5.76	7.01	13.4	20.47	17.55
Muc19	0.1	0.33	0.44	0.21	0.22	0.34
BC100532	0	0	1.45	0	0	0
Sult2a4	0	0	0.04	0	0	0
Cdca3	0.69	0.73	0.99	1.21	1.21	0.76
Olfr46	0.15	0.32	0	0.05	0	0
DQ697067	0	0	0	0	0	0
Il1a	3.4	2.9	2.81	5.33	6.48	4.53
Msmo1	1.41	1.01	1.2	3.72	6.78	6.52
Tcf23	0.02	0.1	0.11	0.12	0.04	0.14
Bmp5	0.78	0.83	1.42	1.97	5.92	3.75
Slc27a1	0.55	0.74	0.8	3.18	4.39	5.31
DQ725650	0	0	0	0	0	0
DQ720439	0	0	0	0	0	0
Mir1306	0	0	0	0	0	0
Cntn4	0.19	0.05	0.2	0.13	0.32	0.15
Myom2	0.09	0.12	0.3	0.16	0.51	0.37
Srgn	41.02	42.54	33.74	195.66	227.9	199.48
AK016413	0	0	0	0.45	0	0
Fam109b	0.82	0.65	0.15	0.61	0.73	0.5
DQ724305	0	0	0	0	0	0
Zfp967	0.62	0.74	0.96	0.9	3.24	2.56
Spopl	0.88	1.21	0.59	1.6	4.9	2.88
Gtf2a1	2.31	3.47	2.72	5.31	7.55	6.69
Gphn	0.66	0.94	1.18	1.98	5.56	3.45
Nlrp2	0	0.05	0.01	0.12	0.02	0
Dusp21	0.14	0	0	0.14	0	0
DQ544361	0	0	0	0	0	0
Akt2	4.95	6.94	7.05	15.01	19.28	16.54
Mab21l3	0.2	0.29	0.36	0.45	0.49	0.52
DQ700006	0	0	0	0	0	0
AB124611	3.11	3.79	3.34	26.06	18.45	18.19
DQ540716	0	0	0	0	0	0
4933416I08Rik	0	0	0	0	0	0
Bet1	1.49	2.03	1.46	2.96	4.7	3.91
Lalba	0	0	0	0.17	0.13	0
X02934	0	0	0	0	0	0
Olfr1100	0	0	0.12	0	0	0
4930503L19Rik	1.09	0.52	0.88	2.91	8.54	6.24
Cenpw	1.74	3.41	4.5	6.82	8.12	10.5
Bex1	0.56	0.36	0.33	0.43	0.52	0.34
Tmem126b	2.15	2.77	3	1.85	2.98	2.09
AK154966	0.06	0.11	0.1	0.29	0.62	0.51
Fmnl3	2.4	4	4.28	5.7	9.72	7.09
Pde7b	1.53	1.77	2.39	5.72	4.56	6.82
Chrd	0.02	0.02	0.13	0.07	0.09	0.38
DQ699740	0.13	0.21	0.15	0.29	0.64	0.7
Gm38403	0	0.03	0.09	0	0.07	0.13
DQ703017	0	0	0	0	0	0
Z86032	0	0	0	0	0	0
Lrg1	6.47	3.82	5.2	15.4	27.86	25.73
Tmem74b	0.07	0.16	0.05	0.17	0.42	0.14
Mvk	1.23	2.01	1.53	2.5	4.96	3.35
Pfn3	0.05	0.09	0.5	0.41	0	0.42
AK083606	0.12	0	0.02	0.03	0.34	0.17
AK137448	0.44	0.24	0.19	1.39	1.33	1.18
Gm5728	0	0	0	0	0	0
AB340047	0	0	0	0	0	0
KY468240	0	0	0	0	0	0
Dnaja4	0.84	0.93	0.92	1.25	2.57	3.17
Car12	0.03	0.22	0.1	0.13	0.25	0.25
Mir1948	0	0	0	0	0	0
Tmtc1	0.92	1.49	1.65	1.68	5.86	5.09
Epha4	0.32	0.35	0.42	0.45	1.78	1.4
Aifm2	0.38	0.51	0.94	1.34	1.49	1.06
Bop1	1.7	2.01	1.67	6.43	8.35	6.21
Tgfbr1	2.34	2.63	1.98	5.94	10.91	9.61
Nol7	3.16	3.66	2.25	8.19	8.95	6.67
DQ712928	0	0	0	0	0	0
Smad5	3.71	2.79	4.75	7.3	12.73	8.98
Speer4cos	1.61	3.75	2.88	1.82	0.52	1.62
AK017010	0	0	0.05	0	0	0.07
Gm5166	0	0.08	0.23	0	0	0
Rce1	0.84	1.02	1.28	3.08	5.82	3.32
Defb30	0	0.04	0.16	0	0	0.26
Nt5dc1	1.01	1.62	0.71	2.69	4.88	4.2
DQ549221	0	0	0	0	0	0
Best3	0.18	0.21	0.48	0.16	0.4	0.45
1700047G03Rik	0	0.41	0	0.07	0	0
Trbv1	0	0	0.14	0.59	0.93	0.89
Prpf4	0.36	0.56	0.62	1.38	2.34	1.26
Tslp	0.49	0.12	0.17	0.1	0.3	0.89
4921511M17Rik	0	0.56	0.24	0	0	0.18
Gm5124	0.34	0.02	0.27	0.23	0.12	0.04
Capns1	32.43	33.63	35.88	85.82	100.61	92.37
Themis2	6.75	8.29	6.53	65.53	55.69	62.6
Map2	0.43	0.7	0.68	0.92	2.27	1.77
Gm10421	0	0	0	0	0	0
A430105I19Rik	1.06	0.93	0.97	1.79	5.31	3.47
AB348327	0	0	0	0	0	0
DQ700069	0	0	0	0	0	0
Taar7d	0.06	0.03	0.04	0	0	0
Olfr787	0	0	0	0	0	0
AB341019	0	0	0	0	0	0
Mir6394	0	0	0	0	0	0
Slc10a3	0.26	0.85	1.08	2.44	2.27	1.65
BC030469	0.04	0.07	0.21	0.08	0	0.06
Zfp729a	0.53	0.64	0.51	0.89	2.01	1.68
St3gal2	1.46	2.18	2.49	4.77	8.54	5.45
Tnnt2	3.51	3.87	2.41	4.3	24.92	16.23
DQ723660	0	0	0	0	0	0
Sema4g	0.08	0.21	0.18	0.23	0.68	0.45
Sbpl	0.02	0.21	0.14	0	0	0.2
Gucy2g	0.02	0	0.06	0.03	0.08	0.04
Tbc1d31	0.48	0.38	0.54	1.34	1.24	1.07
DQ708892	0	0	0	0	0	0
Gatad1	3.15	3.97	4.54	6.41	8.7	7.88
Rims2	0.15	0.12	0.37	0.24	0.78	0.95
Sult2a5	0	0	0	0	0	0
Gzmn	0	0	0	0.06	0	0
Cryba1	0.22	0	0	0	0.15	0.74
St6gal2	0.05	0.08	0.06	0.08	0.18	0
Ppp2r1b	1.62	2.16	2.57	4.46	5.49	4.56
DQ685120	0	0	0	0	0	0
Nup88	1.3	1.22	1.91	4.85	7.21	6.77
Ugt2b36	0.06	0.05	0.13	0.29	0.17	0.08
Upf1	2.16	2.88	3.54	8.52	12.84	11.13
1810020O05Rik	0.1	0	0.08	0.32	0.5	0.25
Rhox2f	0	0	0	0.23	0.24	0.15
Slc9a1	1.26	1.08	1.63	6.66	11.57	9.67
DQ552397	0	0	0	0	0	0
Grin3b	0.01	0	0.02	0.21	0.2	0.27
DQ696105	0	0	0	0	0	0
AK144120	0.02	0.08	0.08	0.06	0.37	0.28
5430402E10Rik	0	0	0	0	0	0
NM_001145878	0.03	0.02	0.21	0.3	0.11	0.17
Rnase9	0.05	0.03	0.03	0.23	0	0.07
6030419C18Rik	0.48	0.71	0.41	0.73	1.36	1.28
Phox2a	0.07	0.18	0.29	0.06	0.05	0.1
DQ544175	0	0	0	0	0	0
Got1	1.08	1.52	1.65	3.49	4.69	3.1
Fam189b	0.52	0.28	0.5	1.57	1.88	1.7
Rnf111	1.99	1.98	2.13	7.74	14.46	12.54
Hikeshi	3.35	3.21	4.04	7.11	6.55	5.28
Zfp114	0.14	0.1	0.24	0.03	0.35	0.12
Snhg18	1.39	1.23	2.39	1.1	3.81	2.18
Bud23	2.55	1.37	1.63	4.71	6.4	4.96
DQ567485	0	0	0	0	0	0
Snhg6	0.51	0	0	0.21	0	0.31
Fam111a	1.1	1.28	1.62	4.57	5.61	4.46
Dcdc2a	0.09	0.23	0.13	0.15	0.1	0.19
Tns2	5.19	5.54	8.68	9.6	22.72	21.14
Cyp4f13	0.48	0.51	0.27	1.21	3.76	2.96
AK009869	0	0.18	0	0.14	0	0
Gm3286	0	0.05	0	0	0.09	0.12
1700110I07Rik	0.26	0.11	0.12	0	0	0.13
1700108J01Rik	0	0	0	0	0	0
Mindy1	2.07	2.16	2.35	4.76	10.33	9.47
Srrm2	7.93	7.85	9.9	35.47	96.78	76.87
Ifna14	0.05	0.24	0	0.12	0	0
Tbl3	0.46	1.02	0.94	1.59	2.4	1.94
Med22	1.25	2.02	1.43	3.61	5.42	4.65
AK037056	0.12	0.21	0.17	0.05	0.05	0.12
KY467975	0	0	0	0.18	0	0
