Gene	GSM4559630_Control1_1	GSM4559631_Control2_1	GSM4559632_Control3_1	GSM4559633_Ad5-hACE2-transduced1_1	GSM4559634_Ad5-hACE2-transduced2_1	GSM4559635_Ad5-hACE2-transduced3_1
Use1	302	161	191	137	128	120
Ptn	14	14	4	4	4	2
Txnrd1	573	372	300	605	534	413
Dyrk4	2	0	8	7	7	3
Mblac2	35	32	23	32	48	46
DQ713505	0	0	0	0	0	0
Ric8b	157	87	99	134	159	128
Mir8114	0	0	0	0	0	0
Gm11562	7	3	4	0	0	3
Aldh16a1	157	118	109	154	149	125
Sertad4	19	25	28	24	32	27
DQ555550	0	0	0	0	0	0
Efs	90	75	54	44	68	57
Dgat1	62	40	40	72	91	62
Tcstv3	1	2	0	1	0	0
Mir8110	0	0	0	0	0	0
Il10	0	3	10	37	31	27
AU016765	1	0	0	1	0	0
Macc1	33	23	40	30	55	38
AI593442	26	24	29	5	8	2
AK054420	7	9	16	12	9	5
E030003E18Rik	14	0	9	3	5	5
Rdh16f2	0	1	1	3	0	1
Gm30173	9	1	0	0	0	0
S100a6	257	213	127	168	148	130
Cdk12	770	483	573	1079	1497	1294
AK050953	3	6	5	9	99	107
Gm20362	36	74	79	61	59	52
AK172630	2	2	6	5	0	9
Pusl1	32	3	30	28	43	24
Zfp36l2	2305	1706	1300	2512	1615	1477
Tmprss11b	0	0	0	1	0	0
Ifna11	0	0	0	0	0	0
9130023H24Rik	137	47	45	82	79	66
Olfr649	0	1	11	2	0	1
Usp22	577	444	382	574	588	460
Gm13580	0	0	0	0	0	0
Eps8l2	195	129	166	181	286	260
DQ710202	0	0	0	0	0	0
Tfpi	79	33	131	79	185	132
AK035482	0	14	6	4	14	8
Ubap2l	1350	658	946	1719	1435	1404
AK163662	2	3	0	2	13	12
Kbtbd7	117	211	138	214	176	189
Ndufv3	291	176	173	254	171	142
Nup107	149	61	91	99	78	66
DQ717835	0	0	0	0	0	0
Slc7a9	9	7	4	5	0	2
B930059L03Rik	6	8	18	9	7	4
Mir7648	0	0	0	0	0	0
Arl6	58	33	5	36	33	19
AK081357	3	7	16	9	8	1
Gm13582	7	9	1	4	4	8
Sycp2	27	10	20	5	20	31
4930486L24Rik	53	31	8	16	17	13
AB350709	0	0	0	0	0	0
Phc1	256	153	119	190	187	144
Stradb	93	53	64	100	71	61
Olfr1162	0	1	3	0	1	1
Olfr1449	0	0	1	0	0	1
Pcdhb18	33	16	18	30	51	45
1700030K09Rik	14	21	34	37	43	36
AK051008	8	8	8	11	12	9
Rnf113a1	15	9	24	11	10	11
Mir5615-1	0	0	0	0	0	0
Dtnb	308	291	331	481	335	411
X93051	0	0	0	0	0	0
4930590J08Rik	7	1	5	0	3	5
KY467450	3630	2221	2355	4423	6094	4704
Mir6981	0	0	0	0	0	0
Etnk1	1213	812	631	1741	3140	2567
1700001C02Rik	17	3	4	12	6	2
AK011498	40	11	13	19	26	22
DQ704223	0	0	0	0	0	0
DQ696335	0	0	0	0	0	0
DQ698861	0	0	0	0	0	0
Map3k21	19	14	15	15	4	11
Ptgfrn	990	861	991	845	1550	1235
AI450353	3	0	3	7	11	5
Xlr3c	0	9	7	1	5	0
Cyp2j12	4	0	0	0	0	0
Fbxw15	1	0	0	0	0	0
Mrto4	39	35	36	48	30	32
Ddx3y	0	0	1	1	0	0
Ffar3	2	0	7	7	3	1
Ick	606	371	358	362	380	305
Ankrd23	28	3	23	38	57	65
Prpf19	655	361	364	424	312	286
DQ541070	0	0	0	0	0	0
AK141706	7	20	11	13	14	15
DQ703181	0	0	0	0	0	0
AK042619	6	12	0	29	73	48
KY468058	0	0	0	2	0	2
Slc37a4	44	34	61	45	54	48
Gm2381	2	30	14	10	2	1
6430710C18Rik	0	3	1	0	0	2
Mir1931	0	0	0	0	0	0
AK169482	9	12	0	4	7	4
AB337379	0	0	0	0	0	0
Kcne3	10	2	4	2	3	2
Yae1d1	224	137	70	108	165	138
DQ720398	0	0	0	0	0	0
Klhl12	154	99	46	72	124	68
Kis2	10	8	3	1	0	0
AB343258	0	0	0	0	0	0
Rnpc3	106	78	74	165	278	238
Fbxo41	13	25	37	10	1	10
Olfr1090	1	0	0	0	0	0
Mir5617	0	0	0	0	0	0
1700001F09Rik	0	0	2	0	0	0
H2-M1	0	1	0	1	0	0
Trbv2	22	0	0	17	3	3
Lman1	288	170	159	313	396	264
Cdh23	32	47	27	19	22	14
Bank1	154	62	57	222	175	134
Ormdl1	50	20	48	128	81	71
Ezh1	392	331	283	508	540	508
Bbc3	31	24	40	50	44	48
Ankrd36	6	2	3	5	4	1
DQ712276	0	0	0	0	0	0
4930441J16Rik	0	0	0	0	0	1
Rerg	30	30	32	10	26	22
Myh7b	8	10	14	4	1	3
AK085760	15	13	27	52	164	156
Cep63	82	86	54	77	111	93
DQ725849	0	0	0	0	0	0
Eea1	705	484	438	581	831	725
DQ707869	0	0	0	0	0	0
Zmynd8	953	542	703	1014	1033	928
Bcs1l	59	39	55	47	40	41
Gm8624	1	0	3	0	0	1
DQ558508	0	0	0	0	0	0
Stk38	704	398	362	867	858	749
Olfr654	0	0	1	0	2	2
Pcnp	846	686	731	394	623	544
Cep295	265	116	89	286	356	332
Mir7092	0	0	0	0	0	0
DQ546816	0	0	0	0	0	0
Scn2b	30	31	42	45	13	28
AK087181	18	4	20	17	16	10
Lcn5	0	0	0	1	0	0
4921536K21Rik	19	9	31	5	5	13
C1ra	793	417	509	1119	1526	1033
Ska2	47	74	88	107	131	107
Ddah2	181	141	169	92	90	85
Vmn2r88	0	11	12	1	0	1
AK043702	27	24	26	16	11	22
DQ561454	0	0	0	0	0	0
9030612E09Rik	14	5	12	6	3	3
Olfr215	3	7	7	1	0	0
Syt13	11	8	8	5	1	5
Ccdc114	6	27	31	19	32	51
Mir8101	0	0	0	0	0	0
BC048507	3	0	0	0	0	0
Mup20	0	0	1	2	0	0
Cuedc1	255	179	188	160	284	202
Emc2	311	163	133	159	165	121
Prm1	1	0	0	9	3	4
Gm21859	3	15	1	3	5	1
Nol3	175	81	94	79	80	58
Frmd8	368	237	230	464	452	366
Unc13b	223	161	230	155	378	381
Mir1971	0	0	0	0	0	0
Svs4	0	0	3	0	0	0
Lrmda	32	19	16	35	54	32
Mpped1	1	5	8	5	0	2
Gm5148	12	39	0	17	14	16
Phtf1os	28	5	2	12	21	57
Pcgf6	21	14	24	37	56	58
Anxa5	2537	1675	1479	1684	1348	1290
Tmem251	61	53	46	46	49	59
AK009977	0	13	11	11	11	13
Ero1lb	133	142	104	212	251	216
DQ545996	0	0	0	0	0	0
AB337572	0	0	0	0	0	0
AK153770	4	13	0	5	2	2
Srpk1	225	128	164	275	290	220
Olfr1360	2	4	0	1	3	2
Gm10436	5	1	6	1	2	0
Slc1a7	4	11	9	9	2	4
Slc4a5	65	47	44	54	138	142
Picalm	2738	1757	1536	3624	3187	2682
BC095938	0	1	3	3	16	13
Fcer1g	560	368	214	1439	837	867
Gspt1	979	652	623	754	743	587
Adam17	386	257	233	516	535	362
DQ689883	0	0	0	0	0	0
Hist1h2ae	231	94	29	58	38	30
H60b	22	5	2	24	31	31
Olfr735	1	4	0	1	0	0
AK135744	776	1343	1206	1342	1193	1229
Parp2	43	38	55	134	128	123
Atn1	642	507	451	842	826	755
DQ552245	0	0	0	0	0	0
Acd	181	106	168	186	184	151
Ddx27	180	119	165	241	194	146
Rpl32	1138	738	601	768	512	360
Nr2e1	13	18	6	4	2	2
Helq	59	38	54	60	79	59
Trav14-1	0	2	0	1	3	3
4921509O07Rik	1	2	4	0	0	1
Mir6961	0	0	0	0	0	0
Fam83a	5	6	7	11	9	3
0610010B08Rik	65	32	75	31	49	66
Vmn1r36	0	0	3	0	0	0
Zfp942	47	54	51	70	83	69
DQ710007	0	0	0	0	0	0
Mrnip	11	6	18	15	14	5
Zkscan6	81	34	43	127	113	90
4930428E07Rik	0	0	0	0	0	0
Mrpl52	219	185	191	250	141	118
Gm17751	0	0	0	0	4	3
Mir484	0	0	0	0	0	0
AK082901	3	5	2	7	17	13
Pbk	24	45	24	21	16	14
Aipl1	1	3	4	2	1	3
Nepn	0	2	4	3	0	1
Hist1h3c	249	218	212	180	146	102
Tmco3	98	106	80	129	169	132
Mcm10	30	32	44	49	50	47
AK133808	5	1	3	2	10	6
Trim6	13	14	46	46	82	57
Gm12657	90	21	19	32	59	35
Grxcr1	0	0	3	1	0	2
DQ564503	0	0	0	0	0	0
KY468039	10	5	0	3	3	5
A930004D18Rik	70	39	26	12	16	3
Eml6	53	44	35	39	39	38
Mir669a-1	0	0	0	0	0	0
Atxn2l	670	475	451	1240	1318	1105
AK209947	0	0	15	12	7	2
Plbd1	247	149	153	303	222	124
Gas8	106	49	89	73	71	68
Gm13546	9	4	5	3	7	2
1700066O22Rik	0	0	0	1	0	0
Card19	126	132	73	169	142	93
DQ715167	0	0	0	0	0	0
Olfr919	1	3	3	4	0	0
AB347122	0	0	0	0	0	0
FJ541145	0	0	0	0	0	0
1110034G24Rik	24	23	21	23	24	28
AK043844	23	10	20	100	264	245
DQ694251	0	0	0	0	0	0
AK047804	14	3	3	10	4	2
Mapk12	219	188	271	324	275	292
Gm6812	0	0	0	0	0	0
Gm21304	0	0	4	0	0	0
Gm5914	1	0	1	3	4	2
1700124L16Rik	0	0	1	0	0	0
Fance	55	55	44	45	68	50
Syap1	409	261	259	360	298	216
Pcdh7	95	74	89	76	174	98
Chrnb1	41	21	22	48	117	75
Scube3	18	11	4	20	24	15
Efcab10	0	1	4	1	0	3
Olfr572	1	0	0	0	0	0
Tmem51os1	12	2	5	4	11	5
AK084237	1	2	9	0	4	1
BC057381	61	22	40	36	77	72
Mir568	0	0	0	0	0	0
Abcb6	36	40	25	23	33	24
Pah	15	13	15	6	7	4
Pik3cb	560	415	289	387	400	363
Cpped1	202	135	126	136	158	106
JX520688	0	2	0	3	3	0
Ccdc107	42	44	16	38	51	28
DQ553121	0	0	0	0	0	0
Mark1	67	48	49	36	91	66
DQ555372	0	0	0	0	0	0
Nars2	51	54	21	33	57	39
Gm1966	259	142	153	876	749	628
Npc1l1	14	13	19	4	7	13
Slc12a2	414	200	257	313	932	654
Rasef	46	52	32	55	73	67
Gm12018	46	40	41	67	45	73
Rpl18a	3612	2501	1992	2542	1985	1631
DQ697615	0	0	0	0	0	0
Defb14	0	0	0	0	0	0
DQ686988	0	0	0	0	0	0
Inpp5j	12	5	21	78	40	34
Fam160a2	126	114	180	152	226	194
Adam5	7	13	1	3	2	2
Fbn2	11	8	31	14	28	20
Mir6375	0	0	0	0	0	0
DQ569753	0	0	0	0	0	0
Gm6416	0	1	2	1	0	0
DQ718626	0	0	0	0	0	0
B4galt2	49	55	61	38	43	30
AK020588	0	9	9	4	1	8
Zfp697	362	532	538	569	476	531
D630041G03Rik	5	24	29	15	23	15
DQ706688	0	0	0	0	0	0
Vmn1r42	0	2	3	1	1	2
Kcne4	8	19	29	19	27	14
Atp10a	201	137	121	440	508	375
AB339928	0	0	0	0	0	0
Ubr7	168	139	173	142	180	136
Pnrc1	1475	1017	936	765	630	588
Grxcr2	0	9	1	0	1	0
Hnrnpu	2658	1977	1569	2293	2548	2100
Map4k1	269	113	185	390	312	267
AK035514	8	4	3	3	5	2
5730480H06Rik	12	5	1	8	20	18
3425401B19Rik	76	39	27	33	30	28
Sat2	2	5	1	6	6	2
Tead2	158	159	116	103	111	105
Ampd3	214	143	184	417	289	224
Slc22a5	114	63	58	81	125	107
Heatr3	156	149	131	138	139	113
Sult1e1	1	4	7	2	1	3
AK029170	161	148	152	312	699	450
Esco1	365	175	202	268	385	290
Slc22a12	12	3	7	1	0	2
Prdm8	39	46	38	38	23	35
Rbp7	3	0	1	2	0	3
DQ720706	0	0	0	0	0	0
AK034456	5	5	1	10	8	12
Mpped2	25	22	23	30	24	11
Cfap77	3	4	2	16	4	5
DQ723845	0	0	0	0	0	0
3010003L21Rik	15	24	13	12	13	22
Ighg1	5	6	14	7	4	8
Ccz1	396	182	200	330	258	186
Basp1	306	247	159	603	301	300
Olfr1261	0	4	1	3	0	1
Ttc14	208	131	134	332	737	579
Scn11a	3	8	11	7	1	5
5830418P13Rik	0	1	1	1	3	4
Prrx1	381	212	266	173	174	165
Pak3	6	21	29	3	7	5
Fip1l1	277	207	224	300	327	280
Riox2	44	41	28	88	97	41
AK140592	2	5	12	3	31	15
Mad2l1bp	73	23	40	43	54	50
DQ540623	0	0	0	0	0	0
Mfsd13a	31	47	31	51	65	52
Olfr399	0	0	0	2	0	0
Rxfp2	1	7	14	4	1	3
FJ541171	0	0	0	0	0	0
Klhl20	607	591	641	879	985	1029
Mir1968	0	0	0	0	0	0
Rspo4	15	15	37	18	11	16
AK217388	0	0	0	0	0	0
Zcchc11	572	322	376	743	843	729
AK017048	0	0	6	2	1	0
AK039589	0	0	8	0	0	0
Phlda3	285	176	156	145	128	118
KY467607	0	3	1	5	1	2
BC034090	54	36	18	19	70	46
Epb41l4a	99	83	76	116	116	138
Acvr1b	164	79	108	174	316	218
Olfr1339	0	0	8	3	1	0
Prpmp5	8	5	2	1	1	0
Mir181b-2	0	0	0	0	0	0
Aph1c	17	44	30	38	48	25
DQ717479	0	0	0	0	0	0
Gpa33	11	6	18	8	3	7
AK086005	0	0	0	0	0	0
AB251227	0	0	0	0	0	0
Defa33	40	0	33	9	9	0
Mir6915	0	0	0	0	0	0
Mindy3	215	140	206	323	337	245
Qrich2	0	0	0	2	0	0
Apol7d	2	0	3	2	2	2
Pdrg1	138	119	128	123	106	89
Mir375	0	0	0	0	0	0
DQ689729	0	0	0	0	0	0
Grip2	2	12	13	13	17	9
AB347889	0	0	0	0	0	0
Olfr891	0	11	4	0	0	0
1700037H04Rik	58	58	40	69	55	36
AK018565	0	18	9	6	10	21
AB344718	0	0	0	0	0	0
FJ040209	0	0	0	0	0	0
Borcs5	30	33	40	49	32	35
Cyp3a13	4	5	7	1	4	7
Oas1d	0	0	0	0	0	0
Gfm1	227	135	184	255	223	184
Cobll1	502	301	328	304	376	325
Lrrc20	121	67	88	72	55	46
DQ552163	0	0	0	0	0	0
Snord69	0	0	0	0	0	0
Gzmb	62	78	67	1092	736	588
DQ703205	0	0	0	0	0	0
Clasp2	625	429	439	565	761	555
Shisa6	24	24	36	16	22	24
Ghdc	28	21	15	28	62	45
Ago4	133	93	83	97	154	123
Prkar1a	2483	1680	1464	1945	1970	1834
Gm10681	1	16	4	4	6	4
Gm38404	12	1	4	5	0	4
DQ724343	0	0	0	0	0	0
AK164404	15	18	19	22	20	18
Otop3	1	8	7	9	2	1
Cilp	14	23	6	16	9	13
Ldb3	28	14	28	11	34	29
Olfr384	3	3	0	3	0	2
Ormdl2	86	88	73	145	149	93
Hnrnpa2b1	1308	826	720	991	1393	1044
Spag1	13	2	5	27	25	24
Pde8b	434	252	259	113	272	170
AK031861	0	5	8	0	0	0
X56720	3	3	3	4	2	2
Vmn2r15	0	2	2	4	1	1
AK192827	0	3	10	0	0	0
Olfr683	0	5	0	0	0	0
6820426E19Rik	2	21	2	5	1	0
Orc6	62	40	44	52	40	37
DQ699139	0	0	0	0	0	0
Angpt1	293	268	205	121	314	272
Crnn	5	0	5	7	2	1
Ifi44l	180	231	109	577	441	415
Park7	203	151	120	117	57	72
Zfp458	44	8	8	87	100	61
AK007605	0	14	2	10	17	10
Olfr609	0	6	8	3	0	1
Mir137	0	0	0	0	0	0
Dnajc15	60	31	30	36	28	31
Itga11	19	7	26	7	9	11
Olfr347	1	0	4	1	2	1
Vmn2r19	2	11	9	3	1	1
Zfyve27	97	93	63	180	273	255
Taar2	5	4	1	3	2	0
AK019420	167	136	139	120	198	139
Gm3414	60	73	44	60	99	87
Gm3383	19	20	22	5	13	8
Olfr1076	0	1	0	1	0	0
Ptk6	1	6	0	4	6	6
Nr2c2ap	40	31	22	66	52	43
DQ692484	0	0	0	0	0	0
Inpp5f	236	168	137	222	248	209
DQ562927	0	0	0	0	0	0
C1qtnf3	19	21	17	13	17	7
Tmem200b	26	29	12	11	20	17
Syncrip	1122	675	606	607	737	601
1700123L14Rik	14	2	11	2	14	6
Olfr1145	0	0	4	1	0	0
DQ714587	0	0	0	0	0	0
AK157346	6	0	3	49	52	52
Guca1a	13	8	15	17	17	9
Ms4a1	101	57	56	197	155	108
DQ542298	0	0	0	0	0	0
Gm10680	7	1	4	0	0	0
Npy6r	9	2	2	5	0	0
DQ723238	0	0	0	0	0	0
4931420L22Rik	0	1	0	0	0	0
DQ723273	0	0	0	0	0	0
Zfp579	87	51	69	88	217	183
Tmem123	1709	964	876	1573	1413	1293
Dnajc2	210	133	109	242	186	150
1700010D01Rik	0	2	0	0	0	0
Rps6ka1	671	479	464	916	556	600
Olfr24	1	2	5	1	1	0
Tada3	170	84	76	195	158	160
Tceal9	447	372	255	351	339	322
DQ712120	0	0	0	0	0	0
Csf3	0	9	1	5	15	8
Dennd4b	302	135	225	582	535	495
BC048519	0	0	3	0	0	0
Khdrbs2	3	15	4	3	7	9
Foxl1	74	51	34	28	8	12
AK136146	21	66	43	43	8	22
AK036897	226	137	69	733	477	469
Kl	45	35	64	69	24	43
Il9r	0	2	15	10	10	9
Zfp87	39	59	54	106	81	46
Mir5128	0	0	0	0	0	0
DQ694250	0	0	0	0	0	0
AK037556	0	4	5	0	1	0
Taf9b	143	140	82	121	125	116
Jtb	68	46	37	40	53	37
Olfr1140	2	2	3	1	0	0
Vmn1r40	0	0	0	0	0	1
Gbp5	1987	1513	1427	4461	4183	3685
AK076852	0	0	0	0	1	0
Limk2	262	174	196	282	390	372
Ube2j2	330	149	160	298	230	226
2310061I04Rik	120	78	95	88	95	72
Btd	89	30	57	79	103	65
Psg21	2	2	8	4	2	0
4930515L19Rik	0	2	0	0	0	0
AB335323	0	0	0	0	0	0
Serpina3k	0	0	0	0	0	0
DQ706101	0	0	0	0	0	0
Impdh1	808	511	434	365	392	281
Rhox5	6	3	6	7	0	1
Ccdc34os	0	0	3	2	0	1
Mvd	115	73	61	64	58	60
Pou5f1	3	2	1	5	1	3
Ms4a13	0	3	0	0	0	0
BC115444	0	0	0	0	0	0
Gga1	657	302	453	703	572	539
BC038927	10	22	21	49	22	39
Smc4	376	294	251	444	504	356
4930567H12Rik	2	0	0	2	1	1
Grk3	476	248	341	681	870	744
Rnd1	71	43	33	87	93	73
AK012891	0	7	5	6	8	9
Prkacb	1024	612	751	768	737	691
Fam161a	43	31	17	32	66	78
Slc45a4	96	91	94	143	217	165
Gata2	525	550	422	475	497	401
AK086087	23	11	22	9	7	12
Ly6c1	2163	1708	1905	9516	7369	6565
Osbpl6	143	102	90	87	246	200
Adgrf4	0	5	6	5	3	1
Uba7	694	426	567	1936	2653	2286
DQ714171	0	0	0	0	0	0
Gm9159	144	279	321	458	148	277
DQ711529	0	0	0	0	0	0
Olfr1391	0	2	0	1	0	2
AW551984	25	33	34	16	0	9
AK035651	16	10	9	12	21	14
Ubl4a	160	134	115	93	94	90
Gm16157	0	4	2	1	0	1
Rbm5	342	194	260	501	1041	718
DQ696325	0	0	0	0	0	0
A630076J17Rik	5	0	1	2	0	0
AK158452	6	1	6	4	37	10
DQ713554	0	0	0	0	0	0
Nlgn1	8	12	3	4	5	1
Prdm10	79	57	65	96	90	84
AB336370	0	0	0	0	0	0
4933407I05Rik	1	0	0	2	2	0
Arl15	773	399	422	340	452	389
DQ685054	0	0	0	0	0	0
Taar8b	3	1	0	3	0	2
Trib1	598	370	347	781	784	699
Gnptg	62	50	45	120	119	89
AK189810	0	0	0	0	0	0
Ptgs2os2	31	15	2	8	9	7
Ceacam1	351	240	247	894	757	557
BC049922	0	9	0	0	3	6
Stx19	0	7	5	9	11	8
AK051654	8	22	34	45	47	56
DQ567675	0	0	0	0	0	0
Utp18	69	93	70	90	62	51
DQ556638	0	0	0	0	0	0
AK043157	12	7	3	9	9	5
DQ565508	0	0	0	0	0	0
Pias2	544	305	315	290	396	334
1700065J18Rik	0	0	0	0	0	0
Opalin	1	0	2	0	1	0
Polr3a	116	96	70	189	269	209
Wdr76	196	126	91	139	203	116
1700025F22Rik	0	0	0	0	0	0
Pkp3	96	51	45	69	87	54
DQ698619	0	0	0	0	0	0
Scgb1b2	0	0	0	0	0	0
Ifnl2	4	0	0	1	8	6
Flna	11594	6975	7151	7696	6892	5020
Slc22a1	8	3	6	4	0	2
Cox7b	494	282	226	364	144	187
1700030F04Rik	0	0	0	0	0	0
F2rl3	3	9	5	8	4	5
Zfp551	39	13	7	13	6	7
Mnd1	16	0	4	0	4	1
9530068E07Rik	926	547	488	1029	1391	1097
Patj	458	259	212	202	500	422
4930486F22Rik	3	0	0	0	0	0
DQ727057	0	0	0	0	0	0
Tigd3	6	30	18	6	9	9
DQ705171	0	0	0	0	0	0
Vstm4	54	57	60	53	123	65
Mir133a-2	0	0	0	0	0	0
Ache	40	28	27	4	24	6
Fpr1	81	27	32	184	101	104
Aqp7	25	22	25	66	24	27
DQ704580	0	0	0	0	0	0
Cfap97	209	192	124	122	161	153
Gzmd	0	0	0	0	0	1
Mir19b-2	0	0	0	0	0	0
Snord82	0	0	0	0	0	0
Slc2a4	20	15	25	14	10	14
Trip6	118	69	118	82	126	66
4931409K22Rik	2	4	4	7	1	1
Sox1	9	14	23	10	3	6
Gm867	26	17	26	19	30	22
DQ552147	0	0	0	0	0	0
Bcl2l15	1	13	2	3	1	2
Kdm5c	1172	614	587	1409	1606	1368
Rab17	3	2	7	7	0	2
Olfr339	0	0	2	0	1	0
AK162765	0	8	4	8	2	3
Hyls1	25	23	14	39	31	16
Fzd9	9	17	4	4	4	5
Mief1	177	251	225	334	339	293
DQ720840	0	0	0	0	0	0
Pfkfb2	238	238	187	394	708	650
2310033P09Rik	125	69	73	86	79	95
Med16	298	287	443	662	351	451
Ftsj3	136	93	41	127	150	111
Neurog3	2	12	4	7	0	7
Mir1952	0	0	0	0	0	0
Rcan2	188	123	90	50	53	32
Krtap19-1	0	0	0	0	0	0
Trim32	71	85	50	71	76	74
Olfr316	0	6	2	5	0	1
Nid1	1060	946	924	1810	3645	2284
DQ560448	0	0	0	0	0	0
DQ715457	0	0	0	0	0	0
Mir330	0	0	0	0	0	0
Rhobtb3	116	107	99	43	45	51
Dpf3	22	6	8	10	1	4
DQ717010	0	0	0	0	0	0
AK197603	2	1	1	0	4	0
Tmem214	246	136	150	275	294	240
Nrf1	108	78	99	131	218	142
Ranbp2	1873	1204	1076	1939	2691	2001
Runx2	243	148	159	553	430	354
Spred2	543	481	411	454	463	377
Vmn2r106	3	7	6	3	0	1
Snord34	0	0	0	0	0	0
Olfr1283	4	0	5	1	2	0
DQ721320	0	0	0	0	0	0
DQ687503	0	0	0	0	0	0
DQ702868	0	0	0	0	0	0
Chil5	1	12	9	1	2	0
1700041M19Rik	4	2	3	6	0	0
Camk1g	15	3	5	9	5	1
Olfr860	0	7	3	0	0	1
DQ547719	0	0	0	0	0	0
DQ544285	0	0	0	0	0	0
Ackr2	205	98	175	219	403	262
Antxr1	1179	775	898	795	1465	827
Scn10a	5	39	8	6	8	11
Mir3098	0	0	0	0	0	0
AK038037	15	1	10	8	4	1
Tmem237	42	61	19	33	56	33
BC094052	8	17	20	41	56	64
DQ696865	0	0	0	0	0	0
Gkn2	1	0	0	0	0	0
AK028583	127	36	37	42	94	89
Pmepa1	769	641	381	589	468	407
Rom1	15	30	23	32	21	17
Slc10a5	5	15	26	13	8	17
Dguok	142	114	108	143	132	93
Gm17634	3	5	8	3	0	0
AK155468	0	0	0	2	0	0
Lonp1	260	159	181	207	265	204
Mir493	0	0	0	0	0	0
DQ685618	0	0	0	0	0	0
AK162833	5	7	0	3	1	5
Slc7a7	122	79	57	201	168	124
Olfr1089	0	3	0	1	0	0
Poc1a	39	4	49	24	15	15
Cyp2u1	9	13	9	14	13	12
Cfap73	4	1	2	1	0	2
AK078978	0	4	28	4	2	4
Olfr51	0	0	0	0	0	0
Dctn4	638	444	515	636	609	542
Zfp59	32	67	54	37	43	29
AK031574	4	4	13	15	92	45
DQ694246	0	0	0	0	0	0
Ppp1r1a	4	8	12	8	10	10
Rhpn1	7	0	12	14	6	15
DQ690785	0	0	0	0	0	0
Pnma2	8	6	13	8	5	10
4930579F01Rik	8	0	0	0	0	2
BC075654	11	0	2	4	14	3
Olfr372	0	10	13	6	6	0
Ppp1r15b	816	506	442	1305	1518	1431
Olfr365	0	2	0	0	0	0
Chaf1a	91	87	57	69	79	60
DQ569686	0	0	0	0	0	0
Slc14a2	2	3	7	5	4	3
Crisp2	0	0	1	1	0	0
Ints3	344	264	226	368	356	333
Pjvk	0	0	0	1	0	0
Hist1h1d	490	339	375	356	318	224
Mpp5	547	391	311	312	466	427
DQ700225	0	0	0	0	0	0
Mir6337	0	0	0	0	0	0
Gabrb1	0	8	0	3	1	0
Senp8	33	62	11	24	32	28
Fam98a	143	123	123	193	145	119
Apbb1	239	235	215	119	127	113
Arhgef9	86	45	56	30	36	35
Syvn1	173	115	121	463	609	526
KY964562	0	0	0	0	0	0
Cdc42	4429	3066	2698	4772	3837	3765
E130201H02Rik	17	2	3	7	0	0
Gjc3	253	368	309	294	182	229
Ier5l	45	93	60	75	73	70
Bmpr2	9943	6927	7166	7148	11971	10323
Fam169a	38	5	0	20	2	0
DQ549248	0	0	0	0	0	0
Mink1	707	585	501	716	926	664
Psg26	3	2	6	1	0	0
March6	601	439	368	491	752	577
Slc25a14	4	11	2	10	20	15
Dst	2869	1894	2344	1994	5271	3822
DQ696303	0	0	0	0	0	0
Ltbr	309	183	211	456	466	371
Ptprg	701	612	617	567	1223	753
4930509K18Rik	4	2	9	0	1	2
Scin	4	8	7	7	6	4
Bach2os	37	35	13	13	9	9
Olfr262	0	0	9	1	2	2
Hmbox1	1008	618	733	767	1105	836
BC061237	0	0	0	0	0	0
DQ715465	0	0	0	0	0	0
Mfsd4a	828	526	626	899	783	840
AK146694	27	32	54	88	23	67
Hist2h2aa2	594	842	363	291	328	223
DQ704975	0	0	0	0	0	0
Mgst2	17	6	7	11	18	10
Lce1e	0	7	0	0	1	0
KY468250	0	0	0	0	1	2
Ppp6r2	294	136	192	224	269	252
Api5	885	615	442	955	695	651
Olfr771	0	0	3	0	0	0
Ddi2	951	476	560	861	924	817
Mir8112	0	0	0	0	0	0
Hsd17b4	608	282	231	200	186	151
F7	29	12	31	42	49	20
1810010H24Rik	30	8	32	16	17	21
DQ713002	0	0	0	0	0	0
Clps	0	1	1	0	0	0
Slc15a4	117	85	51	284	303	255
Irf2	790	477	466	1491	1090	1071
P2ry2	101	38	39	98	97	88
Esyt2	634	389	387	539	855	691
6430550D23Rik	0	1	1	3	5	4
Dhcr24	407	241	212	328	540	422
Mir6412	0	0	0	0	0	0
DQ563867	0	0	0	0	0	0
DQ701250	0	0	0	0	0	0
Tomm20l	0	0	0	0	0	0
Hoxd4	5	9	8	1	2	0
Olfr653	0	0	2	0	0	3
Hist1h3a	152	143	113	166	105	81
Tmem39a	81	39	54	127	156	122
KY468164	0	16	1	0	3	1
Olfr681	0	5	1	2	0	0
H2al1a	8	4	0	2	0	0
Crtac1	0	0	1	5	1	4
Med13	1619	1200	1128	2114	2469	2146
4930467E23Rik	0	6	11	2	6	0
Auh	179	85	72	167	180	142
2310043M15Rik	27	2	6	8	11	13
Lats2	1087	833	920	893	1065	840
Cetn2	148	110	81	101	66	55
DQ716099	0	0	0	0	0	0
AB335742	0	0	0	0	0	0
A830019P07Rik	0	0	17	2	0	0
Zfp653	30	80	70	72	88	63
Phospho1	165	83	117	106	132	111
Adam33	10	16	11	22	22	19
Oas1f	0	0	0	0	0	0
DQ543835	0	0	0	0	0	0
Mir669k	0	0	0	0	0	0
Pom121	254	176	162	574	552	486
Snhg7	0	2	7	1	3	3
Olfr1500	0	0	1	4	0	1
