Gene	GSM4658803_SRR12164495_Control3_read1	GSM4658804_SRR12164496_Control1_read1	GSM4658805_SRR12164497_Control2_read1	GSM4658807_SRR12164499_Sample1_read1	GSM4658808_SRR12164500_Sample2_read1
ENSCSAG00000022518	0	0	0	0	0
ENSCSAG00000009765	0	0	0	0	0
PAX1	0	0	0	0	0
CD48	0	0	0	0	0
ENSCSAG00000000435	0	0	0	0	0
ENSCSAG00000000390	0	2	0	0	0
MAP3K8	5	3	3	33	41
ENSCSAG00000023502	0	0	0	0	0
ENSCSAG00000019758	0	0	0	0	0
ENSCSAG00000024820	0	0	0	0	0
MANBAL	45	44	50	3	7
ENSCSAG00000009178	0	0	0	0	0
FADS3	3230	3405	3881	348	405
ENSCSAG00000024055	0	0	0	0	0
GDF9	201	197	225	18	16
CDC42BPA	1596	1743	1794	144	144
PGAM5	2485	2665	3040	228	310
SUCLA2	593	651	701	46	55
ETFDH	1364	1431	1509	103	99
TUBA8	7	5	9	2	1
ENSCSAG00000020820	0	0	0	0	0
ENSCSAG00000001605	60	67	66	18	8
YBX2	0	2	1	0	0
ENSCSAG00000023249	0	0	0	0	0
HGD	50	32	37	1	2
ZFPM2	0	0	0	0	1
SLC18A1	0	0	0	0	0
ARHGAP22	2	0	1	0	0
ENSCSAG00000016561	0	0	0	0	0
FAM241A	92	76	74	8	10
SEMG2	4	1	3	0	1
BTBD1	3215	3328	3707	267	325
ENSCSAG00000009861	6652	6792	7710	1022	1030
NAA20	3768	3913	4255	269	301
FAM118B	78	62	79	8	14
ENSCSAG00000004255	8	13	8	1	2
EIF4G3	4790	5287	5477	555	666
ENSCSAG00000007187	1477	1370	1597	137	177
SLCO3A1	133	143	162	16	24
DTHD1	2	1	2	1	0
ENSCSAG00000025309	0	0	0	0	0
ENSCSAG00000016003	3169	3233	3604	228	277
DENND6A	2130	2183	2511	147	165
PPP1R13B	792	851	938	95	97
SNX31	1	1	0	0	0
MIR136	0	0	0	0	0
ENSCSAG00000022302	0	0	0	0	0
HAUS2	463	465	526	48	42
ENSCSAG00000019586	0	0	0	0	0
NPAS2	76	80	85	13	7
ENSCSAG00000003183	1071	1196	1371	174	183
ENSCSAG00000010319	0	1	2	0	1
RSC1A1	1347	1504	1570	157	191
UBE2B	535	546	537	48	54
EDA	37	32	51	3	4
PKP4	4178	4381	4619	411	485
ENSCSAG00000025372	0	0	0	0	0
KIF4B	1575	1651	1816	114	130
NIPSNAP1	4259	4347	5016	319	352
NEMP2	134	129	154	22	18
ENSCSAG00000013634	0	0	0	0	0
ENSCSAG00000027243	0	0	0	0	0
DOCK9	3643	3848	3814	384	462
ADAM17	5884	6247	6851	424	486
ENSCSAG00000018564	0	0	0	0	1
ANKRD66	0	1	0	0	0
TMEM167B	4	8	13	0	0
METTL21A	962	1027	1036	129	132
MRPS14	497	503	581	43	36
THOC5	2049	2277	2565	207	209
ENSCSAG00000027760	0	0	0	0	0
RRM2B	2714	2895	3137	195	218
GRID1	5	2	9	0	0
ZNF333	117	116	134	16	15
ENSCSAG00000019781	0	0	0	0	0
ENSCSAG00000025694	0	0	0	0	0
MICU2	1647	1627	1753	100	119
VWA5A	173	174	172	7	12
MAPK14	1134	1172	1349	108	125
LRRC66	2	2	0	0	2
ENSCSAG00000016825	0	0	0	0	0
HEPH	14	26	18	2	1
INMT	2	0	2	0	0
IDH1	2849	2900	3094	193	202
ENSCSAG00000020672	0	0	0	0	0
ST8SIA1	30	26	27	2	1
NWD2	1	0	0	0	0
ENSCSAG00000011364	3675	3980	4183	327	337
B3GALT4	0	0	0	0	0
PTPRC	1	0	3	0	0
SNORD23	0	0	0	0	0
SLAIN2	1982	2132	2304	182	180
CALCB	0	0	0	0	0
ACBD6	1293	1362	1556	166	180
ENSCSAG00000000181	0	0	1	0	1
TBRG1	146	170	204	20	27
PAFAH1B3	2270	2416	2735	281	247
FAM9A	0	0	2	0	0
PRDM13	0	0	0	0	0
SEMA3B	2815	3023	3323	185	253
FCAMR	2	2	1	0	1
MAPKAPK5	980	1053	1086	138	139
MRFAP1	7681	8240	9552	739	796
ENSCSAG00000025840	0	0	0	0	0
LMF1	678	770	853	85	95
GABRG3	45	47	47	4	7
LIN54	572	608	700	82	90
ECRG4	2	1	2	0	0
PEX13	2638	2687	2960	202	242
TIMP2	70913	69997	78346	3449	3660
PARD3	3487	3753	3956	484	586
ORC1	1006	1081	1176	112	136
ENSCSAG00000021284	0	0	0	0	0
MOCOS	475	543	604	76	71
OXNAD1	229	261	260	28	26
PRKAR2A	1243	1459	1617	148	139
OGFOD1	1157	1170	1376	92	105
KRT25	0	4	1	0	0
DBX1	0	0	0	0	0
FPR1	2	3	3	0	0
TRIM65	438	460	505	44	63
MGARP	3	4	2	1	0
ENSCSAG00000020310	0	0	0	0	0
PLEKHH2	6729	7364	7556	656	774
MIR25	0	0	0	0	0
ENSCSAG00000021694	0	0	0	0	0
DAGLB	649	740	752	85	92
PSMD11	6708	7411	8004	561	650
ZNF385D	0	2	0	0	0
ENSCSAG00000021683	0	0	0	0	0
SCARNA20	0	0	0	0	0
AKAP5	24	46	37	9	5
FRMD6	3776	4260	4750	1769	1989
ENSCSAG00000026339	0	0	0	0	0
ATP5F1B	34204	36382	41454	2733	3252
ZNF616	85	110	95	7	9
ADI1	306	312	327	23	34
GTF2A1	2241	2337	2461	122	204
RESP18	0	0	0	0	0
KCNT2	0	0	0	0	0
ENSCSAG00000025347	0	0	0	0	0
ENSCSAG00000022589	0	0	0	0	0
USP24	2990	3471	3634	395	449
PSD3	220	220	227	45	29
OR8K1	0	0	0	0	0
ENSCSAG00000016544	0	0	0	0	0
CXCL2	8	9	3	25	27
TOMM40	3783	3997	4741	514	584
ENSCSAG00000017772	0	0	0	0	0
C12orf56	0	1	5	0	1
METTL11B	0	0	0	0	0
ENSCSAG00000014110	504	533	553	45	55
ENSCSAG00000019964	0	0	0	0	0
XKR3	0	0	0	0	0
RASGRP3	3457	3753	4057	454	455
COLEC12	5827	5808	6441	442	544
PDGFRA	48	66	71	2	7
FAM110A	89	91	102	17	15
ALOX12	2	2	1	0	2
FRA10AC1	367	352	372	27	26
GPRIN3	1655	1825	1886	133	144
ENSCSAG00000012879	3994	4338	4875	664	683
ENSCSAG00000022862	0	0	0	0	0
ADGRE1	7	5	1	0	0
NUP58	2991	3167	3357	318	378
ZDHHC20	1421	1485	1633	117	111
ENSCSAG00000022927	0	0	0	0	0
HDHD5	995	1029	1150	89	81
ENSCSAG00000005910	0	0	0	0	0
CCNB1IP1	97	116	109	46	36
DOT1L	3221	3872	4232	537	575
ENSCSAG00000008482	8708	8902	10353	761	802
MARK1	334	397	388	43	42
COL6A5	0	0	0	0	0
URB1	1277	1569	1500	288	321
ENSCSAG00000000307	54	52	59	2	2
ENSCSAG00000008416	36	37	35	6	7
RHOBTB1	4467	4599	5135	340	356
APOL5	116	129	128	17	9
UBE2G2	374	393	461	38	45
ENSCSAG00000008269	2671	2838	3115	258	289
PRPF8	26149	30748	30371	2518	2622
SLC37A3	852	931	1008	98	104
TM6SF2	1107	1085	1348	75	97
TAS2R20	0	0	0	0	0
ENSCSAG00000013603	1099	1202	1401	175	212
HSPA12B	0	0	0	0	0
MIR611	0	0	0	0	0
CDC20B	0	1	0	0	0
ITPKC	431	460	504	77	77
ENSCSAG00000019950	0	0	0	0	0
ENSCSAG00000024791	0	0	0	0	0
ARFIP2	1205	1388	1494	112	173
TLNRD1	450	510	592	68	88
ENSCSAG00000020518	0	0	0	0	0
FSCN3	0	0	0	0	0
SSH3	1890	1895	2215	199	187
MPP2	60	57	69	8	4
MSS51	0	6	3	0	1
ENSCSAG00000026346	0	0	0	0	0
C6orf58	0	1	3	0	0
SQLE	2922	3004	3226	355	362
ENSCSAG00000023817	0	0	0	0	0
VASH2	44	51	55	4	8
ENSCSAG00000009927	0	1	1	0	0
RAB39B	4	5	5	1	1
ENSCSAG00000002891	318	290	330	31	29
TRAF3IP2	421	464	550	59	65
ACADVL	5812	5971	7121	389	435
CLVS1	1	0	0	0	0
ZNF81	96	107	84	16	11
ENSCSAG00000019188	0	0	0	0	0
TNFRSF19	1988	1967	2011	162	157
RPTN	0	0	0	0	0
NPL	154	144	152	9	5
U8	0	0	0	0	0
OSBPL10	1785	2040	2178	206	212
ENSCSAG00000007470	0	1	0	0	0
DPY19L1	4439	4580	4964	286	311
ENSCSAG00000013064	1426	1580	1604	113	131
ENSCSAG00000017198	163	167	188	14	19
ST6GAL1	139	153	205	13	14
CYTH4	13	19	27	2	1
CBX1	4238	4156	4996	298	341
SNORD116	0	0	0	0	0
SGSH	2763	2686	3076	238	247
SCTR	0	1	0	0	1
ANKRD2	2	1	0	0	0
HTR7	0	0	2	0	0
SSTR4	0	0	0	0	0
ENSCSAG00000015967	0	0	0	0	1
CNGA4	4	10	3	0	0
NAT9	144	163	197	24	20
PYCARD	33	35	28	6	4
ITIH5	415	456	544	29	20
AP5M1	1122	1147	1163	74	86
COX18	1186	1295	1426	78	130
ENSCSAG00000016963	2	7	4	3	2
ENSCSAG00000008377	0	0	0	0	0
SLC27A3	6	4	2	0	0
VWA5B1	1	0	0	0	0
TMEM11	463	544	628	63	74
ENSCSAG00000001489	87	123	95	19	15
ZBTB20	432	585	531	93	75
NCBP2	731	729	758	44	55
RETREG2	3016	3137	3530	286	341
CORIN	1	4	2	0	0
SOX7	5	8	4	2	1
POMK	551	553	638	63	44
ENSCSAG00000003066	0	0	1	0	0
LCLAT1	3753	4005	4241	259	340
EGR4	10	5	12	4	4
SLC35F3	0	0	0	0	0
DEDD	474	474	605	58	72
ENSCSAG00000019267	2	1	1	0	0
PLCH2	169	138	185	12	13
ENSCSAG00000027293	0	0	0	0	0
KSR1	487	532	520	85	114
GRB7	8528	9173	10231	754	747
ENSCSAG00000000396	0	0	0	0	0
STK25	2616	2702	3166	300	311
CD300A	5	1	1	2	1
ENSCSAG00000018492	0	0	0	0	0
GCNT2	459	529	507	56	48
ICAM5	35	44	34	7	3
ENSCSAG00000023410	0	0	0	0	0
ENSCSAG00000022393	0	0	0	0	0
NEIL2	993	1014	1185	90	93
ENSCSAG00000022238	0	0	0	0	0
ENSCSAG00000019895	0	0	0	0	0
DNAJC1	640	601	707	71	91
LIPM	1	1	2	0	0
ADAM30	0	0	0	0	2
OPRD1	0	1	0	0	0
SEPTIN8	5158	5407	6036	497	529
ATP5PB	3259	3563	4017	253	298
ZMYND15	0	0	0	0	0
C1orf210	51	54	63	1	3
MIR518B	0	0	0	0	0
DDX60L	0	0	0	0	0
SLC38A2	3084	3402	3529	330	402
PGM2	1591	1737	1832	185	230
ODF4	0	0	0	0	0
ERC2	55	52	65	4	9
ENSCSAG00000021024	0	0	0	0	0
LMNTD1	0	0	0	0	1
ENSCSAG00000007267	0	0	0	0	0
ENSCSAG00000021498	0	0	0	0	0
ENSCSAG00000022035	0	0	0	0	0
RCHY1	197	226	223	24	30
ENSCSAG00000020911	0	0	0	0	0
ENSCSAG00000024468	0	0	0	0	0
ENSCSAG00000019007	0	2	0	0	0
MACIR	100	115	131	13	16
NAT1	69	81	75	7	7
MIGA1	1312	1409	1445	138	197
ENSCSAG00000000576	1	0	1	0	0
ENSCSAG00000022826	0	0	0	0	0
MT-ND4	17513	17296	20400	4479	5724
MCTP1	45	59	71	4	7
GPR37L1	54	70	78	3	4
MAP3K4	837	834	922	113	126
KLHL10	5	6	6	2	0
ENSCSAG00000019556	5	2	6	0	0
CNTNAP5	0	0	0	0	0
SHTN1	1225	1242	1261	87	114
PIP5K1A	1624	1654	1920	301	355
ENSCSAG00000019582	857	854	1044	46	66
SLC16A5	279	307	312	21	25
ENSCSAG00000027112	0	0	0	0	0
SNORD73	0	0	0	0	0
MFSD13A	684	773	870	68	69
ENSCSAG00000021765	0	0	0	0	0
ANHX	0	0	0	0	0
CRIM1	22626	25068	26935	2610	2854
SRPK2	2100	2192	2366	324	345
CD244	0	0	1	0	0
PPP1R26	4368	4625	5052	568	601
TBX2	36	36	49	49	40
ENSCSAG00000020691	0	0	0	0	0
FPR3	0	1	0	0	0
GADD45B	2832	2932	3448	1874	2138
ENSCSAG00000025337	0	0	0	0	0
SAMD15	241	298	290	21	16
C1QL1	205	203	213	21	21
ENSCSAG00000018308	0	0	0	0	0
ENSCSAG00000013735	0	1	0	0	0
OR10G3	0	0	0	0	0
HIPK2	5613	6786	6957	615	617
ALOX15	0	2	2	1	0
SPI1	10	10	18	1	3
ANPEP	5	4	3	0	0
PIGQ	2506	2585	2875	228	267
ENSCSAG00000026118	0	0	0	0	0
DENND4A	1066	1158	1181	116	172
ENSCSAG00000011825	19577	20593	23819	1533	1895
ENSCSAG00000008281	0	0	0	0	0
ENSCSAG00000015276	14207	15162	17934	2391	2556
MPDU1	723	713	783	52	58
ENSCSAG00000025559	0	0	0	0	0
CNBD2	114	152	136	16	14
ENSCSAG00000001848	0	0	0	0	0
ENSCSAG00000000828	42	44	40	3	3
ENSCSAG00000018963	0	0	0	0	0
ENSCSAG00000009002	0	0	0	0	0
ENSCSAG00000025431	0	0	0	0	0
HTATIP2	2410	2459	2777	115	184
ENSCSAG00000024805	0	0	0	0	0
ESM1	0	1	0	0	0
HECA	1481	1444	1631	141	143
SNORA58	0	0	0	0	0
CETN1	0	0	0	0	0
CDX2	0	1	0	0	0
OR14J1	0	0	0	0	0
ZPR1	486	555	570	46	51
ENSCSAG00000021640	0	0	0	0	0
PLIN2	1111	1259	1337	108	127
PCYOX1L	666	696	741	62	60
SNORA46	0	0	0	0	0
ENSCSAG00000024975	0	0	0	0	0
CHMP5	2925	3016	3345	204	203
TMPRSS3	0	0	0	0	0
ENSCSAG00000006108	492	530	588	63	71
MANEA	3084	3193	3474	201	262
SNORD28	0	0	0	0	0
ENSCSAG00000026861	0	0	0	0	0
SNAP25	6	11	7	1	1
ARMC1	1890	1933	2032	129	155
XXYLT1	435	515	528	65	74
ENSCSAG00000005914	0	0	0	0	0
ENSCSAG00000024057	0	0	0	0	0
EBPL	415	444	493	34	45
ENSCSAG00000002886	106	130	137	9	14
MLH1	853	858	947	55	75
MAP3K21	340	361	338	38	44
NR6A1	98	116	105	33	37
IMPA1	429	404	415	35	45
PSMC4	2656	2830	3216	234	274
MAP3K10	1016	1091	1198	150	135
EXOC3	2285	2368	2680	262	298
NOTCH3	26	14	25	2	1
ENSCSAG00000023355	0	0	0	0	0
PHKG2	570	643	726	54	70
SLC17A1	503	538	554	23	35
KHDRBS2	0	0	1	0	0
GEM	349	371	386	107	143
BEX2	634	571	647	44	46
NBAS	2509	2649	2586	267	288
ENSCSAG00000004559	0	0	0	0	0
DOC2A	6	8	4	0	0
ENSCSAG00000000147	6466	6654	7689	585	625
ENSCSAG00000014100	0	0	0	0	0
CEP120	808	844	880	82	109
CARD18	0	0	0	0	0
GABRP	9	6	6	0	0
ZNF74	317	318	350	61	55
NSUN5	1557	1551	1755	167	161
TRAPPC6B	429	397	456	42	45
CA6	0	0	0	0	0
GRPR	1	0	2	0	0
SMIM14	106	91	135	10	3
ENSCSAG00000020270	0	0	0	0	0
ZNF550	47	62	41	6	10
ENSCSAG00000021840	0	0	0	0	0
NXNL1	0	0	0	0	0
MYL12B	8041	8538	9296	611	650
ZNF385A	1431	1460	1723	247	237
KHDC1	145	146	158	10	11
ENSCSAG00000025540	0	0	0	0	0
ENSCSAG00000001711	0	1	0	0	1
GSTCD	1462	1534	1560	166	166
ENSCSAG00000024354	0	0	0	0	0
TFE3	2405	2493	3021	244	259
FHL5	0	0	0	0	0
ZFAND2B	613	565	691	57	72
BEST4	35	40	35	1	3
ENSCSAG00000025189	0	0	0	0	0
ATP1A1	16261	17870	19564	1189	1300
LZTS2	5243	5616	6374	500	551
TMEM254	770	839	949	49	48
UBE3B	2987	3232	3464	217	248
C5orf58	47	47	43	10	8
FANK1	16	11	15	5	1
ANGPTL7	417	342	387	23	29
MIR193B	0	0	0	0	0
CXorf56	986	1151	1235	85	97
EXOC5	4580	4918	5240	308	392
ENSCSAG00000018662	25	24	6	2	5
ENSCSAG00000019994	0	0	0	0	0
CNKSR3	447	530	537	47	56
ENSCSAG00000026785	0	0	0	0	0
PTPN4	783	837	811	93	125
DNAJC19	959	962	1046	81	76
EBF1	19	14	10	5	5
CCDC158	26	17	19	2	2
NEK4	1007	1017	1083	83	103
ENSCSAG00000021099	0	0	0	0	0
ATXN10	3965	4120	4573	425	465
TBC1D16	2234	2351	2588	159	174
POFUT2	841	910	1010	98	73
PGBD1	336	354	392	31	50
ENSCSAG00000015000	0	0	0	0	0
SPEM1	2	6	3	0	0
SKIL	6522	6858	7343	792	978
ENSCSAG00000020170	0	0	0	0	0
IQGAP2	260	265	272	34	42
SHISAL2B	0	0	0	0	0
MIR151A	0	0	0	0	0
DUSP21	0	0	0	0	0
NRTN	88	96	128	19	12
TCEAL9	470	516	547	32	34
ENSCSAG00000019333	0	0	0	0	0
SFXN1	1114	1052	1227	96	91
VAMP3	6197	6420	6885	384	479
APCS	0	0	0	0	0
CADM3	0	0	0	0	0
ENSCSAG00000023520	0	0	0	0	0
PRDM2	2229	2136	2407	287	291
ENSCSAG00000016038	93	100	93	16	8
PCMTD1	1478	1494	1513	85	84
TFAM	1131	1225	1262	73	115
TGFBRAP1	2529	2832	3057	463	548
RXFP1	2	3	1	0	0
TMEM209	1269	1375	1372	111	130
SNRNP70	5750	6197	6966	550	627
LCN12	16	23	20	2	2
USF3	1292	1425	1447	106	130
ENSCSAG00000021199	0	0	0	0	0
OR1F1	1	1	1	0	0
SEMA6A	7266	8191	8524	729	752
ENSCSAG00000019499	160	194	203	26	25
ELAC1	179	218	190	16	24
LMO7	2335	2422	2609	164	167
ENSCSAG00000016123	4307	4840	5600	416	526
ENSCSAG00000027479	0	0	0	0	0
ENSCSAG00000002384	192	285	221	47	56
ENSCSAG00000020008	0	0	0	0	0
TCERG1L	0	0	0	0	0
FRMPD4	0	0	0	0	0
ENSCSAG00000007856	0	0	0	0	0
SRSF5	2219	2412	2636	144	167
ENSCSAG00000016915	2164	2117	2700	228	212
SNX32	0	0	0	0	0
CCR1	1	4	0	0	0
CAMKV	47	27	50	4	5
MIR217	0	0	0	0	0
VPREB3	2	1	2	0	0
MAGEE1	270	288	313	34	28
ART5	0	1	0	0	1
TERT	7	12	13	3	3
FAU	9590	9668	11271	2151	2305
ENSCSAG00000023734	0	0	0	0	0
ARL14EPL	0	0	0	0	0
DVL1	1969	2142	2579	323	350
MX1	2	2	1	11	4
ENSCSAG00000021029	0	0	0	0	0
ENSCSAG00000015803	445	492	608	56	72
FAM149B1	552	602	642	44	49
ENSCSAG00000006247	0	0	0	0	0
HAMP	0	0	0	0	0
ENSCSAG00000007795	0	2	1	0	0
ZNF695	296	329	323	19	17
NTN1	10	15	24	10	7
OSBPL3	5903	6688	7191	597	736
SLC22A11	333	305	352	15	14
ENSCSAG00000011709	501	574	629	40	61
NIPBL	3577	3961	4196	456	543
ENSCSAG00000007011	21	29	27	0	6
DDAH1	2017	2101	2356	163	218
ENSCSAG00000025178	0	0	0	0	0
KLF4	47	35	24	72	59
IQCG	51	46	38	3	6
ENSCSAG00000022425	0	0	0	0	0
LGMN	13591	14095	16057	739	804
CALCR	0	0	0	0	1
PALMD	0	1	1	0	0
TPCN1	1472	1603	1694	128	137
MIR450A1	0	0	0	0	0
STRC	12	30	18	2	1
INPP5B	914	984	1075	80	79
BTLA	0	0	0	0	2
STK31	7	11	8	1	4
F2RL3	0	0	0	0	0
TMCO3	3401	3740	4091	306	302
ENSCSAG00000019148	6122	6409	7305	1092	1171
GPR183	5	2	3	0	0
ENSCSAG00000021848	0	0	0	0	0
SNORD69	0	0	0	0	0
ENSCSAG00000008741	7	6	6	0	0
PCGF5	374	415	461	43	54
MIR10A	0	0	0	0	0
ACOXL	0	0	0	0	1
ENSCSAG00000020535	0	0	0	0	0
PCMT1	2706	2874	3226	216	261
NADSYN1	1316	1370	1477	115	118
FGF14	0	0	0	0	0
ENSCSAG00000009247	909	877	1012	76	69
KCNJ2	0	0	0	0	0
SIL1	1400	1545	1714	117	134
TIMD4	2	4	5	0	2
ENSCSAG00000026592	0	0	0	0	0
ENSCSAG00000003271	0	0	0	0	0
HYLS1	56	56	68	5	5
CALML6	3	1	0	0	0
GOLGA5	965	992	1092	106	125
PLD1	1735	1832	1931	100	123
ENSCSAG00000008205	0	0	0	0	0
ENSCSAG00000000282	1	0	0	0	0
PIN1	2392	2496	3029	178	194
PRPF19	4415	4474	5057	412	481
QSER1	3815	4234	4272	354	397
ENSCSAG00000015571	129	105	115	6	15
CHPF	12146	12661	14265	874	917
XPO4	1730	1882	1966	236	255
ENSCSAG00000008585	1300	1304	1469	311	398
C2orf68	1629	1803	1893	115	154
GORAB	208	221	291	27	36
MRGPRX2	0	0	0	0	0
ENSCSAG00000025110	0	0	0	0	0
WDR74	753	825	964	137	179
ENSCSAG00000024265	0	0	0	0	0
NDUFS1	4619	4982	5604	385	442
VWA7	304	313	389	17	20
CXCL10	7	3	2	88	107
ANKRD6	420	404	460	54	64
ENSCSAG00000020203	0	0	0	0	0
ENSCSAG00000012237	0	0	0	0	0
TMEM88B	89	97	99	5	4
SPA17	248	225	236	12	8
SDR16C5	0	0	0	0	0
USPL1	411	429	411	93	84
RINT1	1229	1441	1445	117	151
PPP2R3C	413	441	488	32	32
ENSCSAG00000019830	0	0	0	0	0
SNORA14A	0	0	0	0	0
PIGP	112	95	121	6	7
SUMO3	277	265	300	26	21
PINX1	604	612	699	76	82
MREG	145	146	166	9	15
MXD3	405	408	433	31	36
CNTN2	46	46	44	3	5
SFXN5	255	294	336	11	22
ENSCSAG00000003846	2265	2377	2591	214	295
MIR455	0	0	0	0	0
SKOR2	0	1	1	0	0
ENSCSAG00000016677	465	457	513	51	48
GYG2	663	621	711	72	67
ENSCSAG00000014104	5	3	6	0	1
TMEM45A	110	124	125	7	5
ZADH2	1186	1236	1309	91	111
TXNDC15	1580	1523	1759	97	125
AASS	452	471	483	45	44
ENSCSAG00000009812	1	2	0	1	0
ENSCSAG00000023828	0	0	0	0	0
ZC3H12C	233	239	232	74	72
ZFP69B	0	1	0	0	0
ENSCSAG00000026727	0	0	0	0	0
ALG1	351	400	463	46	37
ENSCSAG00000014645	112	108	118	9	16
CENPF	18619	21890	21366	1638	2009
GPR25	0	0	0	0	3
SGSM3	1491	1465	1764	154	209
CD70	265	288	336	42	39
EMC6	111	144	126	18	10
ENSCSAG00000014894	167	191	228	22	16
CLBA1	604	677	734	39	50
ENSCSAG00000027337	0	0	0	0	0
CCPG1	1680	1694	1874	103	140
ENSCSAG00000003742	123	118	149	9	10
ENSCSAG00000027870	0	0	0	0	0
ENSCSAG00000010219	0	0	0	0	0
CLCA4	2	0	3	0	0
ENSCSAG00000024859	0	0	0	0	0
ENSCSAG00000008061	0	0	0	0	0
ENSCSAG00000026881	0	0	0	0	0
TRIM28	19570	21259	23973	2143	2386
ATRIP	265	297	321	33	37
ENSCSAG00000027241	0	0	0	0	0
MAP10	0	0	0	0	0
LRRC4B	414	406	476	55	56
EPM2AIP1	657	704	717	66	67
ATP2A3	14	23	26	3	0
LAMA2	7	8	1	3	0
ALAS1	1702	1943	2147	221	229
OR51F2	0	0	0	0	0
ZNF496	2217	2192	2634	335	370
ENSCSAG00000026970	0	0	0	0	0
PDE6H	0	0	0	0	0
FAM168A	3588	3738	4028	301	336
GLTP	1278	1439	1504	117	128
WBP4	643	651	747	59	66
LILRB5	3	10	10	1	2
B3GNT7	7	11	13	2	2
MPZL1	6103	6457	7179	377	491
FIBIN	0	0	0	0	0
TLL1	1773	1808	1977	220	268
PPM1H	1093	1146	1198	118	104
CDC42EP4	324	323	343	39	48
MIR556	0	0	0	0	0
ENSCSAG00000014018	0	0	0	0	0
MRE11	1361	1471	1537	121	120
PPP1R9A	2125	2372	2391	270	245
B4GALT7	1633	1695	1887	182	200
ENSCSAG00000003566	27	14	19	2	3
SNX6	2969	2901	3313	194	220
ENSCSAG00000016891	510	481	550	51	63
COPE	6715	6814	8082	526	546
MIR548AV	0	0	0	0	0
WDR47	599	610	641	51	56
ENSCSAG00000012143	4	9	2	0	1
REG4	0	0	0	0	0
STPG4	13	15	13	9	8
TRMT61A	1219	1324	1473	216	220
EGR3	7	8	11	9	8
DCAF17	73	101	94	6	8
SCARNA7	1180	1249	1271	390	468
WTAP	1015	1050	1186	205	235
VWC2L	0	0	0	0	0
PRKN	21	14	19	0	0
ZNF740	1957	2056	2283	179	191
ENSCSAG00000025731	0	0	0	0	0
CRISP1	0	0	0	0	0
ENSCSAG00000018483	0	0	0	0	0
ATP6AP2	8237	7957	8764	363	353
ENSCSAG00000018879	1	1	2	2	0
CDC42EP2	120	129	144	24	22
KIF7	1990	2144	2337	292	332
C1orf194	30	29	26	2	2
ENSCSAG00000003961	3	3	1	1	0
SCARNA3	0	0	0	0	0
NR0B2	13	14	4	2	0
ENSCSAG00000015957	193	210	232	37	29
DPP6	0	0	0	0	1
DUOX2	7	9	11	0	3
ENSCSAG00000010232	1	5	1	0	3
LSM12	803	925	1014	118	158
FAM124B	9	17	8	1	0
OR2G6	0	0	0	0	0
ENSCSAG00000020856	0	0	0	0	0
ENSCSAG00000025366	0	0	0	0	0
ENSCSAG00000027236	0	0	0	0	0
MAPRE1	1744	1963	2109	122	183
SNORD30	0	0	0	0	0
C9orf78	2480	2635	2934	195	226
OR6B2	3	3	9	0	0
ENSCSAG00000006007	0	0	2	0	0
ENSCSAG00000023996	0	0	0	0	0
ATRNL1	1059	1129	1240	77	111
PRR3	402	486	480	69	64
ENSCSAG00000027420	0	0	0	0	0
WASF2	3143	3349	3696	288	317
AGT	70	87	97	6	2
LINGO1	15	10	13	0	0
ENSCSAG00000003340	167	201	203	18	35
ANAPC7	598	708	800	61	83
EIF2S1	1855	1938	2164	139	186
ENSCSAG00000027469	0	0	0	0	0
KIF2A	1796	1959	1999	218	272
TCEANC	16	7	17	2	0
GDE1	4648	4867	5392	341	373
ASCL1	0	0	0	0	0
GAL	0	0	0	0	0
B4GALT5	8311	8714	9589	788	845
C1orf53	41	65	55	9	7
POLR3B	1134	1254	1370	114	121
LVRN	1	0	0	1	0
UNC119B	6443	6639	7239	426	500
ENSCSAG00000026168	0	0	0	0	0
ENSCSAG00000004191	0	0	0	0	0
CTDSPL2	1234	1202	1369	181	174
MFAP3L	915	904	964	55	55
SYDE2	590	545	604	72	86
FOXRED2	793	755	952	72	76
FYCO1	5278	5935	6315	500	532
ADAMTS2	1470	1655	1827	238	236
ZNF250	568	583	610	98	110
ENSCSAG00000024564	0	0	0	0	0
SH3GL2	68	46	54	2	1
ENSCSAG00000027821	0	0	0	0	0
ENSCSAG00000022511	0	0	0	0	0
ENSCSAG00000015582	161	197	212	11	11
C2orf72	46	32	31	2	1
TSPAN14	1120	1154	1356	155	166
ENSCSAG00000005097	7055	7095	8236	629	744
ENSCSAG00000021288	0	0	0	0	0
GCLC	1628	1617	1874	152	138
ENSCSAG00000021120	0	0	0	0	0
BTK	2	0	0	0	0
ORMDL2	535	542	639	43	43
SLC22A2	1	2	5	1	0
XYLT1	201	246	208	28	34
CCDC182	0	0	0	0	0
ATR	1967	2183	2235	188	214
HCFC1R1	907	906	1054	88	75
ENSCSAG00000025180	0	0	0	0	0
PABPC4	6162	6730	7270	472	560
TMEM80	251	299	302	18	19
ENSCSAG00000027868	0	0	0	0	0
CES5A	0	0	0	0	0
ENSCSAG00000003731	430	462	493	32	30
PTK7	7049	7838	8674	567	577
ENSCSAG00000024974	0	0	0	0	0
ENSCSAG00000022251	0	0	0	0	0
ABCC2	1863	2077	2118	159	193
LAPTM5	0	0	0	1	0
S1PR4	0	0	0	0	0
SBF2	2746	2888	2961	203	260
ACACB	538	653	604	55	47
ENSCSAG00000001679	0	0	0	0	0
