Genes	SAMN14563423_Series7_Calu3_Mock_1	SAMN14563422_Series7_Calu3_Mock_2	SAMN14563421_Series7_Calu3_Mock_3	SAMN14563420_Series7_Calu3_SARS-CoV-2_1	SAMN14563419_Series7_Calu3_SARS-CoV-2_2	SAMN14563418_Series7_Calu3_SARS-CoV-2_3
TMEM8A	908	2241	4629	1504	754	1763
NDUFC2-KCTD14	526	1267	2619	847	337	905
MAGEA1	0	0	0	0	0	0
LCE1D	0	0	0	0	0	0
SLC7A1	890	1483	4175	3817	1689	3683
DHX32	319	581	1295	640	358	638
INTU	20	31	83	72	37	70
MYB	44	67	160	55	18	51
UQCRB	947	1946	3863	2165	1176	2156
SYT6	0	0	0	0	0	0
FAM53A	19	49	100	24	5	39
SMAD4	404	540	1574	974	524	947
MGST3	1048	2221	4531	1812	977	2011
ZNF606	45	75	181	98	90	126
WDR70	183	273	659	371	246	327
DOLK	162	322	671	205	89	253
U39094	0	0	0	0	0	0
PDE6A	40	62	141	122	60	87
AB231705	0	0	0	0	0	0
CACFD1	168	334	750	307	158	339
CHORDC1	386	435	1151	631	341	532
MIR1260A	0	0	0	0	0	0
GPR83	1	6	10	0	0	4
EVI2B	0	0	0	2	0	5
TAAR1	3	0	0	4	3	2
TMX4	143	205	550	128	76	139
PAR1	0	0	0	0	0	0
SON	816	1150	3541	1968	1158	1942
NRF1	99	199	435	185	103	191
OBFC1	105	219	437	194	129	221
MIR611	0	0	0	0	0	0
PCNP	714	747	2244	1135	594	968
BC084573	5	4	5	2	0	1
MTO1	156	231	624	365	227	384
OXNAD1	88	146	318	168	78	146
FLJ33630	424	644	1532	811	488	840
FAM181A-AS1	0	0	0	0	0	0
MIR548A1	0	0	0	0	0	0
DQ573975	0	0	0	0	0	0
OTOP2	0	1	0	0	0	0
C5orf15	1367	1458	4257	2295	1392	2236
ENKD1	166	452	719	170	96	238
C5orf54	76	117	333	207	131	160
MIR4451	0	0	0	0	0	0
NT5C1B	0	0	1	0	0	0
ESPNL	1	4	16	5	3	6
AY927641	0	0	0	0	0	0
KLHDC2	185	264	698	305	212	347
DQ586284	0	0	0	0	0	0
ATXN8OS	0	0	0	0	0	0
MAP1S	196	536	1032	521	255	653
HIST1H2BG	4	16	40	40	16	77
C7orf71	1	0	0	2	0	0
EFCAB6	12	14	38	16	3	8
REG3A	0	0	0	0	0	0
ANGPT4	0	3	5	6	5	7
CNBD1	0	0	0	0	0	0
OTOF	0	0	0	0	0	0
ATG5	410	624	1483	844	481	778
OR2B6	0	2	1	1	2	0
RPS27L	354	536	1240	492	271	483
SLC25A45	2	9	33	31	4	41
FAM185A	42	63	132	42	23	30
FLJ44313	5	7	17	10	9	9
NCF1B	0	0	1	0	0	0
DJ439579	0	0	0	0	0	0
FCRL5	0	0	0	0	0	0
LOC255130	0	0	0	0	0	0
MLL/AF6 fusion	0	0	0	0	0	0
STX11	4	3	11	30	25	52
PRNT	0	0	0	0	0	0
PPCS	511	847	1836	794	541	822
BTN2A1	338	536	1463	1201	584	1149
C1orf109	144	217	585	327	166	310
BX538274	29	16	81	60	51	52
TET3	130	180	731	690	335	673
AL137535	60	80	198	88	28	69
BARX2	275	428	917	433	285	410
BARHL2	2	0	0	0	0	2
GPR20	0	1	0	0	0	0
MAGEA2	0	0	0	0	0	0
AK124433	0	2	5	11	1	5
C3orf35	0	1	1	0	0	6
MIR3622A	0	0	0	0	0	0
DQ596761	0	0	0	0	0	0
ZNF548	80	96	221	214	156	203
ZNF813	13	9	24	23	10	6
C1QTNF4	0	0	0	0	0	0
ARL16	185	376	821	290	173	313
RCN2	1398	1811	4442	1535	1032	1464
BTBD19	5	16	35	11	4	11
MINOS1	430	956	1749	511	273	559
CCNL1	750	1256	2756	4213	2743	4490
CSTF2	414	684	1783	650	345	614
KDELR1	1533	3529	7372	3742	1805	4099
TMEM132D	0	0	0	0	0	0
MCM6	893	1500	3371	757	348	672
DQ591577	0	0	0	0	0	0
ALDOA	10463	24702	50397	14615	8872	18405
AK055550	0	0	0	0	0	0
ARAP2	122	105	395	412	236	408
FPGS	312	723	1445	566	256	628
DQ601415	0	0	0	0	0	0
BC062328	0	1	2	4	0	0
C4orf42	49	47	117	46	22	80
JF934746	0	2	4	3	0	2
IL1R1	161	227	619	249	110	291
MIR346	0	0	0	0	0	0
ARHGAP28	0	0	2	2	0	1
POM121L1P	0	1	2	0	1	6
NMBR	0	0	1	0	0	0
SLC17A7	1	0	2	1	0	3
AL137522	6	2	12	0	0	4
RNF26	362	806	1779	493	306	576
MIR363	0	0	0	0	0	0
PPP1R12C	682	1567	2982	875	543	1141
C1QTNF1	23	50	135	456	260	565
ZNF503-AS2	24	82	122	38	30	64
OR51B4	0	0	0	0	0	0
NAPSA	2	2	24	13	5	8
ZNF286B	16	18	49	22	17	26
TPM1	4857	8977	19050	12448	6437	11798
NDRG4	69	127	299	133	83	177
LTA4H	1490	2471	5522	2982	1548	2740
SDHD	567	661	1701	752	446	649
LYRM4	124	215	431	268	129	277
SMEK1	351	515	1282	958	612	931
MAGEF1	764	1418	3001	1350	807	1358
SCXB	14	22	18	10	2	8
RAP2A	82	75	275	115	85	123
SPHK2	122	243	485	198	97	237
MICAL3	384	585	1730	1040	498	1131
LOC100130155	0	0	0	0	0	0
GAS2L2	0	1	0	3	0	0
MAMSTR	21	19	58	27	14	17
UBE3C	855	1475	3646	1757	957	1714
GP5	0	1	1	0	0	1
PLS1	1599	1496	5339	2084	1177	1921
SNCAIP	0	1	5	3	6	5
ARHGAP11B	8	5	23	12	3	15
SLC9A5	24	61	97	25	20	36
CLDN3	1283	3396	6103	1792	1304	3162
ZNF3	133	214	518	415	221	442
MIR5702	0	0	0	0	0	0
LOC728554	481	1148	2068	740	294	626
EFS	0	0	0	0	0	0
DQ593990	0	0	0	0	0	0
MIR1179	0	0	0	0	0	0
STARD6	0	0	0	0	0	0
CATSPERG	7	11	21	15	14	23
DPY19L4	165	140	543	256	140	230
DQ579248	0	0	0	0	0	0
MPHOSPH8	213	338	766	470	229	421
AK093026	2	4	19	12	11	10
YPEL3	109	285	511	228	162	343
LINC00673	229	418	941	963	617	1014
ARL10	11	13	52	21	7	33
HOXA-AS4	47	48	140	81	30	90
ZNF772	28	41	115	124	81	130
DQ598099	0	0	0	0	0	0
CNPPD1	270	571	1165	642	360	686
TTC4	327	520	1134	747	394	731
CSNK1G1	156	226	668	456	245	462
LINC00343	0	0	0	0	0	0
LGI2	27	25	83	20	9	9
LOC100233156	13	22	48	15	10	17
ZMAT5	148	352	726	472	240	507
POPDC3	55	103	186	83	59	85
ZNF430	27	16	98	102	55	78
DQ591858	0	0	0	0	0	0
UCN2	1	3	11	8	0	6
HAR1B	0	0	0	0	1	0
ZCCHC13	0	0	0	0	0	0
RHOT2	599	1638	2999	963	521	1068
MIR3656	0	0	0	0	0	0
AK056657	4	53	55	42	17	30
DQ596214	0	0	0	0	0	0
TFDP2	428	742	1746	768	489	875
RHOQ	189	255	593	455	263	426
FAM32A	470	935	1918	920	436	897
AK291164	0	0	5	4	0	5
SPEF1	3	5	11	3	0	0
Y_RNA	1	0	0	2	0	10
MIR3130-1	0	0	0	0	0	0
GAA	843	1833	3921	1797	980	2327
RILPL1	68	106	271	130	73	141
AK056253	51	49	285	131	54	182
ZBTB8B	10	4	35	1	0	5
TMEM109	806	1702	3696	1133	606	1325
C6orf201	0	0	4	1	0	1
COCH	197	385	895	349	196	319
GTSF1L	0	0	0	0	0	0
ZNF670-ZNF695	9	31	52	2	5	17
RCN3	9	21	36	19	15	24
LOC100129935	0	0	1	0	0	0
DUSP7	78	157	367	199	81	206
FANCG	211	411	908	227	130	216
ARPC2	5330	10302	22061	8998	4866	8875
FAM217B	181	198	648	346	180	320
TCAP	134	352	634	429	262	518
USP17L11	0	0	0	0	0	0
AOAH-IT1	0	0	0	0	0	0
AK125397	0	0	0	0	0	0
DQ583130	0	0	0	0	0	0
MIR196A1	0	0	0	0	0	0
MIR5707	0	0	0	0	0	0
ADAMTSL1	0	0	0	0	0	0
STK32A	53	61	170	87	37	63
FAT4	52	45	206	100	39	86
KIFC1	1424	2773	6109	1294	714	1483
MARVELD1	322	639	1434	392	232	457
LOC286189	0	0	0	0	0	0
MIR4533	0	0	0	0	0	0
TPI1	6884	14288	30996	8595	4964	9882
AMHR2	1	0	1	0	0	1
DQ587888	0	0	0	0	0	0
PGC	3	4	6	3	2	1
SLIT3	0	0	0	1	0	2
NECAB3	174	372	686	306	135	282
ZBTB8OS	243	400	796	373	179	305
BC037929	0	0	0	0	0	2
CCDC116	1	1	2	2	1	6
FBXL6	233	585	1057	232	137	363
MOXD1	211	300	718	337	178	322
BRI3	225	541	825	590	367	655
TOPAZ1	0	0	0	0	0	0
PDGF	0	0	0	0	0	0
LINC00925	0	2	0	0	0	0
CDH16	0	0	4	0	1	0
OTUD3	99	179	465	189	86	215
FUT8	758	1197	3215	1478	929	1674
FYN	272	545	1243	580	335	676
RCL1	110	238	447	268	108	286
CERK	396	649	1516	569	332	643
FAM45B	165	206	587	286	150	275
DQ584698	0	0	0	0	0	0
AK094280	0	0	6	0	0	2
SIRT2	416	730	1947	654	398	725
KDM2A	529	927	2371	1774	756	1727
DEFB1	278	627	1100	671	378	715
RSPH10B2	0	0	7	0	0	0
NRSN1	2	0	5	3	0	1
KLHL2	129	193	463	184	93	247
YWHAQ	3923	5821	14659	5485	3313	5289
AKAP8	226	377	883	480	275	517
BC037384	0	0	0	0	0	0
CCDC121	49	43	142	89	35	57
SNORD24	0	0	0	0	0	0
NOS1AP	23	21	98	51	14	61
MGARP	0	0	0	3	0	2
AX747137	11	21	33	20	13	23
TCRBV13S6A2T	0	0	0	0	0	0
MIR3646	0	0	0	0	0	0
FBN3	0	1	1	4	0	0
NIN	168	202	598	304	191	281
MIR4329	0	0	0	0	0	0
MMACHC	62	135	311	107	73	134
BPESC1	0	0	0	0	0	0
MMP24-AS1	543	1237	2237	966	533	1085
MREG	224	316	860	470	251	508
FAM120B	79	164	348	183	121	169
ERCC6	60	72	234	234	159	211
CTSH	2025	4184	8670	2376	1284	2629
C11orf84	284	633	1335	514	267	574
MNAT1	254	367	774	523	258	430
LOC100132078	0	1	0	0	0	0
BCL7B	281	528	1089	549	273	585
OR2F1	0	0	0	0	0	0
CFL1	7433	16614	34061	13379	6445	13902
MAP2K5	76	170	369	197	112	197
GLYAT	0	0	0	0	0	0
GPT2	392	838	2039	2097	1166	2196
APOL2	805	1572	3467	3381	2163	3788
MIR586	0	0	0	0	0	0
A3GALT2	0	0	0	0	0	0
LYPLAL1	204	272	661	583	285	479
AK092048	10	25	58	19	24	13
GUCY1B3	294	430	1238	394	245	378
SCP2D1	0	0	0	0	0	0
SCYL2	374	363	1530	1174	566	927
DISP2	8	27	56	21	14	25
PPIL6	32	52	142	42	5	56
AX747798	0	1	1	0	2	0
ZFYVE9	150	215	625	282	163	288
CWF19L1	172	297	611	347	155	340
KRTAP21-3	0	0	0	0	0	0
TM4SF4	911	1573	3893	327	181	366
DPRX	0	0	0	0	0	0
DQ577348	0	0	0	0	0	0
XG	1	1	0	0	0	0
LRRN2	1	2	16	9	3	9
ZCCHC2	184	299	899	1036	556	1135
PLEK	0	0	0	0	0	0
LOC100507389	0	0	0	0	0	0
OR5B17	0	0	0	0	0	0
MSTN	0	0	2	2	1	1
OR5D18	0	0	0	0	0	0
AB372727	0	0	0	0	0	0
PEG10	713	819	2706	1168	536	991
NMNAT1	64	106	228	114	74	140
DPYSL4	2	0	3	2	0	5
EU250752	0	0	0	0	0	0
BC030624	0	0	0	0	0	0
MIR4449	0	0	0	0	0	0
RPL39	6033	11422	22293	11867	7419	13511
DQ587429	0	0	0	0	0	0
AX746478	15	24	52	27	8	18
FLJ22184	61	144	269	131	107	189
PDE4A	42	61	154	114	54	139
PVRL3-AS1	0	3	3	0	0	0
DQ583633	0	0	0	0	0	0
NAT6	27	106	214	50	30	58
PRAMEF6	0	0	0	0	0	0
AK125759	0	0	2	1	1	0
SPRN	15	30	69	21	18	30
AX747901	0	0	1	0	0	0
DQ587974	0	0	0	0	0	0
DRG2	176	357	792	339	161	424
SLC22A31	1	13	38	9	1	14
ZNF561	65	135	350	271	153	237
EPN1	1226	2979	5596	1860	1101	2287
AOX1	0	1	1	5	3	2
RPS24	8719	16855	30639	17623	10956	16932
L12234	0	0	0	0	0	0
DQ573965	0	0	0	0	0	0
C12orf73	96	140	305	240	113	185
RBM20	0	0	1	0	0	1
AK127339	21	27	86	27	10	36
RIMKLA	39	40	189	22	23	25
RAD51C	170	247	549	199	120	208
BC041347	9	3	21	34	21	32
GABARAPL2	638	1195	2490	1643	1020	1636
PLEKHG7	3	4	11	65	33	41
MIR126	0	0	0	0	0	0
LOC286442	0	0	0	0	0	0
NUPR1	0	4	4	39	15	25
KRT10	1020	2565	4381	1211	920	2032
GLE1	288	592	1212	538	344	510
LOC100131047	0	0	0	0	0	0
PCED1B	34	62	103	138	50	131
MIR2114	0	0	0	0	0	0
CBX6	668	982	3469	1295	557	1421
SNHG6	158	426	712	327	171	361
SEC62	1767	2227	5349	3279	1899	2876
IQCF4	0	0	0	0	0	0
RAMP3	0	0	0	1	0	0
NTAN1	312	656	1289	611	394	591
AX748251	0	0	0	0	0	0
TFDP3	0	0	0	0	0	0
PTGER4	91	133	394	1048	576	1154
HTR1F	4	10	11	11	4	6
LOC100132062	33	139	256	108	78	199
LOC100093698	0	0	0	0	0	0
HTJA150	0	0	0	0	0	0
LINC00346	6	18	13	19	19	15
AKT3	508	853	2199	1897	1210	1835
THEM5	1	1	6	13	5	11
LOC100169752	0	0	0	0	0	0
UPB1	1	1	7	4	1	2
BC033164	0	0	0	0	0	5
SERTAD4-AS1	10	33	54	26	11	42
USP32P1	107	188	491	323	214	308
MUSK	0	0	0	0	0	0
DQ594459	0	0	0	0	0	0
DQ587872	0	0	0	0	0	0
HDAC2	1854	2639	5820	2870	1739	2663
CPT1B	39	148	321	132	113	193
LOC100132167	68	127	334	60	41	70
QSOX1	4931	10148	22745	8864	4830	10978
BTNL2	0	0	0	0	0	0
TCRVb7.2-Jb1.2	0	0	0	0	0	0
KIF27	13	24	71	42	21	55
GTF3C4	136	174	555	362	200	403
DQ578079	0	0	0	0	0	0
HFM1	0	0	0	0	0	0
PRX	44	106	183	108	58	148
ZC2HC1A	34	30	126	90	42	61
RAD54L	133	339	627	150	77	171
LENG9	66	212	399	260	120	345
PKN2	693	497	2215	1645	1063	1531
MAP7D1	790	1736	3539	2153	1048	2537
JA611253	0	0	0	0	0	0
NUP214	344	510	1425	667	355	722
MIR4500HG	0	0	0	0	0	0
ZBBX	0	0	1	1	0	3
MIR527	0	0	0	0	0	0
EXT1	211	325	838	668	384	708
DQ587054	0	0	0	0	0	0
SH3GL1P2	0	3	4	3	0	1
FLJ42393	0	0	0	0	0	1
C7orf61	2	13	22	14	9	12
COL11A2	3	12	36	46	7	34
AP5B1	233	368	921	614	311	685
PIGG	158	329	789	354	173	366
UBE2T	694	1359	2774	909	519	823
BARHL1	0	3	0	0	2	0
C15orf41	74	88	223	108	40	97
DLGAP3	8	14	32	33	8	23
MAGEA6	0	0	0	2	0	0
TRIP6	323	756	1564	758	376	804
LOC100270746	12	35	62	24	21	23
LOC729732	60	123	261	81	73	97
DQ582032	0	0	0	0	0	0
PTPDC1	47	89	196	135	93	140
NEU1	1862	3752	8281	2926	1547	3171
C3orf17	159	262	631	419	240	395
USPL1	102	125	317	347	170	347
SSX8	0	0	0	0	0	0
CYP21A2	0	0	8	4	1	8
SAMM50	486	1041	2269	637	298	672
AK128202	0	0	0	0	0	3
APOC4-APOC2	0	0	0	0	0	0
TRPV6	10	40	56	64	45	87
NKD1	2	2	3	2	2	6
LINC00544	0	0	0	0	0	0
EFNB2	256	317	871	716	382	722
RBM12	632	818	2552	2012	997	1645
CCDC147	0	0	0	1	1	0
CYC1	1973	4151	8425	2040	1268	2905
KCNS1	121	208	684	389	163	453
ACPL2	99	156	383	194	99	187
PDE6C	0	0	0	0	0	0
PRSS53	45	86	136	44	22	57
BC006435	1	5	16	9	2	16
MIR769	0	0	0	0	0	0
DQ596703	0	0	0	0	0	0
BX248253	0	0	0	0	0	0
RHPN1-AS1	13	41	84	40	22	49
AKAP1	418	717	1761	885	477	854
ZNF768	416	959	1917	830	471	989
OR5P2	0	0	0	0	0	0
MEF2BNB	104	169	365	198	94	181
SPOCK1	31	49	137	81	51	79
ADO	510	683	2002	808	581	935
SPINT3	0	0	0	0	0	0
IFIT5	121	155	372	1432	898	1414
JB162171	0	0	0	0	0	0
SYNJ1	50	74	216	211	107	222
DQ593864	0	0	0	0	0	0
APOH	2	1	5	0	0	2
MIR4510	0	0	0	0	0	0
DQ580366	0	0	0	0	0	0
VSTM1	1	0	0	2	0	7
TWIST2	0	0	0	0	0	0
DD413694	0	0	0	0	0	0
LOC255167	4	8	16	7	1	3
FLJ30838	2	1	0	0	0	1
DQ596352	0	0	0	0	0	0
TFAMP1	2	3	4	1	5	3
GHDC	345	775	1463	691	313	785
ZSCAN21	13	54	114	113	44	108
JA783844	0	0	0	0	0	0
GNG12	1226	1177	4279	1797	1076	1652
LATS1	67	80	318	437	166	331
RPS16P5	0	0	2	0	0	0
KCNN4	1235	2901	5774	1526	893	2096
AK125769	15	34	35	29	15	43
MSH5-SAPCD1	241	536	1008	436	308	589
DQ569978	0	0	0	0	0	0
OR5C1	0	0	0	0	0	0
SNW1	533	1021	2319	1268	627	1135
KRTAP19-8	0	0	0	0	0	0
PKHD1L1	0	0	3	0	0	1
DQ575010	0	0	0	0	0	0
FAM179A	0	2	5	1	1	2
PBRM1	220	255	777	368	221	330
NFKBIE	339	811	1562	1531	1064	1993
LOC100500773	0	0	0	0	0	0
DDTL	33	79	184	55	27	65
MGC16025	0	0	1	0	1	0
RAD23B	1316	1834	5091	2761	1571	2799
AK091365	0	0	0	0	0	0
PIN1P1	0	0	1	0	0	0
DQ599539	0	0	0	0	0	0
NRM	364	700	1421	392	189	420
C16orf62	118	222	464	196	73	193
LINC00927	0	0	0	0	0	0
WBP2	919	1910	4151	2313	1109	2540
DQ599441	0	0	0	0	0	0
AK074615	0	2	4	1	1	2
Mir_548	0	0	0	0	0	0
BX648763	0	0	3	0	0	0
C15orf52	188	307	820	740	370	663
X97876	0	0	0	0	0	0
MIR3607	0	0	0	0	0	0
CERS3	0	0	0	1	0	1
SPINK1	475	859	1801	856	465	976
EBP	1512	3267	6536	1153	646	1360
BC028044	0	0	0	0	0	0
KRAS	305	322	1050	851	544	698
MID1IP1	367	796	1660	1590	781	1638
TPD52	606	577	1764	1014	611	798
BC022431	1	0	0	0	0	1
CWC15	297	400	832	405	205	442
OR8B4	0	0	0	0	0	0
RMDN2	23	31	100	27	21	26
SAP18	938	1513	3525	1678	909	1719
TMEM30C	0	0	0	0	0	0
BC044305	0	0	0	0	0	1
PTGER3	1	0	0	4	0	1
GAGE8	0	0	0	0	0	0
SOX4	1315	1723	4933	5457	3101	5478
NEDD4L	1111	1809	4822	4259	2337	4522
KIAA1201	23	26	53	14	5	10
DQ576037	0	0	0	0	0	0
FAM133CP	0	0	1	1	0	0
BC022892	1	0	9	4	5	3
FSIP1	0	2	8	2	1	0
PRKACA	419	710	1670	495	241	556
MTMR11	141	217	496	313	230	385
SNORD116-11	0	0	0	0	0	0
AK024736	4	15	54	40	25	49
Vimentin3	0	0	0	0	0	0
TPTE2	0	0	0	0	0	0
TNFAIP8L3	0	0	0	0	0	0
chromosome 10 open reading frame 139	0	0	0	0	0	0
CAPS	325	851	1596	338	159	378
HTATSF1	890	1356	2802	1363	726	1203
BUD13	126	196	425	248	121	237
MIRLET7C	0	0	0	0	0	0
BHLHE23	0	0	0	0	0	0
SBF1P1	0	0	0	0	0	0
DQ586570	0	0	0	0	0	0
POLR3D	215	354	942	728	353	801
TRPM1	0	0	0	0	0	0
PEX14	110	294	613	246	122	307
DQ586209	0	0	0	0	0	0
DYTN	0	0	0	0	0	0
NDUFA11	561	1350	2495	683	294	743
VTI1B	337	719	1422	543	267	586
PAN3-AS1	12	12	36	34	10	33
HIF3A	1	1	4	4	0	1
FAM210B	127	272	565	235	124	203
SNORD49A	0	0	0	0	0	0
UBA2	1267	1742	4687	2986	1791	2760
STX2	219	329	741	351	178	309
DYNLL1	2476	5111	10489	3611	1914	3512
IPMK	107	72	330	271	166	228
TTTY18	0	0	0	0	0	0
MLIP	0	1	4	1	0	1
C9orf84	0	0	0	0	0	0
GLRA1	1	0	1	0	1	0
DQ590885	0	0	0	0	0	0
TMEM179	0	0	0	0	0	0
MIR3689F	0	0	0	0	0	0
C2orf44	116	197	483	188	98	212
UGT1A8	0	0	0	0	0	0
AX747535	9	6	7	11	11	13
SNRPG	1065	2001	4526	1734	871	1514
USP17L15	0	0	0	0	0	0
SNORD38A	0	0	0	0	0	0
SLC10A6	1	0	0	0	0	1
AK297683	0	0	0	0	0	0
ZNF419	64	110	299	347	167	287
AX747530	6	10	17	16	14	12
HELZ	271	297	1034	696	338	637
ZNF490	22	40	65	74	40	78
ZNF271	241	369	830	375	213	311
RNF17	0	0	0	0	0	0
GTSE1	350	633	1569	335	159	382
ZNF790-AS1	6	3	4	14	1	5
BC022047	17	22	60	17	18	25
hDV102S1	0	0	0	0	0	0
SNX13	424	511	1738	837	474	782
RILPL2	113	215	390	213	111	187
PLS3	2357	2930	8552	4249	2091	3680
LOC644145	0	0	0	0	0	0
CHRNG	4	1	4	3	0	1
SEMA4G	186	271	755	256	131	281
COL12A1	408	615	1988	708	353	534
TEC	38	52	145	119	64	82
DQ580114	0	0	0	0	0	0
DQ571907	0	0	0	0	0	0
DQ590438	0	0	0	0	0	0
MPC2	1249	2043	4463	1010	742	1132
LINC00475	0	0	0	0	0	0
FAM168B	1049	1748	4671	2216	1132	2231
AX747806	1	2	5	0	6	8
NETO2	1040	1498	4081	957	572	957
CDC42P3	3	1	0	4	1	0
PCDHGA3	0	0	0	0	0	0
AK096987	0	0	0	0	0	0
GAS5	723	1311	2640	2413	1430	2551
BC062769	0	0	0	0	0	0
ZNF585A	27	66	188	142	76	128
RPLP2	4964	12446	19159	8309	5104	9168
GLT1D1	0	0	0	0	0	0
ZNF878	1	1	7	4	0	3
PPIA	22709	44682	89555	31617	17753	31134
GALNT2	2555	4714	12050	4060	2181	4509
TCHH	4	2	11	3	5	12
NFE2L1	3315	5942	14486	10765	5312	11065
TMEM14A	407	742	1515	503	300	485
PIDD	97	262	534	145	74	168
BIRC6	389	511	1621	961	516	878
PSIP1	531	634	1611	819	570	774
DQ572560	0	0	0	0	0	0
LINC00840	0	0	0	0	0	0
SLC4A1	0	2	6	0	2	6
PABPC5	0	0	0	0	0	0
TRIM68	100	172	398	301	135	285
TNFAIP8	265	283	769	971	651	822
CDK2AP2	384	996	1836	626	322	756
C7orf73	355	628	1230	569	342	561
FATE1	0	0	0	0	0	0
AL832439	6	20	62	36	22	51
PCDHGA4	0	1	5	0	0	0
DQ584979	0	0	0	0	0	0
IRF5	70	179	348	211	105	250
ALDH1L2	39	44	131	553	294	492
FLJ00385	0	0	0	0	0	0
KLC2	301	674	1465	704	298	772
UPK1A	0	4	0	1	2	5
NUTM2G	3	8	10	8	2	4
AX747793	2	0	2	2	2	0
PPIL3	162	260	568	336	176	299
FGF18	1	2	7	14	2	16
ATP2A1	7	30	39	24	16	32
MBD3L1	0	0	0	0	0	0
MIR4508	0	0	0	0	0	0
ITGBL1	4	2	5	3	2	3
AX746522	0	9	12	7	19	19
PSMB7	1139	2232	4618	1883	882	1959
FAM133B	176	173	503	317	217	333
ZNF525	95	118	390	270	126	269
ATP5I	639	1211	2136	673	358	732
UBAC2	497	925	1986	846	460	941
AB209315	63	141	133	62	130	73
OR2T5	0	0	0	0	0	0
DQ595670	0	0	0	0	0	0
BACH2	42	52	175	397	201	374
GRXCR1	0	0	0	0	0	0
SNORA14A	0	0	0	0	0	0
ANKS1A	685	1113	3032	1526	766	1823
EYA4	196	253	706	434	248	441
HIBCH	415	511	1455	487	321	483
BIVM-ERCC5	47	51	167	73	0	68
AX721264	1	2	0	1	0	1
SNORD115-14	0	0	0	0	0	0
PMP2	0	0	0	0	0	0
CNPY4	45	88	202	49	24	58
FAIM	172	315	668	266	124	222
LRRC1	269	328	930	410	222	459
DQ588704	0	0	0	0	0	0
MIR1301	0	0	0	0	0	0
SNORA10	0	1	2	1	0	4
CHD7	132	193	545	453	252	461
MARVELD2	110	120	403	233	127	258
PTGR1	172	300	666	464	286	512
PLCB2	98	185	383	169	127	212
AK097957	21	71	171	23	16	38
DQ593451	0	0	0	0	0	0
DQ591331	0	0	0	0	0	0
MIR548AV	0	0	0	0	0	0
DQ599403	0	0	0	0	0	0
TBC1D5	228	324	925	634	336	636
FCHSD2	87	156	375	234	142	268
TAF1A	66	52	189	146	82	133
ENPP4	368	310	1167	699	411	629
SnoU83B	0	0	0	0	0	0
DQ576744	0	0	0	0	0	0
BC010924	63	7	91	183	129	108
PDZD4	2	15	37	14	9	14
BST2	7	2	6	104	51	88
EPHX1	448	942	2036	674	330	706
PSPH	210	368	949	892	486	960
SYNDIG1	0	0	0	0	0	0
MSI1	1	5	8	4	0	4
AURKC	2	4	8	9	0	10
BC045163	16	21	51	40	25	46
FAM188B	74	157	384	138	69	127
DCAF13	500	755	1776	907	461	823
PLAC8	10	27	37	35	19	55
WIBG	150	401	652	277	161	256
ATP8B1	765	884	3121	1641	1006	1645
PCBP3	1	5	12	13	7	11
LOC283299	0	0	4	0	0	2
SDF2	531	1081	2113	738	372	780
FGF21	0	0	0	3	0	1
PHGDH	1012	2298	4663	3284	1633	3408
KIF1A	3605	6742	17561	7314	3302	8259
DPH1	73	204	361	214	90	216
AK294004	0	3	7	0	1	0
BC050301	1	1	6	2	0	2
MGAT4A	158	222	603	497	317	480
KLK1	2	2	4	1	1	3
LDB2	0	0	0	0	0	0
FAM194B	0	0	0	0	0	0
MIR668	0	0	0	0	0	0
MIR193B	0	0	0	0	0	0
SGOL2	381	327	809	312	254	269
LOC100507053	6	8	24	32	23	27
MATN3	20	25	72	60	42	58
GJB6	1	1	4	2	4	2
ATF4	2093	4204	8845	10154	5037	10676
G2E3	150	148	449	201	128	165
MSGN1	0	0	0	0	0	0
SNX8	381	876	2025	666	324	705
MIR147B	0	0	1	0	0	0
SPOCK3	3	7	20	4	0	2
C2orf50	1	1	9	4	3	3
BTBD3	205	256	786	454	308	426
AL110181	29	52	91	53	46	68
DQ585275	0	0	0	0	0	0
HLA-J	4	12	18	35	33	37
KRT77	0	0	0	0	0	0
C5orf34	66	108	317	198	153	201
CYP2D7P1	12	24	46	5	7	13
FKSG40	13	21	54	24	16	18
LY86	0	0	0	0	0	0
MIR376B	0	0	0	0	0	0
NEUROG3	0	0	0	0	0	0
DL492700	0	0	0	0	0	0
Prion_pknot	0	0	0	0	0	0
FAM183A	0	0	0	0	0	0
GNAT2	0	0	0	1	1	4
NPPB	1	0	3	7	1	10
ZFP69B	27	23	69	57	18	34
CLIC3	8	34	55	12	18	23
FAM83A	10	17	48	34	18	39
CLEC9A	0	0	0	0	0	0
BSN-AS2	0	3	8	5	1	5
LOC401242	0	0	1	0	0	0
FA2H	499	1029	2207	2236	1163	2561
CEP152	110	138	365	151	84	128
MIR4684	0	0	0	0	0	0
ADAP2	2	6	3	12	3	9
DQ575284	0	0	0	0	0	0
ZNF133	16	73	148	97	45	77
COL24A1	1	0	2	1	0	0
AKR1C4	3	6	6	2	0	2
ILKAP	278	592	1081	376	246	389
HV592900	0	0	0	0	0	0
BTNL9	6	31	66	22	3	12
LOC100507472	0	0	1	0	0	1
PRR19	10	31	64	19	15	19
SLC6A15	0	0	0	0	0	0
RAB42	6	15	24	35	21	33
TRPC4	0	0	0	17	3	7
