Gene	SAMN14563423_Series7_Calu3_Mock_1	SAMN14563422_Series7_Calu3_Mock_2	SAMN14563421_Series7_Calu3_Mock_3	SAMN14563420_Series7_Calu3_SARS-CoV-2_1	SAMN14563419_Series7_Calu3_SARS-CoV-2_2	SAMN14563418_Series7_Calu3_SARS-CoV-2_3
TAS2R4	0.0	0.0	0.12	0.0	0.0	0.0
WDR37	5.8	5.09	5.88	5.6	5.84	5.69
LOC101448202	0.0	0.0	0.0	0.0	0.0	0.0
DTWD2	1.63	1.1	1.99	1.22	1.73	0.81
LOC442497	0.0	0.05	0.0	0.09	0.0	0.03
ZNF467	1.35	0.87	0.82	0.92	1.37	1.07
OSBP2	2.94	2.35	2.55	2.79	2.16	1.61
RGMB	7.69	7.37	8.64	17.7	17.88	14.59
NBPF6	0.0	0.0	0.0	0.0	0.0	0.0
DQ599441	0.0	0.0	0.0	0.0	0.0	0.0
C4orf33	9.6	5.49	5.87	11.7	13.33	7.87
PPFIA4	0.31	0.41	0.35	0.25	0.89	0.25
DQ600106	0.0	0.0	0.0	0.0	0.0	0.0
SLC25A23	46.78	41.58	51.75	46.7	48.03	40.22
BC035733	0.0	0.0	0.1	0.0	0.0	0.0
MIR4661	0.0	0.0	0.0	0.0	0.0	0.0
SIRT3	8.84	7.9	9.14	8.21	7.39	6.49
DQ582448	0.0	0.0	0.0	0.0	0.0	0.0
DIP2A	3.46	2.87	4.5	4.56	5.04	3.55
AK055772	0.0	0.0	0.0	0.0	0.0	0.0
ST18	0.0	0.0	0.0	0.0	0.0	0.0
PPIAL4F	0.0	0.0	0.02	0.0	0.0	0.0
LBX2	0.55	1.31	0.8	0.49	1.46	0.67
UNQ697	0.0	0.0	0.06	0.3	0.56	0.0
BC037250	0.0	0.0	0.0	0.0	0.0	0.0
SLC27A1	16.12	20.42	19.59	17.02	16.26	15.27
HV303528	0.0	0.0	0.0	0.0	0.0	0.0
REG4	0.0	0.08	0.0	0.0	0.0	0.0
ZNF333	1.09	0.48	0.78	1.89	1.36	1.51
CEACAM6	64.23	46.53	62.22	64.58	61.66	54.51
QRSL1	12.71	8.21	9.67	12.39	11.64	9.13
SUGP1	12.32	15.04	15.74	11.92	11.63	11.02
PTPRZ1	0.28	0.21	0.51	1.01	1.13	0.78
GRAMD2	0.83	0.78	0.49	0.81	0.91	1.21
RPUSD2	7.32	7.26	5.25	4.04	4.46	4.52
AK057471	0.0	0.0	0.0	0.0	0.0	0.0
SLC6A16	0.07	0.07	0.08	0.03	0.0	0.16
SNORD12B	0.0	0.0	0.0	0.0	0.0	0.0
LOC100508120	0.94	0.94	1.46	2.1	2.09	1.18
DPCD	40.55	30.67	34.58	10.64	15.32	13.01
LOC728342	0.0	0.0	0.08	0.24	0.7	0.08
C17orf99	0.1	0.44	0.56	0.24	0.55	0.18
AX747269	2.33	1.83	2.23	2.4	1.6	1.35
HV531016	0.0	0.0	0.0	0.0	0.0	0.0
CTH	6.54	5.21	6.78	41.6	35.84	28.33
DD413671	0.0	0.0	0.0	0.0	0.0	0.0
BC044606	0.0	0.0	0.17	0.43	0.16	0.2
LRRC37A2	4.59	3.86	3.93	4.08	1.66	2.63
C17orf53	8.55	9.55	10.79	10.71	8.92	9.44
DL491527	0.0	0.0	0.0	16.53	0.0	0.0
UPF2	13.01	10.11	11.55	16.36	16.94	11.84
SLMO2-ATP5E	60.38	40.72	67.01	78.34	68.76	67.21
AGBL4	0.0	0.07	0.02	0.05	0.0	0.05
DDX3X	93.38	58.66	92.16	124.14	120.8	96.88
SCARNA9	0.88	1.32	0.0	0.43	1.63	3.02
TMEM219	143.63	165.38	136.48	149.89	170.4	136.17
PRSS53	4.58	4.05	3.27	2.19	2.03	2.21
AK093412	0.0	0.0	0.0	0.0	0.0	0.0
RGPD6	3.08	1.64	2.54	7.22	7.18	4.62
OR5M11	0.0	0.0	0.0	0.0	0.0	0.0
ENKUR	0.0	0.0	0.11	0.55	0.66	0.21
ANKRD36B	1.74	1.29	1.93	2.9	4.35	3.16
BC026261	0.0	0.0	0.0	0.0	0.0	0.0
DPM1	157.46	130.46	137.65	161.1	142.72	113.36
MAN1C1	0.0	0.12	0.23	0.03	0.06	0.02
GPR61	0.0	0.08	0.0	0.15	0.14	0.0
BAC05914.1	0.0	0.0	0.07	0.28	0.0	0.0
AK000840	0.0	0.0	0.0	0.0	0.0	0.0
POLR2K	83.86	61.83	63.07	86.02	90.71	61.79
FBXO28	27.55	16.65	24.83	31.35	33.29	20.66
RMND1	10.45	9.55	10.33	10.77	9.91	8.72
TMEM108	0.0	0.0	0.02	0.02	0.0	0.0
PIP4K2B	50.34	42.23	52.18	36.82	39.9	31.73
TAC3	0.0	0.0	0.13	0.15	0.0	0.11
ADAMTS13	0.56	1.17	1.19	1.7	2.79	1.45
LOC100506071	0.0	0.0	0.0	0.14	0.0	0.0
ZNF215	0.12	0.22	0.24	0.58	0.45	0.28
DQ580250	0.0	0.0	0.0	0.0	0.0	0.0
MIR3682	0.0	0.0	0.0	0.0	0.0	0.0
LOC100128682	0.0	0.0	0.01	0.0	0.0	0.0
ZC3H6	0.8	0.41	0.43	1.49	1.86	1.0
TOMM7	391.72	430.04	375.31	394.76	387.32	329.58
WAC-AS1	11.64	7.46	8.81	12.79	13.56	7.33
DQ580408	0.0	0.0	0.0	0.0	0.0	0.0
STAR	0.08	0.07	0.09	0.26	0.24	0.12
DQ588428	0.0	0.0	0.0	0.0	0.0	0.0
SNORA67	0.0	22.27	0.0	0.0	0.0	13.86
CSAD	1.21	2.08	1.9	1.93	1.13	1.37
AX747088	1.73	2.73	2.66	3.46	4.2	2.35
FAM74A1	0.46	0.8	0.88	0.88	0.42	0.9
FAM49A	0.09	0.06	0.02	0.15	0.08	0.1
MIR500A	0.0	0.0	0.0	0.0	0.0	0.0
RPS10-NUDT3	0.0	0.0	0.28	8.25	0.0	1.06
FSTL4	0.0	0.0	0.0	0.0	0.0	0.0
HMGA2	18.75	16.28	18.21	16.7	15.35	11.86
CDAN1	2.23	2.02	2.21	1.53	1.88	1.19
BC071802	0.0	0.0	0.0	0.0	0.0	0.0
AK097686	0.0	0.0	0.0	0.08	0.0	0.0
IFNG	0.0	0.0	0.0	0.0	0.0	0.0
KCNT1	0.0	0.02	0.0	0.0	0.0	0.0
TAPT1	6.2	3.1	4.7	7.53	8.64	4.82
CR936688	1.23	1.27	1.94	2.52	2.01	1.76
TBCEL	0.05	0.0	0.12	0.3	0.28	0.35
KCNK6	1.92	2.7	3.73	3.13	2.4	3.14
ANKFY1	7.86	6.02	8.78	15.51	13.04	10.9
ZNF69	0.88	1.38	0.8	1.24	2.05	1.36
NAB1	14.41	8.23	12.14	13.26	13.4	9.77
ACVR2B	0.38	0.38	0.55	0.81	0.96	0.59
ZNF562	4.57	2.89	5.11	10.73	11.23	8.33
DQ593386	0.0	0.0	0.0	0.0	0.0	0.0
KLHL8	3.38	2.38	2.72	3.12	2.66	2.38
AP1G2	19.14	22.98	23.39	14.09	12.98	13.25
RHNO1	45.3	35.04	38.58	19.42	21.73	16.57
SPIRE1	19.4	12.26	19.0	30.15	29.51	22.05
RNF4	35.28	34.52	39.2	35.16	34.47	27.91
BC017347	1.23	2.15	2.61	3.22	4.19	4.19
COX8C	0.0	0.24	0.24	0.24	0.0	0.0
BC045779	0.0	0.0	0.0	0.0	0.0	0.0
FAM230C	0.0	0.0	0.0	0.0	0.0	0.0
MIR449C	0.0	0.0	0.0	0.0	0.0	0.0
SMAP1	29.59	21.04	25.7	21.23	26.48	17.65
NDUFC1	101.28	108.93	94.15	62.96	57.33	51.19
BCL3	9.03	10.2	11.81	34.76	46.77	47.35
DQ573812	0.0	0.0	0.0	0.0	0.0	0.0
USH1G	0.29	0.03	0.01	0.0	0.16	0.06
KNDC1	0.46	0.22	0.28	0.88	0.58	0.92
MIR499A	0.0	0.0	0.0	0.0	0.0	0.0
SPAG6	0.0	0.0	0.0	0.0	0.0	0.06
CACNA1B	0.0	0.0	0.01	0.0	0.0	0.02
TMEM18	12.97	12.33	12.87	9.47	11.38	8.38
MIR890	0.0	0.0	0.0	0.0	0.0	0.0
LCN12	0.0	0.86	0.15	0.19	0.42	0.38
PFDN1	124.98	118.43	116.62	144.03	143.38	104.35
DQ588370	0.0	0.0	0.0	0.0	0.0	0.0
FGF21	0.0	0.0	0.0	0.3	0.0	0.08
INHBA	13.22	10.2	15.36	160.65	131.1	122.81
KLHDC2	21.33	15.14	19.56	17.22	22.16	15.25
CD58	34.91	22.6	26.31	30.71	34.03	19.62
PSG7	0.0	0.0	0.0	0.12	0.0	0.05
SLC10A1	0.0	0.0	0.09	0.0	0.0	0.15
ZNF41	5.2	2.51	3.29	6.18	4.65	3.03
TPPP3	42.28	39.55	46.13	13.03	18.74	14.41
SLC13A5	1.32	1.42	1.84	3.71	2.78	3.17
ABCB10	8.44	5.05	8.72	5.4	5.76	4.74
JA783513	0.0	0.0	0.0	0.0	0.0	0.0
SPAM1	0.0	0.0	0.0	0.0	0.0	0.0
FPGT	5.14	2.63	4.6	4.26	3.88	3.52
GSTK1	132.69	128.3	130.29	102.56	113.31	86.09
GNG2	0.06	0.0	0.04	0.1	0.11	0.18
CCDC167	102.8	101.72	92.77	56.86	58.0	44.58
C6orf185	0.0	0.19	0.0	0.19	0.0	0.0
LOC285629	0.0	0.0	0.0	0.0	0.0	0.0
COL11A1	0.0	0.0	0.0	0.0	0.0	0.0
MIR208B	0.0	0.0	0.0	0.0	0.0	0.0
L2HGDH	9.78	6.95	8.66	7.89	6.66	6.29
BC045791	0.0	0.0	0.0	0.0	0.0	0.0
AK125257	0.0	0.0	0.0	0.0	0.0	0.0
SCARNA9L	2.71	0.45	0.66	1.78	0.0	2.06
RPRD1A	30.72	22.77	32.18	40.81	31.98	28.9
MMP19	1.67	1.33	0.93	1.61	2.72	1.32
MORN4	4.8	4.94	6.78	4.74	5.7	5.06
LOC643201	0.09	0.02	0.01	0.32	0.04	0.18
MSTO2P	4.12	5.56	5.19	5.89	6.49	4.91
BAHCC1	0.12	0.22	0.11	0.63	0.7	0.65
CRYGA	0.0	0.0	0.0	0.0	0.0	0.0
ZNF23	8.52	5.57	6.48	10.75	13.61	8.5
KRT39	0.0	0.12	0.06	0.73	0.0	0.42
MARC1	11.95	9.78	11.15	4.07	4.14	3.73
AX747662	0.07	0.0	0.1	0.1	0.28	0.03
E2F7	8.17	5.46	7.76	10.36	11.92	7.07
AK021977	0.0	0.02	0.02	0.01	0.06	0.0
AX747031	0.0	0.0	0.0	0.0	0.0	0.0
ARID5B	3.09	1.87	2.38	6.87	7.79	5.65
CCDC171	0.86	0.59	0.65	0.46	0.43	0.39
BC024248	0.92	0.18	0.54	0.36	0.33	0.07
AF070569	2.62	0.9	0.37	0.42	1.77	1.47
CDK5RAP1	33.61	29.74	31.42	24.78	30.33	18.54
TTC18	0.5	1.56	0.86	1.85	0.84	0.9
AK311383	1.31	1.25	1.51	0.69	0.48	1.71
OTOP3	0.0	0.0	0.0	0.0	0.0	0.0
BC033837	0.0	0.0	0.0	0.04	0.0	0.0
C22orf42	0.0	0.0	0.0	0.0	0.0	0.0
LRRC56	0.58	0.84	1.06	0.64	0.66	0.82
ZFP36L1	52.01	42.27	58.14	120.26	111.42	95.45
PTER	10.16	5.64	9.74	23.44	21.24	16.41
IRAK2	10.06	7.79	10.78	62.56	63.25	54.22
RAB30	0.85	0.63	0.8	3.46	3.93	2.17
NEFM	0.4	0.26	0.22	0.16	0.15	0.04
HDHD2	14.34	11.04	13.81	13.7	11.84	8.3
TRNA_Thr	0.0	0.0	0.0	0.0	0.0	0.0
EHMT2	42.41	52.59	49.89	34.18	33.15	31.97
DQ601344	0.0	0.0	0.0	0.0	0.0	0.0
AX747246	0.1	0.05	0.11	0.16	0.0	0.08
GRIN3A	0.22	0.02	0.07	0.06	0.3	0.09
POLE	25.2	25.24	26.63	16.76	15.2	13.19
LRRc37A	2.36	0.45	0.51	1.24	0.0	0.92
SCN5A	0.0	0.35	0.08	0.43	0.17	0.04
VSIG2	0.0	0.1	0.1	0.0	0.35	0.07
SFN	190.67	223.97	210.86	170.47	128.05	134.66
TVP23A	0.92	0.83	1.26	1.36	1.04	1.2
DQ596646	0.47	0.19	0.68	0.32	0.42	0.32
RRP1B	12.8	9.71	13.72	11.62	9.89	9.03
TSSK4	0.94	0.65	1.03	1.93	1.96	1.65
FRAS1	5.05	3.38	5.67	7.59	6.81	5.5
CBL	2.81	1.8	2.97	4.17	3.99	3.05
TBC1D20	7.04	6.82	9.2	11.06	9.78	9.16
SNORA81	12.41	4.26	0.0	4.16	12.58	79.32
TMEM237	39.75	24.58	34.22	23.03	20.59	15.79
OR5B2	0.0	0.0	0.0	0.0	0.0	0.0
LINC00536	0.0	0.0	0.0	0.0	0.0	0.0
XAF1	1.25	0.71	1.26	30.71	32.99	21.17
SLC16A1	22.83	14.91	21.32	31.86	28.95	22.32
GNL3	65.45	50.95	54.47	58.86	65.3	41.5
FLJ00382	0.0	0.0	0.0	0.0	0.0	0.0
NR2F2-AS1	2.2	4.05	3.14	1.34	2.78	1.97
SLC26A11	1.94	2.28	2.06	3.43	2.97	3.08
MIR4464	0.0	0.0	0.0	0.0	0.0	0.0
TLE2	2.43	2.74	1.97	2.36	1.31	2.45
BC048103	0.0	0.0	0.01	0.05	0.0	0.09
SMAD3	21.94	22.15	25.92	63.4	63.02	45.66
PCED1A	12.45	13.49	14.26	10.02	11.38	8.57
EDN2	1.28	1.1	1.76	16.36	16.53	14.24
LOC146513	0.0	0.0	0.0	0.0	0.0	0.0
ZNF778	3.71	2.13	4.1	3.63	4.13	3.18
ZNF285	2.59	2.12	2.11	4.55	5.95	2.97
C8orf48	0.0	0.0	0.0	0.0	0.0	0.0
SH3RF3-AS1	0.0	0.0	0.05	0.0	0.13	0.0
BC031255	0.0	0.0	0.0	0.0	0.0	0.0
CBLN1	0.0	0.0	0.0	0.0	0.0	0.0
BC090058	0.0	0.26	0.29	0.66	0.87	0.44
HORMAD2	0.0	0.0	0.0	0.0	0.0	0.0
LINC00477	0.0	0.06	0.03	0.18	0.11	0.05
HCN4	0.0	0.0	0.01	0.0	0.0	0.01
ARHGAP36	0.0	0.0	0.0	0.0	0.0	0.0
EFCAB2	6.81	5.45	6.21	4.93	6.61	4.0
ABO	1.18	0.8	1.32	0.94	0.61	1.01
TRIM73	0.0	0.0	0.0	0.0	0.0	0.0
MT1IP	0.0	0.0	0.0	0.05	0.0	0.0
AK055957	0.0	0.0	0.0	0.0	0.0	0.0
RPUSD4	8.03	7.78	8.61	6.52	7.27	5.35
LILRA3	0.0	0.0	0.04	0.0	0.0	0.0
GALNT1	84.46	52.95	70.13	66.63	70.11	44.24
RBFOX3	0.07	0.2	0.22	0.43	0.0	0.03
MIR4297	0.0	0.0	0.0	0.0	0.0	0.0
AIRE	0.0	0.0	0.0	0.0	0.0	0.0
SDC2	0.0	0.0	0.02	0.0	0.0	0.0
EFCC1	0.08	0.3	0.18	0.18	0.0	0.14
TAF13	17.42	20.2	22.83	35.04	26.67	25.2
DQ598304	0.0	0.0	0.0	0.0	0.0	0.0
TAAR3	1.84	0.31	0.84	3.4	3.53	3.11
DQ599993	0.0	0.0	0.0	0.0	0.0	0.0
OR9Q1	0.0	0.0	0.0	0.0	0.0	0.0
MIR4532	0.0	0.0	0.0	0.0	0.0	0.0
MEOX1	0.0	0.0	0.0	0.0	0.0	0.0
STX7	23.82	13.92	20.46	25.0	25.68	17.85
ZXDC	13.23	11.8	14.86	18.13	17.72	14.79
XKRX	0.0	0.39	0.31	0.42	0.0	0.14
WNK4	0.64	0.57	0.64	0.45	1.19	0.69
ZNF546	0.7	0.11	0.44	0.87	1.07	0.6
COMMD6	22.09	18.94	17.13	15.63	20.65	12.65
TADA1	9.08	6.06	9.35	9.56	8.45	7.43
HLF	0.35	0.33	0.38	0.23	0.32	0.12
NF1P2	0.0	0.0	0.0	0.0	0.0	0.0
WHAMMP1	0.64	0.08	0.88	0.34	2.61	0.9
OFCC1	0.0	0.0	0.0	0.0	0.0	0.0
MYCL1	0.12	0.33	0.51	2.06	1.39	1.18
CAPG	332.19	333.94	321.82	249.0	245.49	203.28
LOC151171	0.0	0.0	0.0	0.0	0.0	0.0
HIST1H2BK	143.8	157.3	162.39	79.18	70.2	73.57
AY927633	0.04	0.0	0.02	0.04	0.04	0.0
KLHL7-AS1	0.63	0.43	0.29	0.54	1.08	0.63
DQ575741	0.0	0.0	0.0	0.0	0.0	0.0
ZNF517	4.38	5.22	5.53	5.14	4.03	5.14
TP53I13	28.07	40.58	33.48	23.91	26.26	24.79
C14orf80	20.83	34.18	25.56	10.94	11.33	9.21
GIGYF2	13.08	9.26	16.84	18.76	16.16	14.74
CFLAR	157.15	140.24	160.94	571.31	571.65	412.25
DNAJA1	247.78	213.71	237.24	342.92	323.33	245.11
LOC728819	2.23	2.5	2.49	4.29	4.9	4.04
MNT	6.06	5.76	6.83	9.52	8.26	8.57
FAM19A3	0.0	0.0	0.0	0.2	0.0	0.16
LOC100131347	1.65	2.25	2.2	2.25	1.94	1.61
LRRC45	20.18	25.9	21.57	3.6	4.39	4.47
BC150507	0.0	0.0	0.1	0.0	0.37	0.0
SOLH	28.83	36.33	35.8	24.68	28.83	21.63
RSRC1	31.45	23.51	25.62	28.43	33.24	19.91
PSORS1C1	9.78	9.4	9.86	19.54	16.0	13.55
KLRC3	1.58	0.0	0.07	0.14	0.0	0.09
MCOLN2	5.7	3.73	5.36	4.33	5.64	3.16
DDX11L10	0.0	0.0	0.0	0.0	0.0	0.0
ACTRT2	0.0	0.0	0.0	0.0	0.0	0.0
LINC-ROR	0.0	0.0	0.1	0.66	0.5	0.81
PLCXD2	0.5	0.56	0.66	1.59	0.72	0.95
SLC16A6	0.21	0.03	0.05	0.49	0.47	0.38
DQ586689	0.0	0.0	0.0	0.0	0.0	0.0
LOC220729	7.21	6.31	9.95	4.59	4.8	3.7
AP3M1	26.64	18.88	22.59	28.03	27.27	19.03
GAST	0.57	0.29	0.0	0.0	0.0	0.0
ANKRD62	0.0	0.0	0.04	0.09	0.19	0.04
SRXN1	19.54	16.51	19.16	22.57	20.63	17.93
DQ594669	0.0	0.0	0.0	0.0	0.0	0.0
PRR23A	0.0	0.04	0.0	0.0	0.0	0.0
MRPL12	179.05	223.81	204.38	94.7	104.66	88.14
ANP32AP1	0.0	0.0	0.0	0.0	0.0	0.0
SAMD7	0.0	0.0	0.0	0.0	0.0	0.0
C3AR1	0.0	0.0	0.0	0.31	0.4	0.06
AF520419	0.0	0.0	0.0	0.0	0.0	0.0
TTTY12	0.0	0.0	0.0	0.0	0.0	0.0
HIBADH	127.37	94.83	111.44	128.35	134.35	92.09
ZNF774	1.02	1.24	1.15	2.05	1.54	1.16
PRND	0.0	0.0	0.0	0.0	0.05	0.06
PGCP1	0.0	0.0	0.0	0.0	0.0	0.0
IGSF11-AS1	0.0	0.0	0.03	0.0	0.0	0.0
ZNF727	0.0	0.0	0.0	0.0	0.0	0.0
ANP32E	82.8	53.21	80.47	57.26	56.9	46.26
DARS2	36.47	25.67	36.28	20.34	22.53	16.3
MYPN	0.16	0.2	0.24	0.6	0.54	0.18
NXF4	0.0	0.0	0.0	0.0	0.0	0.0
LCN6	0.0	0.0	0.0	0.0	0.0	0.0
GRIA1	0.0	0.0	0.0	0.0	0.0	0.04
MIR3714	0.0	0.0	0.0	0.0	0.0	0.0
FSTL1	5.72	4.06	5.39	7.59	7.34	5.45
ZPBP	0.0	0.0	0.0	0.0	0.0	0.0
TAS2R13	0.13	0.0	0.0	0.13	0.0	0.05
ZNF560	0.0	0.0	0.0	0.0	0.0	0.0
TNIP1	157.67	160.95	172.94	446.06	452.31	390.61
LOC440934	0.83	0.55	0.34	1.36	4.05	0.64
LINC00264	0.0	0.0	0.0	0.0	0.0	0.08
OR2T12	0.0	0.0	0.0	0.0	0.0	0.0
EVX2	0.0	0.0	0.0	0.0	0.0	0.0
BASP1	0.0	0.12	0.08	0.3	0.64	0.21
GGA3	14.86	13.85	15.42	19.92	15.85	16.5
MIR3920	0.0	0.0	0.0	0.0	0.0	0.0
BMP6	0.0	0.1	0.06	0.1	0.0	0.05
ZNF254	2.78	1.73	3.23	6.2	7.44	5.27
OR6C76	0.0	0.0	0.0	0.0	0.0	0.0
NPY1R	5.26	2.9	4.61	2.0	2.6	1.74
GNG12-AS1	0.09	0.1	0.02	0.0	0.0	0.03
C7orf25	20.58	16.77	24.19	23.12	24.89	19.15
TREM1	3.99	3.14	3.31	4.57	6.65	3.77
AK303207	0.0	0.0	0.0	0.0	0.0	0.0
AB231784	0.0	0.0	0.0	0.0	0.0	0.0
KIF2A	18.01	12.17	18.8	22.37	25.36	15.46
MROH5	0.0	0.0	0.0	0.0	0.0	0.0
APOLD1	2.14	1.7	2.04	4.66	3.75	2.99
AX747639	0.0	0.0	0.05	0.0	0.0	0.0
MRPS10	49.08	39.38	44.57	59.74	54.14	43.35
PKD2	14.26	6.19	11.09	5.89	4.84	4.04
DQ589067	0.0	0.0	0.0	0.0	0.0	0.0
GUCA2B	0.0	0.21	0.0	0.2	0.0	0.16
TMEM5	22.29	19.17	19.91	16.33	18.29	12.36
POLE4	62.12	62.43	65.79	29.62	20.97	23.0
svRNAa	0.0	0.0	0.0	0.0	0.0	0.0
DYNC2LI1	28.32	22.4	23.25	22.21	25.34	17.37
GUSBP11	5.29	4.84	6.6	4.76	4.79	4.42
AK092098	1.5	1.22	1.29	1.29	0.85	0.74
EPB41L1	33.52	24.6	35.53	23.52	21.77	18.28
UBC	1423.8	1478.03	1371.84	2007.14	2067.36	1601.79
LONP1	45.14	54.37	55.02	42.95	41.68	36.16
LOC340094	0.0	0.0	0.0	0.0	0.0	0.0
SLC38A10	56.16	66.38	59.57	36.94	36.99	34.28
ARFRP1	21.91	27.34	22.35	18.96	15.87	15.04
BC015590	0.29	0.2	0.05	0.04	0.27	0.2
TGM4	0.29	0.2	0.33	0.14	0.55	0.26
ADSL	97.05	104.99	102.4	79.65	68.28	68.41
DL492057	0.0	0.0	0.0	0.0	0.0	0.0
AK092313	0.0	0.0	0.0	0.0	0.0	0.0
AF279780	0.0	0.0	0.0	0.0	0.0	0.0
SPATA5L1	7.0	8.08	9.21	9.77	9.41	10.23
HILPDA	40.26	27.92	18.24	27.68	31.17	24.69
STARD6	0.0	0.0	0.0	0.0	0.0	0.0
RNF5P1	0.21	0.22	0.25	0.61	0.19	0.72
CLEC16A	10.65	9.31	8.65	13.01	10.31	10.64
CCDC159	3.15	3.02	4.25	2.67	3.51	3.32
ACVR2B-AS1	0.81	0.48	0.43	0.59	0.51	0.55
LOC100505817	0.56	0.52	0.41	0.22	0.17	0.28
CCDC43	40.21	28.04	36.07	40.86	48.55	32.41
ZNF768	37.67	41.65	40.5	38.08	37.86	33.04
MIR4280	0.0	0.0	0.0	0.0	0.0	0.0
RIN1	8.83	10.0	9.33	5.42	4.7	4.81
FLJ42351	2.03	0.25	1.49	1.99	0.93	0.58
DQ589180	0.0	0.0	0.0	0.0	0.0	0.0
LOC399744	0.95	1.52	1.59	2.76	2.28	2.44
MGC15885	0.0	0.0	0.0	0.0	0.0	0.0
EDAR	0.0	0.12	0.01	0.0	0.0	0.04
UBE4B	8.31	11.11	11.63	7.55	8.16	5.66
ZC3H18	29.15	30.99	31.16	29.52	27.45	24.77
PCDH9	0.56	0.23	0.42	1.12	0.7	0.52
ABHD3	42.93	28.23	38.04	25.68	28.14	21.1
AK126532	0.0	0.0	0.0	1.36	0.0	2.15
CD22	2.49	2.91	3.3	14.78	12.63	9.47
ELOVL2	0.29	0.12	0.13	0.19	0.09	0.04
PAPOLB	0.0	0.0	0.0	0.0	0.0	0.0
LOC100505495	0.0	0.12	0.1	0.2	0.0	0.11
BC042033	0.19	0.0	0.0	0.0	0.0	0.0
bK250D10.C22.8	0.62	3.05	1.69	0.34	0.0	0.19
PCP2	0.0	0.0	0.22	0.53	0.0	0.23
VSIG10	13.27	10.78	13.0	9.39	8.24	7.74
SMIM15	58.88	45.7	57.86	82.61	80.81	62.33
EIF2S1	36.39	28.41	32.6	27.52	27.61	20.22
GGNBP2	112.32	88.09	99.95	177.18	192.12	126.92
TIFAB	0.0	0.0	0.0	0.0	0.0	0.0
RFTN2	0.0	0.03	0.11	0.16	0.06	0.05
MORN3	1.69	0.66	1.11	1.01	0.23	1.32
FGF1	0.06	0.0	0.11	0.27	0.15	0.39
MIR639	0.0	0.0	0.0	0.0	0.0	0.0
SOX8	0.6	0.36	0.45	0.26	0.66	0.33
CLIC6	0.84	0.34	0.5	0.51	0.9	0.38
PSMB1	371.59	407.66	379.02	328.85	329.57	240.4
NLRP9	0.23	0.06	0.14	0.06	0.1	0.09
FCHSD1	10.02	10.07	11.12	14.02	12.87	10.24
IQSEC3	0.0	0.0	0.0	0.0	0.0	0.01
ZNF320	1.13	0.97	1.47	3.19	4.64	1.79
CABP5	0.0	0.0	0.0	0.06	0.0	0.0
RFWD2	32.48	26.96	26.26	31.42	40.82	23.29
LYZL4	0.0	0.0	0.0	0.0	0.0	0.0
SEMA4C	12.21	13.37	12.84	21.28	22.18	18.84
ULBP1	2.56	1.76	2.13	11.12	11.02	7.61
FSD2	0.0	0.09	0.02	0.0	0.0	0.0
GPRC6A	0.0	0.0	0.0	0.0	0.0	0.0
BC041654	0.0	0.0	0.0	0.0	0.0	0.0
BC037927	0.0	0.0	0.0	0.0	0.0	0.0
EF070122	0.0	0.0	0.0	0.0	0.0	0.0
OR11L1	0.0	0.0	0.0	0.0	0.0	0.0
NEUROG2	0.0	0.0	0.0	0.0	0.0	0.0
PTPN12	19.59	12.31	17.42	43.08	69.67	26.8
SLC38A5	0.42	0.16	0.25	0.2	0.09	0.24
XKR3	0.0	0.0	0.0	0.0	0.0	0.0
MIR146B	0.0	0.0	0.0	0.0	0.0	0.0
AB062081	2.96	2.69	2.72	5.16	9.38	4.31
CD164	216.11	112.37	180.03	190.16	227.26	134.91
IZUMO4	0.24	1.22	1.08	0.73	0.64	0.79
DQ579263	0.0	0.0	0.0	0.0	0.0	0.0
SGTA	45.17	51.43	50.84	37.39	34.27	31.8
LOC375196	0.0	0.0	0.0	0.0	0.0	0.0
DQ581594	0.0	0.0	0.0	0.0	0.0	0.0
MIS18A	14.76	10.75	10.5	11.37	11.8	8.69
EHHADH-AS1	0.0	0.0	0.0	0.0	0.0	0.0
ADD3	29.37	13.43	24.96	30.61	31.71	20.2
GAS6	1.38	1.54	1.56	1.71	2.23	0.99
LINC00940	0.0	0.0	0.0	0.0	0.0	0.0
HIST1H3J	0.56	0.28	0.0	0.83	0.0	0.85
RNF8	7.18	5.85	6.55	6.69	6.39	5.03
DQ578686	0.0	0.0	0.0	0.0	0.0	0.0
LOC283440	0.0	0.0	0.0	0.0	0.0	0.0
AY927613	0.0	0.0	0.0	0.0	0.0	0.0
NTN3	0.0	0.0	0.0	0.0	0.0	0.04
MRPL16	69.92	68.95	75.54	47.77	53.97	36.59
MGC4836	11.07	5.24	8.99	14.98	15.34	9.0
LOC100506368	0.72	0.62	0.52	1.32	0.0	0.27
TLX2	0.0	0.0	0.0	0.09	0.1	0.0
PAI1	0.0	0.0	0.0	0.0	0.0	0.0
DQ597986	0.0	0.0	0.0	0.0	0.0	0.0
GALNT7	17.76	8.59	14.46	13.8	14.78	10.18
RBSG4	0.0	0.0	0.0	0.05	0.0	0.0
CPOX	13.18	11.67	17.29	7.16	10.96	6.42
FAAH	10.74	7.72	8.5	7.38	6.86	7.08
HAUS3	4.32	3.13	4.84	5.58	5.66	3.89
MFSD12	29.88	35.06	35.4	32.08	27.17	26.6
TMEM222	23.15	28.36	26.28	15.15	14.54	12.16
IGFBP3	834.93	672.47	763.21	1042.5	1303.07	863.62
