gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	Cell_Identity
EIF4A1	0.056152975	0.462253224	1.0	0.37	1.0	PLIN2+_Fibroblasts	Mesenchyme
RAD50	0.020515977	0.461380444	0.5	0.206	1.0	PLIN2+_Fibroblasts	Mesenchyme
ACSS3	0.010311736	0.461310254	0.5	0.045	1.0	PLIN2+_Fibroblasts	Mesenchyme
OSTC	0.055396113	0.4611966220000001	1.0	0.503	1.0	PLIN2+_Fibroblasts	Mesenchyme
GRHPR	0.012989700000000002	0.461083518	0.833	0.284	1.0	PLIN2+_Fibroblasts	Mesenchyme
APPBP2	0.010096186	0.460856413	0.5	0.132	1.0	PLIN2+_Fibroblasts	Mesenchyme
DCBLD1	0.009191953	0.458996725	0.5	0.047	1.0	PLIN2+_Fibroblasts	Mesenchyme
PES1	0.0033679540000000003	0.458863048	0.667	0.139	1.0	PLIN2+_Fibroblasts	Mesenchyme
SNX21	0.002240784	0.4585766570000001	0.667	0.049	1.0	PLIN2+_Fibroblasts	Mesenchyme
TUBA1C	0.096310811	0.458445423	0.667	0.395	1.0	PLIN2+_Fibroblasts	Mesenchyme
POLR2B	0.02826643	0.458226736	0.667	0.204	1.0	PLIN2+_Fibroblasts	Mesenchyme
DIMT1	0.006484893	0.457636238	0.5	0.138	1.0	PLIN2+_Fibroblasts	Mesenchyme
UGDH	0.043953375	0.457173168	0.667	0.124	1.0	PLIN2+_Fibroblasts	Mesenchyme
SHISA4	0.00126006	0.456119801	0.5	0.052000000000000005	1.0	PLIN2+_Fibroblasts	Mesenchyme
CALHM2	0.018700898	0.45589403	0.5	0.133	1.0	PLIN2+_Fibroblasts	Mesenchyme
MYH10	0.115065837	0.4558205970000001	0.5	0.041	1.0	PLIN2+_Fibroblasts	Mesenchyme
PTBP1	0.036458969	0.455661825	0.5	0.272	1.0	PLIN2+_Fibroblasts	Mesenchyme
OST4	0.020566084	0.455581298	1.0	0.871	1.0	PLIN2+_Fibroblasts	Mesenchyme
CAMLG	0.020879501	0.454741904	0.833	0.284	1.0	PLIN2+_Fibroblasts	Mesenchyme
BRIX1	0.007820374	0.454154851	0.5	0.14	1.0	PLIN2+_Fibroblasts	Mesenchyme
SBDS	0.078679298	0.454086976	1.0	0.411	1.0	PLIN2+_Fibroblasts	Mesenchyme
ACSM3	0.003808766	0.453848092	0.5	0.053	1.0	PLIN2+_Fibroblasts	Mesenchyme
MRC2	0.034895475	0.453639115	0.5	0.049	1.0	PLIN2+_Fibroblasts	Mesenchyme
CEBPZOS	0.015028672	0.453067139	0.833	0.218	1.0	PLIN2+_Fibroblasts	Mesenchyme
ZNF667-AS1	0.018313326	0.452952783	0.5	0.051	1.0	PLIN2+_Fibroblasts	Mesenchyme
COPRS	0.107578211	0.452321575	0.833	0.181	1.0	PLIN2+_Fibroblasts	Mesenchyme
LONP2	0.028399073	0.452247049	0.333	0.211	1.0	PLIN2+_Fibroblasts	Mesenchyme
DTWD1	0.008259792	0.45214769	0.5	0.142	1.0	PLIN2+_Fibroblasts	Mesenchyme
HDAC7	0.056945871	0.452012216	0.667	0.125	1.0	PLIN2+_Fibroblasts	Mesenchyme
TSPAN5	0.15843960599999998	0.451670904	0.5	0.042	1.0	PLIN2+_Fibroblasts	Mesenchyme
EIF4H	0.042350331	0.4506584870000001	0.833	0.391	1.0	PLIN2+_Fibroblasts	Mesenchyme
SSR2	0.05682656	0.450567911	0.833	0.6659999999999999	1.0	PLIN2+_Fibroblasts	Mesenchyme
MAP4K4	0.024787183	0.450063426	0.5	0.13699999999999998	1.0	PLIN2+_Fibroblasts	Mesenchyme
SBF2	0.041327533	0.449738996	0.667	0.132	1.0	PLIN2+_Fibroblasts	Mesenchyme
MZT2B	0.064657941	0.449369635	0.667	0.377	1.0	PLIN2+_Fibroblasts	Mesenchyme
TMEM69	0.002065123	0.449333607	0.333	0.151	1.0	PLIN2+_Fibroblasts	Mesenchyme
SRSF2	0.078232043	0.44852491	0.667	0.459	1.0	PLIN2+_Fibroblasts	Mesenchyme
IRF2BPL	0.024307251	0.448253373	0.5	0.139	1.0	PLIN2+_Fibroblasts	Mesenchyme
LRRC59	0.020992484	0.448057705	0.333	0.22	1.0	PLIN2+_Fibroblasts	Mesenchyme
SGCB	0.030710655	0.44750869	0.5	0.054000000000000006	1.0	PLIN2+_Fibroblasts	Mesenchyme
RPS2	0.107841923	0.446510037	1.0	0.99	1.0	PLIN2+_Fibroblasts	Mesenchyme
TAX1BP3	0.026781505	0.446302907	0.5	0.219	1.0	PLIN2+_Fibroblasts	Mesenchyme
PTPDC1	0.000774315	0.44599675	0.5	0.062	1.0	PLIN2+_Fibroblasts	Mesenchyme
PSMB5	0.052957849	0.445473539	0.667	0.391	1.0	PLIN2+_Fibroblasts	Mesenchyme
TGFBR3	0.269548624	0.445396382	0.5	0.093	1.0	PLIN2+_Fibroblasts	Mesenchyme
SH3BP5	0.211226553	0.4453526470000001	0.667	0.34700000000000003	1.0	PLIN2+_Fibroblasts	Mesenchyme
MYCBP2	0.07905435200000001	0.444905834	0.667	0.262	1.0	PLIN2+_Fibroblasts	Mesenchyme
GNPNAT1	0.001217856	0.444842101	0.333	0.063	1.0	PLIN2+_Fibroblasts	Mesenchyme
PCYOX1	0.05911124	0.44413221	0.5	0.133	1.0	PLIN2+_Fibroblasts	Mesenchyme
CST3	0.269283734	0.444099112	1.0	0.955	1.0	PLIN2+_Fibroblasts	Mesenchyme
NACA	0.042292919000000005	0.444057442	1.0	0.984	1.0	PLIN2+_Fibroblasts	Mesenchyme
GPX7	0.008354244	0.443866131	0.5	0.061	1.0	PLIN2+_Fibroblasts	Mesenchyme
TMEM14C	0.057866345	0.443393276	1.0	0.5820000000000001	1.0	PLIN2+_Fibroblasts	Mesenchyme
SMARCA1	0.023887242000000003	0.442891112	0.333	0.059	1.0	PLIN2+_Fibroblasts	Mesenchyme
NAB2	0.003959692	0.44197605	0.5	0.064	1.0	PLIN2+_Fibroblasts	Mesenchyme
RPL7A	0.046075363	0.441336094	1.0	0.995	1.0	PLIN2+_Fibroblasts	Mesenchyme
NFIA	0.107033133	0.441007784	0.5	0.192	1.0	PLIN2+_Fibroblasts	Mesenchyme
PPP2R1A	0.039851443	0.440845679	1.0	0.405	1.0	PLIN2+_Fibroblasts	Mesenchyme
POLR2I	0.232970389	0.440811296	1.0	0.34600000000000003	1.0	PLIN2+_Fibroblasts	Mesenchyme
PXDC1	0.028036117000000003	0.439765649	0.5	0.062	1.0	PLIN2+_Fibroblasts	Mesenchyme
MAP7D3	0.019919602	0.439647898	0.667	0.063	1.0	PLIN2+_Fibroblasts	Mesenchyme
C1QBP	0.044217892	0.439596386	1.0	0.456	1.0	PLIN2+_Fibroblasts	Mesenchyme
ATXN10	0.034902907000000004	0.4395256320000001	0.667	0.29100000000000004	1.0	PLIN2+_Fibroblasts	Mesenchyme
B4GAT1	0.00358162	0.439235878	0.5	0.067	1.0	PLIN2+_Fibroblasts	Mesenchyme
TBCB	0.047814593	0.4391966470000001	0.833	0.399	1.0	PLIN2+_Fibroblasts	Mesenchyme
RRAGC	0.006952785	0.438850767	0.333	0.157	1.0	PLIN2+_Fibroblasts	Mesenchyme
EIF3B	0.010075031	0.438797291	0.5	0.155	1.0	PLIN2+_Fibroblasts	Mesenchyme
TLE1	0.013013669	0.438676981	0.5	0.065	1.0	PLIN2+_Fibroblasts	Mesenchyme
DST	0.216942642	0.43692538	0.5	0.219	1.0	PLIN2+_Fibroblasts	Mesenchyme
APBB2	0.061533063	0.436914089	0.5	0.06	1.0	PLIN2+_Fibroblasts	Mesenchyme
TRIP6	0.005676847	0.436794005	0.333	0.161	1.0	PLIN2+_Fibroblasts	Mesenchyme
CKAP4	0.039018383	0.435114341	0.5	0.147	1.0	PLIN2+_Fibroblasts	Mesenchyme
HYI	0.08096081	0.435081043	0.833	0.206	1.0	PLIN2+_Fibroblasts	Mesenchyme
RAD23B	0.029626357	0.434692305	0.833	0.301	1.0	PLIN2+_Fibroblasts	Mesenchyme
SLIRP	0.047267415	0.4337450370000001	0.333	0.458	1.0	PLIN2+_Fibroblasts	Mesenchyme
ZNF292	0.061067701	0.433690171	0.333	0.21600000000000005	1.0	PLIN2+_Fibroblasts	Mesenchyme
GLT8D1	0.051428093	0.433570473	0.5	0.14400000000000002	1.0	PLIN2+_Fibroblasts	Mesenchyme
ZEB1	0.199784082	0.433163609	0.667	0.052000000000000005	1.0	PLIN2+_Fibroblasts	Mesenchyme
SUMF2	0.027346727	0.432891435	0.667	0.305	1.0	PLIN2+_Fibroblasts	Mesenchyme
SLC38A2	0.184896113	0.432569122	0.667	0.334	1.0	PLIN2+_Fibroblasts	Mesenchyme
IL17RC	0.000499932	0.432520409	0.5	0.076	1.0	PLIN2+_Fibroblasts	Mesenchyme
RHOB	0.300047143	0.432094533	1.0	0.772	1.0	PLIN2+_Fibroblasts	Mesenchyme
LRRC16A	0.009840241	0.432082101	0.333	0.07200000000000001	1.0	PLIN2+_Fibroblasts	Mesenchyme
FAH	0.017299583	0.431843105	0.5	0.159	1.0	PLIN2+_Fibroblasts	Mesenchyme
GIGYF2	0.015747481	0.430808114	0.667	0.16	1.0	PLIN2+_Fibroblasts	Mesenchyme
ITGB1BP1	0.042641394000000006	0.43064677	0.5	0.226	1.0	PLIN2+_Fibroblasts	Mesenchyme
RPL35A	0.068697784	0.43039294	1.0	0.988	1.0	PLIN2+_Fibroblasts	Mesenchyme
GGT5	0.231726489	0.430389115	0.5	0.051	1.0	PLIN2+_Fibroblasts	Mesenchyme
ADIRF	0.550384946	0.429456279	0.667	0.225	1.0	PLIN2+_Fibroblasts	Mesenchyme
NOB1	0.009324585	0.429059028	0.667	0.166	1.0	PLIN2+_Fibroblasts	Mesenchyme
RPL32	0.091479915	0.428771102	1.0	0.993	1.0	PLIN2+_Fibroblasts	Mesenchyme
SMNDC1	0.037178111	0.428339964	0.667	0.232	1.0	PLIN2+_Fibroblasts	Mesenchyme
RER1	0.036510601	0.424998475	0.833	0.4270000000000001	1.0	PLIN2+_Fibroblasts	Mesenchyme
KLF3	0.106409307	0.42444822	1.0	0.274	1.0	PLIN2+_Fibroblasts	Mesenchyme
POLR1E	0.001054947	0.424138277	0.667	0.084	1.0	PLIN2+_Fibroblasts	Mesenchyme
EMP3	0.245401934	0.423066481	1.0	0.64	1.0	PLIN2+_Fibroblasts	Mesenchyme
KLHDC8B	0.013000046	0.422863838	0.333	0.08	1.0	PLIN2+_Fibroblasts	Mesenchyme
CDK6	0.075335897	0.422863838	0.5	0.071	1.0	PLIN2+_Fibroblasts	Mesenchyme
MPST	0.097338943	0.422570285	0.667	0.336	1.0	PLIN2+_Fibroblasts	Mesenchyme
BACE1	0.002115502	0.422516545	0.667	0.085	1.0	PLIN2+_Fibroblasts	Mesenchyme
ARMCX1	0.00588736	0.421764491	0.5	0.083	1.0	PLIN2+_Fibroblasts	Mesenchyme
MIB1	0.010787259	0.421099684	0.5	0.08199999999999999	1.0	PLIN2+_Fibroblasts	Mesenchyme
IL15RA	0.079217777	0.42107079	0.5	0.07200000000000001	1.0	PLIN2+_Fibroblasts	Mesenchyme
WDFY2	0.041985939000000014	0.42067423	0.333	0.161	1.0	PLIN2+_Fibroblasts	Mesenchyme
SFXN4	0.0006073119999999999	0.420550829	0.667	0.08800000000000001	1.0	PLIN2+_Fibroblasts	Mesenchyme
SGCE	0.038127663	0.420146602	0.5	0.078	1.0	PLIN2+_Fibroblasts	Mesenchyme
UBE2L6	0.13114468599999998	0.41997702	1.0	0.414	1.0	PLIN2+_Fibroblasts	Mesenchyme
MYL9	0.57920584	0.4197219270000001	0.5	0.135	1.0	PLIN2+_Fibroblasts	Mesenchyme
STAT2	0.041643079	0.41970319	0.5	0.162	1.0	PLIN2+_Fibroblasts	Mesenchyme
MRPL10	0.027134434	0.419152479	0.5	0.168	1.0	PLIN2+_Fibroblasts	Mesenchyme
WDR74	0.036725763	0.418575868	0.5	0.165	1.0	PLIN2+_Fibroblasts	Mesenchyme
C8orf59	0.056624501	0.418410963	0.833	0.513	1.0	PLIN2+_Fibroblasts	Mesenchyme
METTL3	0.005537121	0.418329599	0.5	0.087	1.0	PLIN2+_Fibroblasts	Mesenchyme
REXO2	0.07266844	0.418223211	0.667	0.29600000000000004	1.0	PLIN2+_Fibroblasts	Mesenchyme
RORA	0.12207599	0.417135795	0.333	0.14400000000000002	1.0	PLIN2+_Fibroblasts	Mesenchyme
MRPL2	0.010895025	0.4164034620000001	0.5	0.179	1.0	PLIN2+_Fibroblasts	Mesenchyme
TNFAIP2	0.198937306	0.415478753	0.333	0.247	1.0	PLIN2+_Fibroblasts	Mesenchyme
BMI1	0.005252498	0.415337308	0.333	0.09	1.0	PLIN2+_Fibroblasts	Mesenchyme
MTSS1	0.162874375	0.415018728	0.5	0.136	1.0	PLIN2+_Fibroblasts	Mesenchyme
TGFB1I1	0.146163161	0.414906466	0.333	0.07	1.0	PLIN2+_Fibroblasts	Mesenchyme
TSEN34	0.04540764	0.414825105	0.833	0.244	1.0	PLIN2+_Fibroblasts	Mesenchyme
WDR75	0.008999846	0.414016645	0.5	0.09	1.0	PLIN2+_Fibroblasts	Mesenchyme
RSF1	0.06814667599999999	0.4138886470000001	0.667	0.302	1.0	PLIN2+_Fibroblasts	Mesenchyme
RPL7	0.061349868	0.41386045	1.0	0.96	1.0	PLIN2+_Fibroblasts	Mesenchyme
MT-ATP8	0.178582203	0.413126747	1.0	0.992	1.0	PLIN2+_Fibroblasts	Mesenchyme
EBNA1BP2	0.0298746	0.412645629	0.333	0.173	1.0	PLIN2+_Fibroblasts	Mesenchyme
SMIM7	0.035546109	0.412565487	0.667	0.322	1.0	PLIN2+_Fibroblasts	Mesenchyme
NCL	0.082448773	0.411643318	0.833	0.672	1.0	PLIN2+_Fibroblasts	Mesenchyme
TIMM9	0.011151755	0.411578268	0.5	0.184	1.0	PLIN2+_Fibroblasts	Mesenchyme
NUCB2	0.33474534	0.411189788	0.833	0.28300000000000003	1.0	PLIN2+_Fibroblasts	Mesenchyme
ZNF22	0.033854423	0.410980003	0.5	0.173	1.0	PLIN2+_Fibroblasts	Mesenchyme
TMED9	0.077351947	0.410944248	1.0	0.463	1.0	PLIN2+_Fibroblasts	Mesenchyme
USP11	0.053805365	0.410044306	0.667	0.16699999999999998	1.0	PLIN2+_Fibroblasts	Mesenchyme
FBXO18	0.00753113	0.410036512	0.667	0.094	1.0	PLIN2+_Fibroblasts	Mesenchyme
PXMP2	0.0072465340000000015	0.409665078	0.667	0.095	1.0	PLIN2+_Fibroblasts	Mesenchyme
DDT	0.094536331	0.409158151	0.833	0.452	1.0	PLIN2+_Fibroblasts	Mesenchyme
ERCC1	0.064813812	0.408194983	0.5	0.243	1.0	PLIN2+_Fibroblasts	Mesenchyme
ADM	0.348907534	0.408175535	0.333	0.106	1.0	PLIN2+_Fibroblasts	Mesenchyme
SRSF7	0.250740519	0.407539133	0.833	0.51	1.0	PLIN2+_Fibroblasts	Mesenchyme
TOM1	0.052669141	0.407529631	0.667	0.249	1.0	PLIN2+_Fibroblasts	Mesenchyme
RPS25	0.06810429900000001	0.406983423	1.0	0.99	1.0	PLIN2+_Fibroblasts	Mesenchyme
PGM3	0.003905176	0.406926445	0.5	0.099	1.0	PLIN2+_Fibroblasts	Mesenchyme
RHOU	0.017682966	0.406840983	0.5	0.094	1.0	PLIN2+_Fibroblasts	Mesenchyme
PRDX4	0.078897446	0.4065014	0.833	0.307	1.0	PLIN2+_Fibroblasts	Mesenchyme
CBX3	0.06718959099999999	0.4061290870000001	0.833	0.429	1.0	PLIN2+_Fibroblasts	Mesenchyme
SOX4	0.35879217	0.4057788020000001	0.5	0.199	1.0	PLIN2+_Fibroblasts	Mesenchyme
MPG	0.055973530999999986	0.405428639	0.833	0.32	1.0	PLIN2+_Fibroblasts	Mesenchyme
TBX18	8.089999999999997e-28	0.404959515	0.5	0.001	2.13e-23	PLIN2+_Fibroblasts	Mesenchyme
CSRP1	0.123010227	0.404925494	0.833	0.293	1.0	PLIN2+_Fibroblasts	Mesenchyme
GAL	0.5761788000000001	0.404454177	0.333	0.001	1.0	PLIN2+_Fibroblasts	Mesenchyme
CCDC12	0.04203726	0.404162145	0.5	0.257	1.0	PLIN2+_Fibroblasts	Mesenchyme
FMO1	0.49384102	0.404138471	0.333	0.001	1.0	PLIN2+_Fibroblasts	Mesenchyme
FAM180A	0.40806778	0.40385442	0.333	0.001	1.0	PLIN2+_Fibroblasts	Mesenchyme
POLD4	0.098231726	0.403737482	0.833	0.493	1.0	PLIN2+_Fibroblasts	Mesenchyme
PRRX2	0.048834897	0.403191949	0.5	0.002	1.0	PLIN2+_Fibroblasts	Mesenchyme
KIF7	6.55e-05	0.402908167	0.5	0.002	1.0	PLIN2+_Fibroblasts	Mesenchyme
ANXA6	0.239297557	0.402837235	0.667	0.189	1.0	PLIN2+_Fibroblasts	Mesenchyme
MXI1	0.009165606	0.402719024	0.5	0.101	1.0	PLIN2+_Fibroblasts	Mesenchyme
RPL41	0.07931136400000001	0.402280291	1.0	0.982	1.0	PLIN2+_Fibroblasts	Mesenchyme
FOSB	0.5086590329999999	0.402269953	0.667	0.382	1.0	PLIN2+_Fibroblasts	Mesenchyme
CLTB	0.074648603	0.402212567	0.667	0.377	1.0	PLIN2+_Fibroblasts	Mesenchyme
REM1	0.219305305	0.4019943070000001	0.333	0.003	1.0	PLIN2+_Fibroblasts	Mesenchyme
TCERG1	0.044137263	0.401559156	0.5	0.18	1.0	PLIN2+_Fibroblasts	Mesenchyme
NAF1	0.024175841	0.40155658	0.5	0.098	1.0	PLIN2+_Fibroblasts	Mesenchyme
ZFHX4	0.166573025	0.401490465	0.5	0.003	1.0	PLIN2+_Fibroblasts	Mesenchyme
CCDC84	0.028063621	0.401046665	0.5	0.098	1.0	PLIN2+_Fibroblasts	Mesenchyme
ASMTL	0.011061249	0.400678554	0.667	0.102	1.0	PLIN2+_Fibroblasts	Mesenchyme
PPFIBP1	0.393338138	0.400426361	0.5	0.102	1.0	PLIN2+_Fibroblasts	Mesenchyme
NME3	0.071949277	0.400391441	0.833	0.377	1.0	PLIN2+_Fibroblasts	Mesenchyme
ZFP36L1	0.33832557700000004	0.400379051	1.0	0.642	1.0	PLIN2+_Fibroblasts	Mesenchyme
FAM162A	0.044874734000000006	0.400169087	0.667	0.331	1.0	PLIN2+_Fibroblasts	Mesenchyme
TET1	0.052889686	0.400011896	0.333	0.005	1.0	PLIN2+_Fibroblasts	Mesenchyme
ITGA7	0.263828071	0.400011896	0.333	0.004	1.0	PLIN2+_Fibroblasts	Mesenchyme
HSPB2	0.223613736	0.399980461	0.333	0.004	1.0	PLIN2+_Fibroblasts	Mesenchyme
HAS2	0.483215855	0.399980461	0.16699999999999998	0.003	1.0	PLIN2+_Fibroblasts	Mesenchyme
MRPL11	0.028831023	0.39993331	0.667	0.269	1.0	PLIN2+_Fibroblasts	Mesenchyme
MAT2A	0.214006319	0.399744728	0.5	0.313	1.0	PLIN2+_Fibroblasts	Mesenchyme
TMEM256-PLSCR3	0.048221674000000006	0.399179198	0.667	0.096	1.0	PLIN2+_Fibroblasts	Mesenchyme
CLIP3	0.185256516	0.398880852	0.5	0.005	1.0	PLIN2+_Fibroblasts	Mesenchyme
CELF2	0.161643676	0.398666961	0.667	0.43	1.0	PLIN2+_Fibroblasts	Mesenchyme
LOXL1-AS1	0.051679122	0.398661075	0.16699999999999998	0.006	1.0	PLIN2+_Fibroblasts	Mesenchyme
LSM2	0.064387873	0.398320637	0.667	0.322	1.0	PLIN2+_Fibroblasts	Mesenchyme
LPP	0.143031094	0.397484521	0.667	0.227	1.0	PLIN2+_Fibroblasts	Mesenchyme
MSC-AS1	0.131487689	0.397343428	0.5	0.006999999999999999	1.0	PLIN2+_Fibroblasts	Mesenchyme
TUBB3	0.281699469	0.396559937	0.16699999999999998	0.006999999999999999	1.0	PLIN2+_Fibroblasts	Mesenchyme
RASL12	0.429343288	0.396246713	0.333	0.006	1.0	PLIN2+_Fibroblasts	Mesenchyme
HCG18	0.026799513	0.396102663	0.5	0.103	1.0	PLIN2+_Fibroblasts	Mesenchyme
RPL10A	0.101093903	0.396023245	1.0	0.975	1.0	PLIN2+_Fibroblasts	Mesenchyme
PLA2R1	0.059071576	0.395557965	0.333	0.009000000000000001	1.0	PLIN2+_Fibroblasts	Mesenchyme
LMAN1	0.12502381099999998	0.3951891870000001	1.0	0.35600000000000004	1.0	PLIN2+_Fibroblasts	Mesenchyme
GNG11	0.660444997	0.394807144	0.833	0.113	1.0	PLIN2+_Fibroblasts	Mesenchyme
P3H3	0.010327512	0.394775872	0.5	0.01	1.0	PLIN2+_Fibroblasts	Mesenchyme
BUD31	0.064361833	0.394482444	0.833	0.327	1.0	PLIN2+_Fibroblasts	Mesenchyme
DNM1	0.033178782000000004	0.393869409	0.5	0.011	1.0	PLIN2+_Fibroblasts	Mesenchyme
DUSP6	0.273892854	0.39365854	0.333	0.189	1.0	PLIN2+_Fibroblasts	Mesenchyme
PAPLN	0.04651917	0.393525793	0.333	0.011	1.0	PLIN2+_Fibroblasts	Mesenchyme
NFATC4	0.003637953	0.392994983	0.5	0.012	1.0	PLIN2+_Fibroblasts	Mesenchyme
TSHZ3	0.009054907	0.39237086	0.333	0.012	1.0	PLIN2+_Fibroblasts	Mesenchyme
RGMA	0.004642218	0.3921837	0.5	0.013	1.0	PLIN2+_Fibroblasts	Mesenchyme
C4A	0.003763719	0.392121321	0.333	0.013	1.0	PLIN2+_Fibroblasts	Mesenchyme
FIGN	0.022989165	0.391934206	0.5	0.012	1.0	PLIN2+_Fibroblasts	Mesenchyme
OSMR	0.13555389	0.391659836	0.5	0.09	1.0	PLIN2+_Fibroblasts	Mesenchyme
NUP37	0.008445614	0.391603724	0.5	0.113	1.0	PLIN2+_Fibroblasts	Mesenchyme
C4B	0.039498473	0.391497743	0.333	0.013	1.0	PLIN2+_Fibroblasts	Mesenchyme
WBP5	0.126636042	0.391358908	0.333	0.16699999999999998	1.0	PLIN2+_Fibroblasts	Mesenchyme
RPL23	0.069090915	0.391171437	1.0	0.885	1.0	PLIN2+_Fibroblasts	Mesenchyme
ERH	0.077822716	0.391084837	0.667	0.6409999999999999	1.0	PLIN2+_Fibroblasts	Mesenchyme
COL27A1	0.017063851	0.390874554	0.5	0.013	1.0	PLIN2+_Fibroblasts	Mesenchyme
SERPINA3.1	0.560318116	0.390158367	0.16699999999999998	0.006999999999999999	1.0	PLIN2+_Fibroblasts	Mesenchyme
BACH2	0.095972829	0.38962934	0.5	0.013	1.0	PLIN2+_Fibroblasts	Mesenchyme
S1PR2	4.52e-05	0.389473798	0.333	0.016	1.0	PLIN2+_Fibroblasts	Mesenchyme
DFNA5	0.057325588	0.389349381	0.16699999999999998	0.014	1.0	PLIN2+_Fibroblasts	Mesenchyme
PTN	0.333082806	0.388603205	0.5	0.011	1.0	PLIN2+_Fibroblasts	Mesenchyme
ENTPD7	0.000369759	0.388416748	0.5	0.017	1.0	PLIN2+_Fibroblasts	Mesenchyme
DPT	0.6689371620000001	0.387019427	0.333	0.006	1.0	PLIN2+_Fibroblasts	Mesenchyme
FAM43A	0.11512351	0.38686429	0.333	0.015	1.0	PLIN2+_Fibroblasts	Mesenchyme
SETD5	0.074579445	0.386627399	0.333	0.18600000000000005	1.0	PLIN2+_Fibroblasts	Mesenchyme
CHID1	0.028879319	0.386551268	0.5	0.202	1.0	PLIN2+_Fibroblasts	Mesenchyme
RBFA	0.006946308000000001	0.385924672	0.5	0.12	1.0	PLIN2+_Fibroblasts	Mesenchyme
GEMIN6	0.008804625	0.385813093	0.5	0.119	1.0	PLIN2+_Fibroblasts	Mesenchyme
GAR1	0.012518561	0.385645748	0.5	0.118	1.0	PLIN2+_Fibroblasts	Mesenchyme
MRPL32	0.022414009	0.385333951	0.667	0.207	1.0	PLIN2+_Fibroblasts	Mesenchyme
CSRNP1	0.230523503	0.385090276	0.667	0.267	1.0	PLIN2+_Fibroblasts	Mesenchyme
DUS3L	0.006373743	0.384948777	0.333	0.121	1.0	PLIN2+_Fibroblasts	Mesenchyme
FIBIN	0.617937901	0.384911618	0.333	0.006999999999999999	1.0	PLIN2+_Fibroblasts	Mesenchyme
SPATA20	0.007811965	0.384447258	0.5	0.121	1.0	PLIN2+_Fibroblasts	Mesenchyme
P3H4	0.041154995	0.383673803	0.333	0.019	1.0	PLIN2+_Fibroblasts	Mesenchyme
FHL2	0.209591431	0.3836428770000001	0.16699999999999998	0.016	1.0	PLIN2+_Fibroblasts	Mesenchyme
ALDH1A3	0.157647805	0.383457343	0.5	0.017	1.0	PLIN2+_Fibroblasts	Mesenchyme
TAF10	0.036670547000000005	0.383434856	0.333	0.202	1.0	PLIN2+_Fibroblasts	Mesenchyme
PLCXD3	0.35824557100000004	0.383426424	0.333	0.013	1.0	PLIN2+_Fibroblasts	Mesenchyme
ZFYVE21	0.049938729	0.383308378	0.667	0.198	1.0	PLIN2+_Fibroblasts	Mesenchyme
NEAT1	0.364411493	0.383271514	0.833	0.933	1.0	PLIN2+_Fibroblasts	Mesenchyme
KMT2A	0.07910314	0.383232499	0.5	0.188	1.0	PLIN2+_Fibroblasts	Mesenchyme
KPNB1	0.08604236900000001	0.383034072	0.667	0.331	1.0	PLIN2+_Fibroblasts	Mesenchyme
FHL3	0.059829142	0.38294421	0.5	0.109	1.0	PLIN2+_Fibroblasts	Mesenchyme
TMEM150C	0.066708933	0.382344858	0.5	0.02	1.0	PLIN2+_Fibroblasts	Mesenchyme
SLC22A17	0.026573862	0.382252207	0.333	0.021	1.0	PLIN2+_Fibroblasts	Mesenchyme
TNRC6B	0.126387642	0.382175004	0.5	0.248	1.0	PLIN2+_Fibroblasts	Mesenchyme
MYL6B	0.021732007	0.381971217	0.5	0.118	1.0	PLIN2+_Fibroblasts	Mesenchyme
EPHX1	0.39466887	0.381812685	0.5	0.343	1.0	PLIN2+_Fibroblasts	Mesenchyme
UTY	0.092688293	0.381610061	0.16699999999999998	0.105	1.0	PLIN2+_Fibroblasts	Mesenchyme
PTOV1	0.102589219	0.381526736	0.667	0.257	1.0	PLIN2+_Fibroblasts	Mesenchyme
FNIP1	0.075050257	0.381286899	0.5	0.192	1.0	PLIN2+_Fibroblasts	Mesenchyme
REV3L	0.088209748	0.381009265	0.5	0.188	1.0	PLIN2+_Fibroblasts	Mesenchyme
UCHL1	0.5084881529999999	0.380709282	0.5	0.011	1.0	PLIN2+_Fibroblasts	Mesenchyme
TMEM245	0.232734967	0.380323923	0.667	0.214	1.0	PLIN2+_Fibroblasts	Mesenchyme
TOMM5	0.106488362	0.380312364	1.0	0.48	1.0	PLIN2+_Fibroblasts	Mesenchyme
SCG3	0.114472445	0.380031149	0.333	0.021	1.0	PLIN2+_Fibroblasts	Mesenchyme
GLI3	0.009663256	0.379877092	0.333	0.024	1.0	PLIN2+_Fibroblasts	Mesenchyme
TMEM136	0.011629987	0.37953825	0.333	0.024	1.0	PLIN2+_Fibroblasts	Mesenchyme
CDON	0.007971756	0.379507452	0.333	0.024	1.0	PLIN2+_Fibroblasts	Mesenchyme
IL33	0.614893138	0.379193925	0.667	0.066	1.0	PLIN2+_Fibroblasts	Mesenchyme
SWI5	0.019646075	0.379141027	0.333	0.122	1.0	PLIN2+_Fibroblasts	Mesenchyme
NCOA3	0.118975252	0.378942055	0.333	0.182	1.0	PLIN2+_Fibroblasts	Mesenchyme
TIAL1	0.068564814	0.378845521	1.0	0.274	1.0	PLIN2+_Fibroblasts	Mesenchyme
BTBD19	0.002826063	0.378214786	0.333	0.026	1.0	PLIN2+_Fibroblasts	Mesenchyme
C1orf21	0.163577556	0.377759114	0.333	0.171	1.0	PLIN2+_Fibroblasts	Mesenchyme
