S.No.	cellType	Cell Category	old_symbol	gene	Updated Gene ID	logFC	logDOR	Prop.Exp.in	Prop.Exp.Out	nCells.in	nCells.out
4935	cDC2	Immune_Myeloid	HLA-DRB5	HLA-DRB5	3127	1.136493363	1.864974878	0.868159204	0.504833519	6834	300816
5565	cDC1	Immune_Myeloid	HLA-DRB5	HLA-DRB5	3127	0.941391528	1.485033074	0.822594881	0.511759544	1133	306517
6560	DC Langerhans	Immune_Myeloid	HLA-DRB5	HLA-DRB5	3127	1.344186424	2.488515873	0.928125	0.512471936	320	307330
11843	Macrophage	Immune_Myeloid	HLA-DRB5	HLA-DRB5	3127	0.337524887	0.654049125	0.616988091	0.455797962	108994	198656
12131	Macrophage Alveolar	Immune_Myeloid	HLA-DRB5	HLA-DRB5	3127	0.690722575	1.239255327	0.732744977	0.442584902	74558	233092
4968	cDC2	Immune_Myeloid	HLA-DRB6	HLA-DRB6	3128	0.989225049	1.62968927	0.821480831	0.474123717	6834	300816
5596	cDC1	Immune_Myeloid	HLA-DRB6	HLA-DRB6	3128	0.965344771	1.358176463	0.782877317	0.480727007	1133	306517
6728	DC Langerhans	Immune_Myeloid	HLA-DRB6	HLA-DRB6	3128	0.985296401	1.706193746	0.8375	0.48146943	320	307330
12041	Macrophage Alveolar	Immune_Myeloid	HLA-DRB6	HLA-DRB6	3128	0.786996847	1.460016014	0.740846053	0.398992672	74558	233092
6529	DC Langerhans	Immune_Myeloid	HLA-DRB9	HLA-DRB9	3132	0.374330147	2.769839609	0.39375	0.039163115	320	307330
11419	Lymphatic	Vascular-Endothelial	HLA-E	HLA-E	3133	0.794532574	0.829264555	0.821598478	0.667502324	2102	305548
13797	ncMonocyte	Immune_Myeloid	HLA-E	HLA-E	3133	0.418341794	0.550330946	0.776103714	0.666522047	5708	301942
16753	NK	Immune_Lymphoid	HLA-E	HLA-E	3133	0.719573142	0.543447859	0.773328629	0.664546154	11338	296312
18697	T Cytotoxic	Immune_Lymphoid	HLA-E	HLA-E	3133	0.367294077	0.06199552	0.681446694	0.667829455	16396	291254
19663	VE Venous	Vascular-Endothelial	HLA-E	HLA-E	3133	0.678307633	0.632941216	0.791780822	0.668262088	730	306920
20096	VE Capillary B	Vascular-Endothelial	HLA-E	HLA-E	3133	1.141437058	1.011833607	0.847144006	0.667830696	1243	306407
20742	VE Arterial	Vascular-Endothelial	HLA-E	HLA-E	3133	0.894601659	0.843972934	0.824447334	0.668164533	769	306881
21043	VE Capillary A	Vascular-Endothelial	HLA-E	HLA-E	3133	1.876770625	2.111480636	0.944123314	0.668089512	519	307131
22041	VE Peribronchial	Vascular-Endothelial	HLA-E	HLA-E	3133	0.500094335	0.669770898	0.797115385	0.667680073	2080	305570
1942	B Plasma	Immune_Lymphoid	HM13	HM13	81502	0.304030691	0.845241103	0.475352113	0.280127498	1136	306514
10589	Ionocyte	Epithelial	HMBOX1	HMBOX1	79618	0.33693084	1.511199926	0.6	0.245688744	25	307625
11364	Lymphatic	Vascular-Endothelial	HMBOX1	HMBOX1	79618	0.489176174	1.106082433	0.493815414	0.244010761	2102	305548
19509	VE Venous	Vascular-Endothelial	HMBOX1	HMBOX1	79618	0.663672305	1.345308577	0.554794521	0.244982406	730	306920
20098	VE Capillary B	Vascular-Endothelial	HMBOX1	HMBOX1	79618	0.599458368	0.989533776	0.465808528	0.244824694	1243	306407
21294	VE Capillary A	Vascular-Endothelial	HMBOX1	HMBOX1	79618	0.386879399	0.516171063	0.352601156	0.245536921	519	307131
21898	VE Peribronchial	Vascular-Endothelial	HMBOX1	HMBOX1	79618	0.418964856	1.263040745	0.532692308	0.243764113	2080	305570
1858	B Plasma	Immune_Lymphoid	HMCES	HMCES	56941	0.411573674	1.603846235	0.434859155	0.134042817	1136	306514
8031	Fibroblast	Mesenchyme	HMCN1	HMCN1	83872	0.304665019	2.269977593	0.286900717	0.039921181	2649	305001
11168	Lymphatic	Vascular-Endothelial	HMCN1	HMCN1	83872	0.341555652	2.160168683	0.267840152	0.040494456	2102	305548
13927	Myofibroblast	Mesenchyme	HMCN1	HMCN1	83872	1.08233	3.994736891	0.662496446	0.034872901	3517	304133
20518	VE Arterial	Vascular-Endothelial	HMCN1	HMCN1	83872	0.358666863	2.026270353	0.247074122	0.041534015	769	306881
14762	Aberrant Basaloid	Epithelial	HMGA2	HMGA2	8091	0.481737541	3.492560071	0.417879418	0.021385622	481	307169
14469	Myofibroblast	Mesenchyme	HMGB1	HMGB1	3146	0.315971794	0.520536069	0.749502417	0.639927269	3517	304133
17433	Pericytes	Mesenchyme	HMGB1	HMGB1	3146	0.309709953	0.316205631	0.710447761	0.641028732	670	306980
17937	SMC	Mesenchyme	HMGB1	HMGB1	3146	0.381968994	0.46147012	0.739376771	0.64095405	706	306944
13373	cMonocyte	Immune_Myeloid	HMGB2	HMGB2	3148	0.451550585	0.695478833	0.498901525	0.331839931	15476	292174
18250	T	Immune_Lymphoid	HMGB2	HMGB2	3148	0.325603713	0.229182948	0.390448392	0.337471017	16102	291548
2283	Basal	Epithelial	HMGB3	HMGB3	3149	0.380540227	2.04711762	0.359810314	0.06767485	1687	305963
9884	Ionocyte	Epithelial	HMGB3	HMGB3	3149	0.770031362	3.15061864	0.64	0.069230394	25	307625
14958	Aberrant Basaloid	Epithelial	HMGB3	HMGB3	3149	0.541574796	2.932563934	0.58004158	0.068476962	481	307169
9860	Ionocyte	Epithelial	HMGCS1	HMGCS1	3157	0.699345882	3.277895846	0.68	0.072039009	25	307625
5082	cDC2	Immune_Myeloid	HMGN1	HMGN1	3150	0.435470905	1.190990294	0.703833772	0.419332748	6834	300816
6667	DC Langerhans	Immune_Myeloid	HMGN1	HMGN1	3150	0.627213542	1.888511455	0.83125	0.425230209	320	307330
10658	Ionocyte	Epithelial	HMGN1	HMGN1	3150	0.344941413	1.398333662	0.76	0.425625356	25	307625
15620	Aberrant Basaloid	Epithelial	HMGN1	HMGN1	3150	0.369213804	1.230146307	0.717255717	0.425195902	481	307169
2474	Basal	Epithelial	HMGN3	HMGN3	9324	0.672456976	1.40463784	0.714878483	0.380820557	1687	305963
3705	Ciliated	Epithelial	HMGN3	HMGN3	9324	1.201604326	2.247238225	0.846323529	0.367846242	9520	298130
4738	Club	Epithelial	HMGN3	HMGN3	9324	0.506716677	1.06488077	0.640533124	0.380496167	2551	305099
6196	DC Mature	Immune_Myeloid	HMGN3	HMGN3	9324	0.611301896	1.280855741	0.69005102	0.381867004	784	306866
8933	Goblet	Epithelial	HMGN3	HMGN3	9324	0.37517592	1.323365869	0.698512138	0.381335823	1277	306373
15417	Aberrant Basaloid	Epithelial	HMGN3	HMGN3	9324	0.513879935	1.853151537	0.798336798	0.382001439	481	307169
16209	PNEC	Epithelial	HMGN3	HMGN3	9324	0.707792307	1.686053018	0.774193548	0.382573442	62	307588
11821	Macrophage	Immune_Myeloid	HMOX1	HMOX1	3162	0.317914258	0.726078033	0.42682166	0.264849791	108994	198656
12197	Macrophage Alveolar	Immune_Myeloid	HMOX1	HMOX1	3162	0.314232965	1.095985729	0.513761099	0.260969917	74558	233092
3093	Ciliated	Epithelial	HNF4G	HNF4G	3174	0.433144732	3.986874759	0.413760504	0.012927247	9520	298130
12048	Macrophage Alveolar	Immune_Myeloid	HNMT	HNMT	3176	0.396729522	1.436671077	0.586308646	0.252003501	74558	233092
5124	cDC2	Immune_Myeloid	HNRNPA1P48	HNRNPA1P48	642659	0.315431409	1.117218461	0.561457419	0.29521701	6834	300816
6279	DC Mature	Immune_Myeloid	HNRNPC	HNRNPC	3183	0.379348144	1.033331313	0.926020408	0.815460168	784	306866
9342	ILC A	Immune_Lymphoid	HNRNPC	HNRNPC	3183	0.346112776	0.020089167	0.819163293	0.815733654	741	306909
12555	Mast	Immune_Myeloid	HNRNPC	HNRNPC	3183	0.464972789	-0.104142368	0.799859551	0.81581577	1424	306226
13206	Mesothelial	Epithelial	HNRNPC	HNRNPC	3183	0.359223727	0.658720035	0.895943563	0.81559383	567	307083
18292	T	Immune_Lymphoid	HNRNPC	HNRNPC	3183	0.42192132	0.015167516	0.817910819	0.815622127	16102	291548
18707	T Cytotoxic	Immune_Lymphoid	HNRNPC	HNRNPC	3183	0.391045775	-0.027721243	0.811783362	0.815964759	16396	291254
19074	T Regulatory	Immune_Lymphoid	HNRNPC	HNRNPC	3183	0.43401737	0.233237192	0.848360656	0.815585951	1464	306186
4159	Ciliated	Epithelial	HNRNPF	HNRNPF	3185	0.315757709	0.954940638	0.581302521	0.348223929	9520	298130
1958	B Plasma	Immune_Lymphoid	HNRNPH1	HNRNPH1	3187	0.390087058	0.619742576	0.680457746	0.533799435	1136	306514
7661	pDC	Immune_Myeloid	HNRNPH1	HNRNPH1	3187	0.337341014	0.534583898	0.661951909	0.534047038	707	306943
18144	T	Immune_Lymphoid	HNRNPLL	HNRNPLL	92906	0.432927756	0.764081361	0.331511613	0.187643201	16102	291548
18850	T Regulatory	Immune_Lymphoid	HNRNPLL	HNRNPLL	92906	0.673286565	1.351721094	0.481557377	0.193803766	1464	306186
7479	pDC	Immune_Myeloid	HNRNPUL1	HNRNPUL1	11100	0.553576276	1.142194093	0.623762376	0.345836198	707	306943
10466	Ionocyte	Epithelial	HNRNPUL1	HNRNPUL1	11100	0.354627015	1.733329112	0.76	0.346441284	25	307625
4045	Ciliated	Epithelial	HNRNPUL2-BSCL2	HNRNPUL2-BSCL2	100534595	0.442126748	1.348279765	0.580672269	0.264485292	9520	298130
12872	Mesothelial	Epithelial	HOMER1	HOMER1	9456	0.603505416	2.176674854	0.497354497	0.100901059	567	307083
16078	PNEC	Epithelial	HOMER1	HOMER1	9456	0.95246148	2.180089942	0.5	0.101551426	62	307588
2252	Basal	Epithelial	HOMER2	HOMER2	9455	0.43805611	2.164249805	0.419679905	0.07669228	1687	305963
4438	Club	Epithelial	HOMER2	HOMER2	9455	0.448369771	2.27894044	0.44374755	0.075519749	2551	305099
5981	DC Mature	Immune_Myeloid	HOMER2	HOMER2	9455	0.491363333	2.317137333	0.460459184	0.077597388	784	306866
8657	Goblet	Epithelial	HOMER2	HOMER2	9455	0.43231336	2.570599157	0.520751762	0.076729999	1277	306373
16054	PNEC	Epithelial	HOMER2	HOMER2	9455	0.498346012	2.271859545	0.451612903	0.078497861	62	307588
9821	Ionocyte	Epithelial	HOOK1	HOOK1	51361	0.328513948	3.489010662	0.4	0.020261682	25	307625
15804	PNEC	Epithelial	HOOK1	HOOK1	51361	0.476710282	3.69024895	0.451612903	0.0202056	62	307588
2420	Basal	Epithelial	HOOK2	HOOK2	29911	0.617340795	1.559476355	0.617664493	0.25348163	1687	305963
4679	Club	Epithelial	HOOK2	HOOK2	29911	0.423801001	1.267104608	0.546060368	0.25304901	2551	305099
8896	Goblet	Epithelial	HOOK2	HOOK2	29911	0.313994832	1.47182463	0.597494127	0.254053066	1277	306373
10138	Ionocyte	Epithelial	HOOK2	HOOK2	29911	0.778942817	2.385508074	0.8	0.255434376	25	307625
15255	Aberrant Basaloid	Epithelial	HOOK2	HOOK2	29911	0.458974986	2.161238672	0.748440748	0.254706692	481	307169
16202	PNEC	Epithelial	HOOK2	HOOK2	29911	0.646263446	1.7276692	0.661290323	0.25539683	62	307588
17839	SMC	Mesenchyme	HOOK2	HOOK2	29911	0.39723767	0.919038292	0.461756374	0.25500417	706	306944
5757	cDC1	Immune_Myeloid	HOOK3	HOOK3	84376	0.337406325	0.863630368	0.625772286	0.413386533	1133	306517
6328	DC Mature	Immune_Myeloid	HOOK3	HOOK3	84376	0.357626482	0.897444502	0.633928571	0.413607242	784	306866
7074	DC Langerhans	Immune_Myeloid	HOOK3	HOOK3	84376	0.368068648	1.162827799	0.69375	0.413877591	320	307330
12547	Mast	Immune_Myeloid	HOOK3	HOOK3	84376	0.320410618	0.032771384	0.422050562	0.414132046	1424	306226
15519	Aberrant Basaloid	Epithelial	HOOK3	HOOK3	84376	0.404662339	1.683150073	0.792099792	0.413576891	481	307169
48	AT1	Epithelial	HOPX	HOPX	84525	2.189253917	4.274981928	0.859449193	0.078197112	1053	306597
760	AT2	Epithelial	HOPX	HOPX	84525	1.431325548	3.861246868	0.785912648	0.071675299	3961	303689
4370	Club	Epithelial	HOPX	HOPX	84525	0.722284004	2.639507029	0.539004312	0.077040567	2551	305099
9052	ILC A	Immune_Lymphoid	HOPX	HOPX	84525	0.480651557	1.770974056	0.338731444	0.080248543	741	306909
14792	Aberrant Basaloid	Epithelial	HOPX	HOPX	84525	0.877538696	3.393322555	0.721413721	0.079868086	481	307169
15976	PNEC	Epithelial	HOPX	HOPX	84525	0.735092018	2.622874929	0.548387097	0.080776883	62	307588
16584	NK	Immune_Lymphoid	HOPX	HOPX	84525	0.669440813	2.211580575	0.402010937	0.068583115	11338	296312
17241	Pericytes	Mesenchyme	HOPX	HOPX	84525	0.354206962	1.619512907	0.305970149	0.080379829	670	306980
18441	T Cytotoxic	Immune_Lymphoid	HOPX	HOPX	84525	0.332210711	1.519887066	0.258538668	0.070869413	16396	291254
15885	PNEC	Epithelial	HOXB2	HOXB2	3212	0.368961827	3.143289312	0.419354839	0.030368545	62	307588
14097	Myofibroblast	Mesenchyme	HOXB3	HOXB3	3213	0.314890823	2.634225533	0.32129656	0.0328672	3517	304133
10933	Lymphatic	Vascular-Endothelial	HOXD3	HOXD3	3232	0.307934306	5.628461126	0.238344434	0.001122573	2102	305548
12640	Mesothelial	Epithelial	HP	HP	3240	1.865340607	3.550873866	0.705467372	0.06421391	567	307083
424	AT1	Epithelial	HPCAL1	HPCAL1	3241	0.894532489	1.569182006	0.700854701	0.327674439	1053	306597
11930	Macrophage Alveolar	Immune_Myeloid	HPGD	HPGD	3248	0.545679443	1.940900684	0.591190751	0.171927822	74558	233092
12418	Mast	Immune_Myeloid	HPGD	HPGD	3248	0.663018377	0.820782223	0.45997191	0.272667899	1424	306226
20941	VE Capillary A	Vascular-Endothelial	HPGD	HPGD	3248	2.323228418	3.233962426	0.905587669	0.272466798	519	307131
6484	DC Langerhans	Immune_Myeloid	HPGDS	HPGDS	27306	0.884711479	3.679236413	0.6875	0.052474539	320	307330
12286	Mast	Immune_Myeloid	HPGDS	HPGDS	27306	1.431146142	3.531563468	0.644662921	0.050384357	1424	306226
5464	cDC1	Immune_Myeloid	HPS5	HPS5	11234	0.605733033	1.978117316	0.580759047	0.160767592	1133	306517
6586	DC Langerhans	Immune_Myeloid	HPS5	HPS5	11234	0.642387399	2.248144002	0.646875	0.161809781	320	307330
14241	Myofibroblast	Mesenchyme	HPSE2	HPSE2	60495	0.340933002	1.844284623	0.255899915	0.051595848	3517	304133
2045	Basal	Epithelial	HRASLS2	PLAAT2	54979	0.420521607	3.273558271	0.333135744	0.018574141	1687	305963
3132	Ciliated	Epithelial	HRASLS2	PLAAT2	54979	0.347747189	3.905951923	0.337815126	0.010159997	9520	298130
10944	Lymphatic	Vascular-Endothelial	HRCT1	HRCT1	646962	0.349718821	4.777004303	0.242150333	0.002683703	2102	305548
2540	Basal	Epithelial	HRH1	HRH1	3269	0.397918326	1.200321583	0.405453468	0.170386615	1687	305963
4745	Club	Epithelial	HRH1	HRH1	3269	0.318467628	1.036641857	0.366130929	0.170049722	2551	305099
12929	Mesothelial	Epithelial	HRH1	HRH1	3269	0.6943664	1.88059643	0.574955908	0.170930986	567	307083
15440	Aberrant Basaloid	Epithelial	HRH1	HRH1	3269	0.372141016	1.815690936	0.559251559	0.171068695	481	307169
19543	VE Venous	Vascular-Endothelial	HRH1	HRH1	3269	0.452522366	1.189857297	0.404109589	0.171122768	730	306920
20124	VE Capillary B	Vascular-Endothelial	HRH1	HRH1	3269	0.396220529	0.848016698	0.325020113	0.171053533	1243	306407
20623	VE Arterial	Vascular-Endothelial	HRH1	HRH1	3269	0.57010286	1.404349698	0.456436931	0.170962034	769	306881
21890	VE Peribronchial	Vascular-Endothelial	HRH1	HRH1	3269	0.328552513	1.287809783	0.425961538	0.169944694	2080	305570
13043	Mesothelial	Epithelial	HS2ST1	HS2ST1	9653	0.471484709	1.412597307	0.511463845	0.203134006	567	307083
8545	Goblet	Epithelial	HS3ST1	HS3ST1	9957	0.520099004	3.132265731	0.536413469	0.048039481	1277	306373
15975	PNEC	Epithelial	HS3ST1	HS3ST1	9957	0.456464245	2.624404925	0.419354839	0.049992197	62	307588
15993	PNEC	Epithelial	HS3ST2	HS3ST2	9956	0.386430568	2.479541073	0.338709677	0.041597852	62	307588
7341	pDC	Immune_Myeloid	HS3ST3B1	HS3ST3B1	9953	0.434469773	1.70880158	0.381895332	0.100686447	707	306943
18862	T Regulatory	Immune_Lymphoid	HS3ST3B1	HS3ST3B1	9953	0.372086793	1.27228458	0.284836066	0.100455279	1464	306186
12235	Macrophage Alveolar	Immune_Myeloid	HS3ST4	HS3ST4	9951	0.308536373	0.990805744	0.556077148	0.317441182	74558	233092
16422	PNEC	Epithelial	HS3ST4	HS3ST4	9951	0.346821098	1.029174068	0.629032258	0.3752227	62	307588
3415	Ciliated	Epithelial	HS6ST2	HS6ST2	90161	0.419218882	3.027240425	0.365336134	0.027132459	9520	298130
4386	Club	Epithelial	HS6ST2	HS6ST2	90161	0.357205619	2.551898212	0.319090553	0.035244298	2551	305099
14759	Aberrant Basaloid	Epithelial	HS6ST2	HS6ST2	90161	0.583873534	3.494377463	0.557172557	0.036784311	481	307169
4016	Ciliated	Epithelial	HSBP1	HSBP1	3281	0.796200189	1.421753494	0.72762605	0.391916278	9520	298130
419	AT1	Epithelial	HSBP1L1	HSBP1L1	440498	0.306349472	1.594428366	0.299145299	0.079811609	1053	306597
233	AT1	Epithelial	HSD17B6	HSD17B6	8630	0.38100608	2.560110455	0.277302944	0.028832637	1053	306597
867	AT2	Epithelial	HSD17B6	HSD17B6	8630	0.310992319	2.986244074	0.342337793	0.025605142	3961	303689
9034	ILC A	Immune_Lymphoid	HSH2D	HSH2D	84941	0.388426115	2.093813937	0.275303644	0.044778745	741	306909
16566	NK	Immune_Lymphoid	HSH2D	HSH2D	84941	0.496845323	2.438502626	0.297671547	0.035678609	11338	296312
4052	Ciliated	Epithelial	HSP90AA1	HSP90AA1	3320	1.02742171	1.33537781	0.900105042	0.703193238	9520	298130
681	AT1	Epithelial	HSP90AB1	HSP90AB1	3326	0.32321418	0.3062461	0.671415005	0.600514682	1053	306597
4174	Ciliated	Epithelial	HSP90AB1	HSP90AB1	3326	0.313394034	0.681738872	0.744852941	0.596156039	9520	298130
6947	DC Langerhans	Immune_Myeloid	HSP90AB1	HSP90AB1	3326	0.387493862	1.367987581	0.85625	0.600491329	320	307330
8354	Fibroblast	Mesenchyme	HSP90AB1	HSP90AB1	3326	0.3738181	0.709630324	0.752736882	0.599437379	2649	305001
16500	PNEC	Epithelial	HSP90AB1	HSP90AB1	3326	0.39909458	0.627590193	0.741935484	0.600728897	62	307588
22043	VE Peribronchial	Vascular-Endothelial	HSP90AB1	HSP90AB1	3326	0.347136157	0.660373063	0.74375	0.59978401	2080	305570
1947	B Plasma	Immune_Lymphoid	HSP90B1	HSP90B1	7184	0.655905094	0.736450429	0.709507042	0.538833463	1136	306514
7433	pDC	Immune_Myeloid	HSP90B1	HSP90B1	7184	0.791035346	1.322336881	0.814710042	0.538829685	707	306943
11838	Macrophage	Immune_Myeloid	HSP90B1	HSP90B1	7184	0.324644366	0.676694654	0.64587959	0.481077843	108994	198656
3149	Ciliated	Epithelial	HSPA12A	HSPA12A	259217	0.640257185	3.841282413	0.55052521	0.025616342	9520	298130
9936	Ionocyte	Epithelial	HSPA12A	HSPA12A	259217	0.438744887	2.89965001	0.44	0.0418269	25	307625
15879	PNEC	Epithelial	HSPA12A	HSPA12A	259217	0.614113524	3.196544099	0.516129032	0.041763658	62	307588
20931	VE Capillary A	Vascular-Endothelial	HSPA12B	HSPA12B	116835	0.327221064	3.328767363	0.19460501	0.008615216	519	307131
14474	Myofibroblast	Mesenchyme	HSPA1A	HSPA1A	3303	0.333833945	0.497825475	0.516917828	0.394090743	3517	304133
5763	cDC1	Immune_Myeloid	HSPA8	HSPA8	3312	0.309924148	0.832463636	0.569285084	0.364987913	1133	306517
7115	DC Langerhans	Immune_Myeloid	HSPA8	HSPA8	3312	0.309874375	1.047582954	0.621875	0.365473595	320	307330
18657	T Cytotoxic	Immune_Lymphoid	HSPA8	HSPA8	3312	0.333513788	0.265244217	0.425591608	0.362370989	16396	291254
19048	T Regulatory	Immune_Lymphoid	HSPA8	HSPA8	3312	0.31949404	0.335646722	0.446038251	0.365356352	1464	306186
10866	Ionocyte	Epithelial	HSPA9	HSPA9	3313	0.378727902	0.916479588	0.64	0.409891914	25	307625
675	AT1	Epithelial	HSPB1	HSPB1	3315	0.439176531	0.423219708	0.617283951	0.513582977	1053	306597
1304	AT2	Epithelial	HSPB1	HSPB1	3315	0.341563272	0.786829228	0.6970462	0.511549645	3961	303689
2642	Basal	Epithelial	HSPB1	HSPB1	3315	0.608486505	0.809566796	0.703023118	0.51289535	1687	305963
8183	Fibroblast	Mesenchyme	HSPB1	HSPB1	3315	0.81550909	1.399617593	0.809362023	0.511372094	2649	305001
8970	Goblet	Epithelial	HSPB1	HSPB1	3315	0.358207446	1.114927857	0.762725137	0.512900941	1277	306373
10741	Ionocyte	Epithelial	HSPB1	HSPB1	3315	1.037615258	1.260003924	0.8	0.513914669	25	307625
11265	Lymphatic	Vascular-Endothelial	HSPB1	HSPB1	3315	1.191694866	1.600759155	0.838725024	0.511703562	2102	305548
12127	Macrophage Alveolar	Immune_Myeloid	HSPB1	HSPB1	3315	0.46181962	1.249737096	0.735239679	0.443151202	74558	233092
14317	Myofibroblast	Mesenchyme	HSPB1	HSPB1	3315	0.861789859	1.378308773	0.805516065	0.510566101	3517	304133
15449	Aberrant Basaloid	Epithelial	HSPB1	HSPB1	3315	0.942877117	1.796270107	0.864864865	0.513388395	481	307169
16411	PNEC	Epithelial	HSPB1	HSPB1	3315	0.97402479	1.06432074	0.758064516	0.513888708	62	307588
17301	Pericytes	Mesenchyme	HSPB1	HSPB1	3315	0.936109326	1.221996825	0.782089552	0.513352661	670	306980
17630	SMC	Mesenchyme	HSPB1	HSPB1	3315	1.841240425	2.450678955	0.924929178	0.512992598	706	306944
19696	VE Venous	Vascular-Endothelial	HSPB1	HSPB1	3315	0.375910663	0.436423451	0.620547945	0.513684348	730	306920
20810	VE Arterial	Vascular-Endothelial	HSPB1	HSPB1	3315	0.569303545	0.507893411	0.637191157	0.513629061	769	306881
21933	VE Peribronchial	Vascular-Endothelial	HSPB1	HSPB1	3315	0.571022626	1.111420996	0.761538462	0.512252512	2080	305570
3803	Ciliated	Epithelial	HSPB11	HSPB11	51668	0.641343363	1.994575267	0.617647059	0.18018985	9520	298130
2676	Basal	Epithelial	HSPB1P1	HSPB1P1	653553	0.368923302	0.687034671	0.522228809	0.354774924	1687	305963
8190	Fibroblast	Mesenchyme	HSPB1P1	HSPB1P1	653553	0.650763089	1.368070828	0.681766704	0.352861138	2649	305001
10600	Ionocyte	Epithelial	HSPB1P1	HSPB1P1	653553	0.74778781	1.497101486	0.72	0.355663551	25	307625
11284	Lymphatic	Vascular-Endothelial	HSPB1P1	HSPB1P1	653553	0.97681305	1.498680178	0.70980019	0.353257099	2102	305548
14356	Myofibroblast	Mesenchyme	HSPB1P1	HSPB1P1	653553	0.605030925	1.185069963	0.640318453	0.352401745	3517	304133
15567	Aberrant Basaloid	Epithelial	HSPB1P1	HSPB1P1	653553	0.638311358	1.566553723	0.725571726	0.35511396	481	307169
16343	PNEC	Epithelial	HSPB1P1	HSPB1P1	653553	0.819791068	1.252013871	0.661290323	0.355631559	62	307588
17331	Pericytes	Mesenchyme	HSPB1P1	HSPB1P1	653553	0.67334962	1.063914762	0.614925373	0.35512737	670	306980
17657	SMC	Mesenchyme	HSPB1P1	HSPB1P1	653553	1.501210468	2.161485735	0.827195467	0.354608658	706	306944
20811	VE Arterial	Vascular-Endothelial	HSPB1P1	HSPB1P1	653553	0.383307162	0.504462108	0.477243173	0.355388571	769	306881
21981	VE Peribronchial	Vascular-Endothelial	HSPB1P1	HSPB1P1	653553	0.39393221	0.960457561	0.588942308	0.354105442	2080	305570
7894	Fibroblast	Mesenchyme	HSPB8	HSPB8	26353	0.375463842	3.185078112	0.340883352	0.02095403	2649	305001
12708	Mesothelial	Epithelial	HSPB8	HSPB8	26353	0.327988528	3.026729942	0.328042328	0.023146837	567	307083
19876	VE Capillary B	Vascular-Endothelial	HSPB8	HSPB8	26353	0.35091258	2.580567247	0.235720032	0.022848695	1243	306407
3640	Ciliated	Epithelial	HSPBP1	HSPBP1	23640	0.401686853	2.41943822	0.434768908	0.064052595	9520	298130
257	AT1	Epithelial	HSPG2	HSPG2	3339	0.480150997	2.413798148	0.361823362	0.048304452	1053	306597
2220	Basal	Epithelial	HSPG2	HSPG2	3339	0.340055721	2.333239899	0.340841731	0.047770482	1687	305963
8029	Fibroblast	Mesenchyme	HSPG2	HSPG2	3339	0.332498131	2.279346128	0.325028313	0.046983453	2649	305001
11183	Lymphatic	Vascular-Endothelial	HSPG2	HSPG2	3339	0.369265662	2.070804739	0.284490961	0.04776009	2102	305548
14719	Aberrant Basaloid	Epithelial	HSPG2	HSPG2	3339	0.668843597	3.654337521	0.663201663	0.048416344	481	307169
